step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_practice,time_share_practice,time_observe,time_share_observe,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_practice,count_observe,count_idle,count_make,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
0,C,reachability,0.725,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,all_agents,,,40,0,15,25,0,0,0.1665246128232781,0.13874065638775757,0.7018317074583597,0.014120894711174512,4,4,0.1,0,0.0,0.0,25.65,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,participants_only,,,30,0,5,25,0,0,0.16275073416449798,0.13806498804369113,0.5120837102934693,0.011813665217216726,4,4,0.13333333333333333,0,0.0,0.0,24.2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,nonparticipants_only,,,10,0,10,0,0,0,0.1778462487996184,0.1425975812632197,0.7018317074583597,0.020871677271473515,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,step_totals,,,,,,,,,,,,,,,,,,,,,83.99999999999997,20.0,0.23809523809523817,4.000000000000002,0.04761904761904766,0.0,0.0,60.0,0.7142857142857145,0.02022517238505584,0.06666666666666667,0.0,0,4,29,14,40,40,33,60,,,,,,,
2,C,all_agents,,,40,1,12,27,1,0,0.17330355807793138,0.1446852373922934,0.6983225489210678,0.014214026325854789,7,6,0.15,0,0.0,0.0,26.3,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,participants_only,,,30,1,2,27,1,0,0.17154742433390682,0.1446852373922934,0.5316003618817305,0.012172634421239071,7,6,0.2,0,0.0,0.0,23.4,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,nonparticipants_only,,,10,0,10,0,0,0,0.1785719593100051,0.14188459335690362,0.6983225489210678,0.02030119397097912,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,step_totals,,,,,,,,,,,,,,,,,,,,,88.00000000000001,20.0,0.22727272727272724,4.000000000000002,0.04545454545454547,0.0,0.0,60.0,0.6818181818181817,0.019978935099408023,0.05,0.0,0,3,20,12,40,40,32,60,3.400000000000001,0.03863636363636364,0.6000000000000001,0.006818181818181818,17,3,
3,C,all_agents,,,40,3,11,26,3,0,0.18015711886445296,0.14798314465733625,0.6948309361764625,0.014440082750534728,13,10,0.25,0,0.0,0.0,27.6,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,participants_only,,,30,3,1,26,3,0,0.18044723574554627,0.1489680575216639,0.5503363474064613,0.012665257370620088,13,10,0.3333333333333333,0,0.0,0.0,23.466666666666665,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,nonparticipants_only,,,10,0,10,0,0,0,0.1792867682211731,0.1411751703901191,0.6948309361764625,0.01976354887662231,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,step_totals,,,,,,,,,,,,,,,,,,,,,88.4,20.0,0.2262443438914027,4.000000000000002,0.04524886877828056,0.0,0.0,60.0,0.6787330316742081,0.020077848074436244,0.1,0.0,0,6,18,11,40,40,31,60,3.400000000000001,0.03846153846153847,1.0,0.011312217194570135,17,5,
4,C,all_agents,,,40,4,10,26,4,0,0.18582145770640515,0.1607511326767498,0.6913567814955802,0.014310448456149474,19,15,0.375,0,0.0,0.0,29.5,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,participants_only,,,30,4,0,26,4,0,0.1877643143360953,0.164984760458805,0.547584665669429,0.012648940110956278,19,15,0.5,0,0.0,0.0,24.333333333333332,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,nonparticipants_only,,,10,0,10,0,0,0,0.17999288781733475,0.14046929453816848,0.6913567814955802,0.01924967718912669,0,0,0.0,0,0.0,0.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,step_totals,,,,,,,,,,,,,,,,,,,,,87.80000000000003,20.0,0.22779043280182226,4.000000000000002,0.045558086560364475,0.0,0.0,56.0,0.6378132118451023,0.017176431994472528,0.10714285714285714,0.0,0,6,5,31,40,40,38,56,6.000000000000003,0.06833712984054671,1.7999999999999998,0.020501138952164003,30,9,26
