step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_idle,count_make,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
0,B,reachability,0.575,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,all_agents,,,40,0,19,21,0,0,0.17053683874937603,0.15294666894219788,0.5744262151231754,0.014080309699379713,5,4,0.1,0,0.0,0.0,25.75,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,participants_only,,,30,0,9,21,0,0,0.17478925465528825,0.1554396697175433,0.5744262151231754,0.014137021734438145,5,4,0.13333333333333333,0,0.0,0.0,24.333333333333332,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,nonparticipants_only,,,10,0,10,0,0,0,0.15777959103163938,0.1375731147006098,0.5074319283450508,0.013693177101762152,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,step_totals,,,,,,,,,,,,,,,,,,,,,83.49999999999997,4.000000000000002,0.047904191616766505,19.5,0.23353293413173662,0.0,0.0,60.0,0.7185628742514972,0.019094729400025844,0.08333333333333333,0.0,0,5,30,5,40,39,29,60,,,,,,,
2,B,all_agents,,,40,4,13,23,4,0,0.17713820733240748,0.1529671373207493,0.5914491665182484,0.014127209329170392,16,15,0.375,3,1.0,1.0,26.5,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,participants_only,,,30,4,3,23,4,0,0.18330991634947943,0.1586861104482276,0.5914491665182484,0.01428705505168909,16,15,0.5,3,1.0,1.0,23.666666666666668,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,nonparticipants_only,,,10,0,10,0,0,0,0.1586230802811916,0.13688524912710673,0.5048947687033255,0.01319059225531741,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,step_totals,,,,,,,,,,,,,,,,,,,,,86.80000000000001,3.900000000000002,0.04493087557603689,19.5,0.2246543778801843,0.0,0.0,60.0,0.6912442396313363,0.019766530303058204,0.13333333333333333,0.4109589041095892,3,8,25,5,39,39,29,60,2.8000000000000003,0.03225806451612903,0.6000000000000001,0.0069124423963133645,14,3,
3,B,all_agents,,,40,5,10,25,5,0,0.18370083090202696,0.15899249298717,0.6077911998575185,0.01444009126678948,31,23,0.575,12,1.25,1.0833333333333333,27.875,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,participants_only,,,30,5,0,25,5,0,0.19178267437321533,0.163676339592992,0.6077911998575185,0.014752464458353636,31,23,0.7666666666666667,12,1.25,1.0833333333333333,23.833333333333332,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,nonparticipants_only,,,10,0,10,0,0,0,0.15945530048846177,0.13620082288147117,0.5023702948598089,0.012719177365383525,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,step_totals,,,,,,,,,,,,,,,,,,,,,88.39999999999998,3.900000000000002,0.04411764705882357,19.5,0.2205882352941177,0.0,0.0,60.0,0.6787330316742083,0.019295752546457195,0.1,1.0112359550561805,9,6,18,5,39,39,29,60,2.6,0.029411764705882363,2.4,0.027149321266968333,13,12,
4,B,all_agents,,,40,5,10,25,5,0,0.18929391920965205,0.16308520036287044,0.6234795518632178,0.01454733032615346,44,28,0.7,23,1.7826086956521738,1.3043478260869565,29.675,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
