step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_make,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
6,B,nonparticipants_only,,,10,0,10,0,0,0,0.1996323226537534,0.18514266043234384,0.5658850956948044,0.009195494022527279,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,step_totals,,,,,,,,,,,,,,,,,,,,,86.10000000000008,2.500000000000001,0.029036004645760727,20.0,0.23228803716608573,53.0,0.6155632984901271,0.0,0.0,0.01673176235133597,0.03773584905660377,0.6106870229007642,8,2,6,24,25,40,53,40,5.400000000000002,0.06271777003484318,5.200000000000002,0.060394889663182315,27,26,30
7,B,all_agents,,,40,4,10,26,4,0,0.19530765424816937,0.16856009285297924,0.6291950047427359,0.01095121846791427,60,29,0.725,35,2.7714285714285714,1.1714285714285715,32.3,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,participants_only,,,30,4,0,26,4,0,0.1936756786264793,0.16294901177408383,0.6291950047427359,0.011639429912888626,60,29,0.9666666666666667,35,2.7714285714285714,1.1714285714285715,26.4,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,nonparticipants_only,,,10,0,10,0,0,0,0.2002035811132395,0.1842169471301821,0.5630556702163304,0.008854623999833718,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,step_totals,,,,,,,,,,,,,,,,,,,,,89.30000000000008,1.3,0.014557670772676359,20.0,0.22396416573348243,56.0,0.6270996640537508,0.0,0.0,0.015299168519461857,0.03571428571428571,0.3759398496240606,5,2,5,25,13,40,56,38,6.400000000000003,0.07166853303471442,5.600000000000002,0.06270996640537511,32,28,40
8,B,all_agents,,,40,4,10,26,4,0,0.20084650656628592,0.17730786978473653,0.6440272045530265,0.010957567456905183,65,29,0.725,36,2.888888888888889,1.1944444444444444,32.625,230,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,participants_only,,,30,4,0,26,4,0,0.20087299413482287,0.1739423217119505,0.6440272045530265,0.011765170207963692,65,29,0.9666666666666667,36,2.888888888888889,1.1944444444444444,26.833333333333332,230,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,nonparticipants_only,,,10,0,10,0,0,0,0.200767043860675,0.1832958623945312,0.5602403918652488,0.008534750784634216,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,step_totals,,,,,,,,,,,,,,,,,,,,,90.20000000000009,0.4,0.004434589800443455,20.0,0.22172949002217274,58.0,0.6430155210643009,0.0,0.0,0.01639662876163839,0.06896551724137931,0.08196721311475418,1,4,9,28,4,40,58,40,6.000000000000003,0.06651884700665185,5.8000000000000025,0.06430155210643013,30,29,34
