step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_make,time_share_make,time_practice,time_share_practice,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_make,count_practice,count_idle,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
9,C,all_agents,,,40,15,10,15,15,0,0.20969471658921687,0.17019656256253934,0.667584463665796,0.014550295257652522,41,23,0.575,0,0.0,0.0,33.125,272,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,participants_only,,,30,15,0,15,15,0,0.22227248403618222,0.1863131832239401,0.667584463665796,0.015893139302821352,41,23,0.7666666666666667,0,0.0,0.0,27.5,272,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,nonparticipants_only,,,10,0,10,0,0,0,0.17196141424832098,0.1439996624340356,0.49538402845147855,0.008623360314746755,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,step_totals,,,,,,,,,,,,,,,,,,,,,88.80000000000008,0.2,0.0022522522522522505,58.0,0.6531531531531526,20.0,0.225225225225225,0.0,0.0,0.01597672170284451,0.05172413793103448,0.0,0,3,13,23,2,58,40,39,4.600000000000001,0.05180180180180177,6.000000000000003,0.06756756756756753,23,30,36
10,C,all_agents,,,40,15,10,15,15,0,0.2150772516686292,0.17603869368594216,0.6808810851191642,0.015181206072155354,46,24,0.6,0,0.0,0.0,32.75,307,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,participants_only,,,30,15,0,15,15,0,0.22920748616985706,0.19048010457675718,0.6808810851191642,0.016670904424644535,46,24,0.8,0,0.0,0.0,27.0,307,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,nonparticipants_only,,,10,0,10,0,0,0,0.17268654816494572,0.14327966412186544,0.49290710830922113,0.00831614868997154,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,step_totals,,,,,,,,,,,,,,,,,,,,,87.6000000000001,,,57.0,0.6506849315068486,20.0,0.2283105022831048,0.0,0.0,0.016407487708843697,0.08771929824561403,0.0,0,5,12,29,,57,40,37,4.600000000000001,0.05251141552511412,6.000000000000003,0.06849315068493146,23,30,30
10,C,reachability,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,all_agents,,,40,17,10,13,17,0,0.21997095053848145,0.17550742794790403,0.6774766796935684,0.01582151645384107,51,25,0.625,0,0.0,0.0,32.375,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,participants_only,,,30,17,0,13,17,0,0.23549322855083357,0.19160283520323657,0.6774766796935684,0.017456528916869055,51,25,0.8333333333333334,0,0.0,0.0,26.5,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,nonparticipants_only,,,10,0,10,0,0,0,0.1734041165014252,0.1425632658012561,0.490442572767675,0.008025185688444124,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,step_totals,,,,,,,,,,,,,,,,,,,,,89.90000000000009,0.1,0.0011123470522803104,59.0,0.6562847608453831,20.0,0.22246941045606206,0.0,0.0,0.014692061462551916,0.0847457627118644,0.0,0,5,12,24,1,59,40,39,4.800000000000002,0.05339265850945491,6.000000000000003,0.06674082313681864,24,30,37
12,C,all_agents,,,40,18,10,12,18,0,0.22505040095605974,0.18078662395364747,0.6903776125058256,0.01659374014315819,54,25,0.625,0,0.0,0.0,32.175,373,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,participants_only,,,30,18,0,12,18,0,0.24202908424840497,0.19581232995139075,0.6903776125058256,0.018388752241054244,54,25,0.8333333333333334,0,0.0,0.0,26.233333333333334,373,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,nonparticipants_only,,,10,0,10,0,0,0,0.1741143510790241,0.14399199664681392,0.4879903599038366,0.007749395613368869,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,step_totals,,,,,,,,,,,,,,,,,,,,,84.30000000000008,0.1,0.0011862396204033205,53.0,0.6287069988137598,20.0,0.23724792408066406,0.0,0.0,0.016290164585971423,0.05660377358490566,0.0,0,3,9,39,1,53,40,37,4.800000000000002,0.05693950177935939,6.400000000000003,0.07591933570581254,24,32,36
13,C,all_agents,,,40,19,10,11,19,0,0.23015955658884663,0.18130711388993984,0.6869257244432965,0.017260098982129643,63,28,0.7,0,0.0,0.0,31.775,407,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,C,participants_only,,,30,19,0,11,19,0,0.24860663408693526,0.19930327837959527,0.6869257244432965,0.019157412399833026,63,28,0.9333333333333333,0,0.0,0.0,25.7,407,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,C,nonparticipants_only,,,10,0,10,0,0,0,0.17481832409458073,0.1466602281819651,0.48555040810431743,0.007484622710373645,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,C,step_totals,,,,,,,,,,,,,,,,,,,,,90.40000000000009,,,59.0,0.6526548672566365,20.0,0.22123893805309713,0.0,0.0,0.01522289174165807,0.15254237288135594,0.0,0,9,11,25,,59,40,39,5.000000000000002,0.0553097345132743,6.400000000000003,0.07079646017699111,25,32,40
14,C,all_agents,,,40,19,10,11,19,0,0.23484386007763972,0.18209117481145273,0.6994486954655647,0.01805642581526511,71,28,0.7,0,0.0,0.0,31.725,441,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C,participants_only,,,30,19,0,11,19,0,0.2546199685606872,0.19875292404834088,0.6994486954655647,0.020099924023442114,71,28,0.9333333333333333,0,0.0,0.0,25.633333333333333,441,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C,nonparticipants_only,,,10,0,10,0,0,0,0.17551553462849723,0.14946249620029295,0.48312265606379584,0.007232797589934936,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C,step_totals,,,,,,,,,,,,,,,,,,,,,84.10000000000008,,,53.0,0.6302021403091552,19.5,0.23186682520808538,0.0,0.0,0.015232812738147547,0.1509433962264151,0.0,0,8,9,39,,53,39,36,5.400000000000002,0.06420927467300828,6.200000000000003,0.07372175980975026,27,31,34
15,C,all_agents,,,40,21,10,9,21,0,0.23930690950221079,0.18569107362415457,0.6959514519882368,0.018910153608776133,79,28,0.7,0,0.0,0.0,31.6,473,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,C,participants_only,,,30,21,0,9,21,0,0.260340386024769,0.19993962261359233,0.6959514519882368,0.02111327028009493,79,28,0.9333333333333333,0,0.0,0.0,25.466666666666665,473,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,C,nonparticipants_only,,,10,0,10,0,0,0,0.17620647993453611,0.15165510285217362,0.48070704278347687,0.006991917979319642,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
