step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_practice,time_share_practice,time_observe,time_share_observe,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_missing_asset,reject_time_budget_exceeded,count_practice,count_observe,count_idle,count_make,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
0,B,reachability,0.825,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,all_agents,,,40,0,22,18,0,0,0.16173754682002892,0.14550260812443627,0.5866256306861962,0.010404199078216488,1,1,0.025,0,0.0,0.0,25.925,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,participants_only,,,30,0,12,18,0,0,0.16019107343090547,0.14057546728271209,0.5866256306861962,0.010849599305829379,1,1,0.03333333333333333,0,0.0,0.0,24.566666666666666,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,nonparticipants_only,,,10,0,10,0,0,0,0.16637696698739926,0.15192027374758837,0.3909319147402761,0.00903929943605861,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,step_totals,,,,,,,,,,,,,,,,,,,,,83.99999999999999,20.0,0.23809523809523814,4.000000000000002,0.04761904761904765,0.0,0.0,60.0,0.7142857142857144,0.01732848489950364,0.016666666666666666,0.0,0,1,21,30,40,40,33,60,,,,,,,
2,B,all_agents,,,40,2,15,23,2,0,0.16770008030872616,0.15147840879940566,0.6031606054587484,0.01042752031715107,5,5,0.125,1,1.0,1.0,26.85,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,participants_only,,,30,2,5,23,2,0,0.16788149352872092,0.1493159889497679,0.6031606054587484,0.011022923279745555,5,5,0.16666666666666666,1,1.0,1.0,24.133333333333333,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,nonparticipants_only,,,10,0,10,0,0,0,0.16715584064874187,0.15320371492181212,0.3889772551665747,0.008640916500290946,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,step_totals,,,,,,,,,,,,,,,,,,,,,87.80000000000001,20.0,0.2277904328018223,4.000000000000002,0.04555808656036448,0.0,0.0,60.0,0.6833712984054668,0.01773580113926154,0.05,0.12820512820512828,1,3,21,21,40,40,33,60,3.600000000000001,0.041002277904328026,0.2,0.002277904328018223,18,1,
3,B,all_agents,,,40,4,13,23,4,0,0.17403687899921386,0.15564388848959934,0.6190341812403984,0.010613221460871626,15,12,0.3,6,1.5,1.0,28.2,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,participants_only,,,30,4,3,23,4,0,0.17607466581641615,0.15778357771947682,0.6190341812403984,0.011376585586215288,15,12,0.4,6,1.5,1.0,24.266666666666666,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,nonparticipants_only,,,10,0,10,0,0,0,0.16792351854760695,0.15506553740263393,0.38703236889074183,0.008273298183492279,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,step_totals,,,,,,,,,,,,,,,,,,,,,88.8,20.0,0.22522522522522523,3.800000000000002,0.04279279279279282,0.0,0.0,60.0,0.6756756756756757,0.018541584409509836,0.08333333333333333,0.5681818181818185,5,5,20,15,40,38,33,60,4.400000000000001,0.049549549549549564,0.6000000000000001,0.006756756756756758,22,3,
4,B,all_agents,,,40,5,10,25,5,0,0.17935534843799586,0.15931938338935073,0.6159390103341964,0.010628231233542063,25,16,0.4,14,1.8571428571428572,1.3571428571428572,29.725,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,participants_only,,,30,5,0,25,5,0,0.18291324043081544,0.1597050219300205,0.6159390103341964,0.01147709416292539,25,16,0.5333333333333333,14,1.8571428571428572,1.3571428571428572,24.633333333333333,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,nonparticipants_only,,,10,0,10,0,0,0,0.16868167245953714,0.15692017798846966,0.38509720704628814,0.007929739300201247,0,0,0.0,0,0.0,0.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,step_totals,,,,,,,,,,,,,,,,,,,,,88.20000000000002,20.0,0.22675736961451243,4.000000000000002,0.04535147392290251,0.0,0.0,57.0,0.6462585034013604,0.01604746557640009,0.03508771929824561,0.714285714285715,8,2,28,9,40,40,37,57,5.400000000000002,0.06122448979591838,1.7999999999999998,0.020408163265306117,27,9,18
5,B,all_agents,,,40,5,10,25,5,0,0.18433208091268108,0.16373431468740224,0.6128593152825255,0.010609650932235455,39,25,0.625,26,2.5,1.7307692307692308,31.725,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,participants_only,,,30,5,0,25,5,0,0.1892992713190303,0.16808500703988039,0.6128593152825255,0.011511074712724202,39,25,0.8333333333333334,26,2.5,1.7307692307692308,25.633333333333333,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
