step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_practice,time_share_practice,time_observe,time_share_observe,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_practice,count_observe,count_make,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
0,B,reachability,0.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,all_agents,,,40,0,18,22,0,0,0.16339611922692113,0.13492574603709384,0.6808536421606997,0.013268727981024856,5,4,0.1,0,0.0,0.0,26.225,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,participants_only,,,30,0,8,22,0,0,0.1621298180055855,0.12445322862384564,0.6808536421606997,0.013596430687448178,5,4,0.13333333333333333,0,0.0,0.0,24.966666666666665,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,nonparticipants_only,,,10,0,10,0,0,0,0.1671950228909279,0.1560341173753483,0.520165958722787,0.01226637763635702,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,step_totals,,,,,,,,,,,,,,,,,,,,,83.49999999999997,19.5,0.23353293413173662,4.000000000000002,0.047904191616766505,60.0,0.7185628742514972,0.0,0.0,0.01869616400109852,0.08333333333333333,0.0,0,5,30,23,39,40,60,29,,,,,,,
2,B,all_agents,,,40,3,15,22,3,0,0.16917406864439907,0.13709210213473627,0.6774493739498961,0.013311119135690443,13,10,0.25,3,1.0,1.0,27.45,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,participants_only,,,30,3,5,22,3,0,0.1695718983780943,0.1269478210236463,0.6774493739498961,0.013817977962652328,13,10,0.3333333333333333,3,1.0,1.0,24.933333333333334,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,nonparticipants_only,,,10,0,10,0,0,0,0.16798057944331338,0.15525394678847154,0.5175651289291731,0.011788643432840643,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,step_totals,,,,,,,,,,,,,,,,,,,,,88.80000000000001,20.0,0.2252252252252252,4.000000000000002,0.04504504504504506,60.0,0.6756756756756755,0.0,0.0,0.01707712686994163,0.08333333333333333,0.3409090909090911,3,5,18,21,40,40,60,29,4.200000000000001,0.0472972972972973,0.6000000000000001,0.006756756756756757,21,3,
3,B,all_agents,,,40,5,11,24,5,0,0.17564541819348103,0.14183378912238687,0.6740621270801467,0.01343410296567801,30,23,0.575,13,1.3846153846153846,1.0,29.1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,participants_only,,,30,5,1,24,5,0,0.1779416112028499,0.1408202584973161,0.6740621270801467,0.014112663627787146,30,23,0.7666666666666667,13,1.3846153846153846,1.0,25.466666666666665,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,nonparticipants_only,,,10,0,10,0,0,0,0.16875683916537448,0.1544776770545292,0.5149773032845272,0.011335150951315305,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,step_totals,,,,,,,,,,,,,,,,,,,,,88.60000000000002,20.0,0.22573363431151236,3.800000000000002,0.04288939051918737,59.0,0.6659142212189615,0.0,0.0,0.018990194661542215,0.11864406779661017,1.0416666666666672,10,7,16,21,40,38,59,28,4.000000000000001,0.045146726862302484,1.7999999999999998,0.02031602708803611,20,9,
4,B,all_agents,,,40,6,10,24,6,0,0.18029543058062342,0.14276467937249604,0.670691816444746,0.013600497664000736,43,26,0.65,23,1.4782608695652173,1.173913043478261,31.225,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,participants_only,,,30,6,0,24,6,0,0.18388589573326627,0.14114156016528295,0.670691816444746,0.014447471261850895,43,26,0.8666666666666667,23,1.4782608695652173,1.173913043478261,26.633333333333333,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,nonparticipants_only,,,10,0,10,0,0,0,0.1695240351226949,0.15370528866925653,0.5124024167681045,0.010904879590302148,0,0,0.0,0,0.0,0.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,step_totals,,,,,,,,,,,,,,,,,,,,,83.70000000000005,20.0,0.2389486260454001,3.900000000000002,0.04659498207885305,51.0,0.6093189964157703,0.0,0.0,0.014981442998796505,0.058823529411764705,0.7874015748031507,10,3,9,27,40,39,51,35,4.400000000000001,0.05256869772998804,4.400000000000001,0.05256869772998804,22,22,15
5,B,all_agents,,,40,6,10,24,6,0,0.18531869721430178,0.14904077585077977,0.6673383573625222,0.01372308445107266,55,30,0.75,34,1.9705882352941178,1.3235294117647058,33.575,146,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,participants_only,,,30,6,0,24,6,0,0.1903306250965262,0.14857200071626467,0.6673383573625222,0.014698744621276924,55,30,1.0,34,1.9705882352941178,1.3235294117647058,28.1,146,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,nonparticipants_only,,,10,0,10,0,0,0,0.17028291356762837,0.15293676222591027,0.509840404684264,0.010494670887300443,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,step_totals,,,,,,,,,,,,,,,,,,,,,83.30000000000007,20.0,0.24009603841536595,3.5000000000000018,0.042016806722689065,50.0,0.6002400960384149,0.0,0.0,0.01616144867648062,0.02,0.8270676691729335,11,1,7,25,40,35,50,35,4.800000000000002,0.05762304921968785,5.000000000000002,0.06002400960384151,24,25,20
6,B,all_agents,,,40,8,10,22,8,0,0.18987303310442438,0.1533318676844576,0.6640016655757096,0.01386997701152058,67,30,0.75,41,2.1707317073170733,1.3414634146341464,33.85,171,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,participants_only,,,30,8,0,22,8,0,0.19615288776098186,0.15515968123663154,0.6640016655757096,0.014967497519112402,67,30,1.0,41,2.1707317073170733,1.3414634146341464,28.466666666666665,171,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,nonparticipants_only,,,10,0,10,0,0,0,0.1710334691347519,0.1521720784147807,0.5072912026608426,0.010104176594655269,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,step_totals,,,,,,,,,,,,,,,,,,,,,80.80000000000007,20.0,0.24752475247524733,3.2000000000000015,0.03960396039603959,46.0,0.5693069306930688,0.0,0.0,0.015424239099566396,0.10869565217391304,0.47297297297297375,7,5,3,32,40,32,46,39,6.000000000000003,0.07425742574257423,5.600000000000002,0.06930693069306927,30,28,28
7,B,all_agents,,,40,9,10,21,9,0,0.19570571581597587,0.16577306085996177,0.660681657247831,0.014161369955082216,74,30,0.75,43,2.3255813953488373,1.372093023255814,33.55,205,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,participants_only,,,30,9,0,21,9,0,0.20368264411040043,0.16922747831292884,0.660681657247831,0.015381736831956119,74,30,1.0,43,2.3255813953488373,1.372093023255814,28.066666666666666,205,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,nonparticipants_only,,,10,0,10,0,0,0,0.1717749309327021,0.1514112180227068,0.5047547466475384,0.009736692704287807,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,step_totals,,,,,,,,,,,,,,,,,,,,,91.70000000000009,19.5,0.21264994547437274,0.4,0.004362050163576877,60.0,0.6543075245365315,0.0,0.0,0.016762783012701527,0.08333333333333333,0.16393442622950835,2,5,7,31,39,4,60,38,6.000000000000003,0.06543075245365318,5.8000000000000025,0.06324972737186474,30,29,22
8,B,all_agents,,,40,10,10,20,10,0,0.20103107845214668,0.17163805196564658,0.6573782489615918,0.014445683993348135,85,30,0.75,46,2.5434782608695654,1.4130434782608696,33.55,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,participants_only,,,30,10,0,20,10,0,0.21053859186597149,0.1749132965550317,0.6573782489615918,0.01577037405747213,85,30,1.0,46,2.5434782608695654,1.4130434782608696,28.066666666666666,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,nonparticipants_only,,,10,0,10,0,0,0,0.17250853821067233,0.1506541619325933,0.5022309729143007,0.009386900065207444,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,step_totals,,,,,,,,,,,,,,,,,,,,,86.3000000000001,19.5,0.2259559675550403,0.4,0.004634994206257237,54.0,0.625724217844727,0.0,0.0,0.016525843175207687,0.14814814814814814,0.23437500000000025,3,8,6,41,39,4,54,39,6.600000000000003,0.07647740440324445,5.8000000000000025,0.06720741599072996,33,29,29
9,B,all_agents,,,40,12,10,18,12,0,0.20635223363251284,0.17633701809862035,0.6540913577167838,0.01494256773240661,97,30,0.75,52,3.0576923076923075,1.4423076923076923,33.25,270,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,B,participants_only,,,30,12,0,18,12,0,0.21739138009822498,0.1831641635894814,0.6540913577167838,0.01641834818576336,97,30,1.0,52,3.0576923076923075,1.4423076923076923,27.666666666666668,270,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,B,nonparticipants_only,,,10,0,10,0,0,0,0.17323479423537644,0.1499008911229303,0.49971981804972926,0.00905287331603902,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,B,step_totals,,,,,,,,,,,,,,,,,,,,,88.2000000000001,19.0,0.2154195011337866,0.2,0.002267573696145122,57.0,0.6462585034013598,0.0,0.0,0.016084045410493863,0.10526315789473684,0.491803278688525,6,6,9,31,38,2,57,37,6.200000000000003,0.07029478458049881,5.8000000000000025,0.06575963718820857,31,29,29
10,B,all_agents,,,40,13,10,17,13,0,0.21089182360641825,0.18305488110398327,0.6581419208553242,0.01550132882998442,100,30,0.75,52,3.0576923076923075,1.4423076923076923,33.0,298,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,participants_only,,,30,13,0,17,13,0,0.22320487486844592,0.19133252195358658,0.6581419208553242,0.017149144523408114,100,30,1.0,52,3.0576923076923075,1.4423076923076923,27.333333333333332,298,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,nonparticipants_only,,,10,0,10,0,0,0,0.17395266982033536,0.14915138666731564,0.4972212189594806,0.008738546973137489,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,step_totals,,,,,,,,,,,,,,,,,,,,,83.70000000000009,19.5,0.232974910394265,0.2,0.002389486260454,52.0,0.62126642771804,0.0,0.0,0.014797793093056729,0.057692307692307696,0.0,0,3,9,45,39,2,52,34,6.200000000000003,0.07407407407407403,5.8000000000000025,0.06929510155316602,31,29,26
10,B,reachability,0.425,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
