step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_practice,time_share_practice,time_observe,time_share_observe,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_missing_asset,reject_time_budget_exceeded,count_practice,count_observe,count_idle,count_make,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
0,A,reachability,0.625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,all_agents,,,40,0,13,27,0,0,0.1606824664264466,0.13585592769496932,0.5482265069495424,0.012242120588563242,4,4,0.1,0,0.0,0.0,26.1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,participants_only,,,30,0,3,27,0,0,0.1548482873218716,0.13220260534072875,0.5482265069495424,0.011310805110462117,4,4,0.13333333333333333,0,0.0,0.0,24.8,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,nonparticipants_only,,,10,0,10,0,0,0,0.17818500374017143,0.15776468430117052,0.5464118082779367,0.014627615272975505,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,step_totals,,,,,,,,,,,,,,,,,,,,,83.99999999999997,20.0,0.23809523809523817,4.000000000000002,0.04761904761904766,0.0,0.0,60.0,0.7142857142857145,0.020851648866701353,0.06666666666666667,0.0,0,4,26,30,40,40,33,60,,,,,,,
2,A,all_agents,,,40,2,11,27,2,0,0.16621800989198848,0.137202347966648,0.5662974466715608,0.012064340377171875,8,8,0.2,3,1.0,1.0,27.2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,participants_only,,,30,2,1,27,2,0,0.16198780012276304,0.13517664805649449,0.5662974466715608,0.011306876176863183,8,8,0.26666666666666666,3,1.0,1.0,24.6,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,nonparticipants_only,,,10,0,10,0,0,0,0.1789086391996649,0.1569758608796647,0.5436797492365469,0.014121996881798144,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,step_totals,,,,,,,,,,,,,,,,,,,,,88.0,20.0,0.22727272727272727,3.800000000000002,0.0431818181818182,0.0,0.0,60.0,0.6818181818181818,0.016618064869878123,0.016666666666666666,0.3750000000000001,3,1,25,20,40,38,33,60,3.600000000000001,0.04090909090909092,0.6000000000000001,0.00681818181818182,18,3,
3,A,all_agents,,,40,5,10,25,5,0,0.17269687520849708,0.14899448842943597,0.5836455488046983,0.012007994686843515,18,17,0.425,8,1.625,1.25,28.725,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,participants_only,,,30,5,0,25,5,0,0.1703885613047996,0.14731389339759488,0.5836455488046983,0.011440427526946996,18,17,0.5666666666666667,8,1.625,1.25,24.966666666666665,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,nonparticipants_only,,,10,0,10,0,0,0,0.17962181691958953,0.15619098157526634,0.5409613504903642,0.01364675640959704,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,step_totals,,,,,,,,,,,,,,,,,,,,,88.0,20.0,0.22727272727272727,3.800000000000002,0.0431818181818182,0.0,0.0,60.0,0.6818181818181818,0.01916259038331251,0.08333333333333333,0.6250000000000001,5,5,23,21,40,38,32,60,3.0000000000000004,0.034090909090909095,1.2,0.013636363636363636,15,6,
4,A,all_agents,,,40,5,10,25,5,0,0.1779409953215962,0.15139727097737468,0.6002997268525104,0.012001740919062255,35,26,0.65,19,2.1052631578947367,1.3157894736842106,30.275,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,participants_only,,,30,5,0,25,5,0,0.1771462758032308,0.15081132223706584,0.6002997268525104,0.011600079288081716,35,26,0.8666666666666667,19,2.1052631578947367,1.3157894736842106,25.366666666666667,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,nonparticipants_only,,,10,0,10,0,0,0,0.18032515387669246,0.15541002666739,0.5382565437379124,0.013199146862649423,0,0,0.0,0,0.0,0.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,step_totals,,,,,,,,,,,,,,,,,,,,,89.80000000000001,20.0,0.22271714922048996,4.000000000000002,0.04454342984409801,0.0,0.0,58.0,0.6458797327394209,0.015549604155233926,0.10344827586206896,0.9322033898305095,11,6,29,4,40,40,37,58,4.600000000000001,0.0512249443207127,3.2000000000000006,0.0356347438752784,23,16,17
5,A,all_agents,,,40,5,10,25,5,0,0.18239815867151027,0.15399703436275136,0.5972982282182479,0.01186383732937809,46,29,0.725,29,2.6551724137931036,1.5517241379310345,32.675,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,participants_only,,,30,5,0,25,5,0,0.18285789661709445,0.15397664367612698,0.5972982282182479,0.011558362925042498,46,29,0.9666666666666667,29,2.6551724137931036,1.5517241379310345,26.9,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,nonparticipants_only,,,10,0,10,0,0,0,0.18101894483475772,0.15463297653405306,0.5355652610192229,0.012777724234641541,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,step_totals,,,,,,,,,,,,,,,,,,,,,82.70000000000005,20.0,0.24183796856106396,3.5000000000000018,0.04232164449818621,0.0,0.0,49.0,0.5925030229746067,0.014743654094056457,0.02040816326530612,0.7299270072992711,10,1,21,4,40,35,36,49,5.400000000000002,0.0652962515114873,4.800000000000002,0.05804111245465537,27,24,26
6,A,all_agents,,,40,6,10,24,6,0,0.18659075093731245,0.15511361883924707,0.5943117370771566,0.011629282545545018,56,30,0.75,38,2.8421052631578947,1.5789473684210527,33.225,159,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,A,participants_only,,,30,6,0,24,6,0,0.18821968220229202,0.15604704554818766,0.5943117370771566,0.011368656615569288,56,30,1.0,38,2.8421052631578947,1.5789473684210527,27.633333333333333,159,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,A,nonparticipants_only,,,10,0,10,0,0,0,0.18170395714237367,0.154158760078694,0.5328874347141267,0.012379319330679876,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,A,step_totals,,,,,,,,,,,,,,,,,,,,,79.00000000000006,20.0,0.2531645569620251,3.600000000000002,0.04556962025316455,0.0,0.0,44.0,0.5569620253164553,0.014742404689317113,0.022727272727272728,0.600000000000001,9,1,30,1,40,36,39,44,5.600000000000002,0.07088607594936706,5.8000000000000025,0.07341772151898732,28,29,31
7,A,all_agents,,,40,7,10,23,7,0,0.19208359489610463,0.1570978554395146,0.5913401783917708,0.011629075014416982,65,30,0.75,40,2.95,1.625,33.225,188,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,participants_only,,,30,7,0,23,7,0,0.1953173966842362,0.1570978554395146,0.5913401783917708,0.01146499263279664,65,30,1.0,40,2.95,1.625,27.633333333333333,188,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,nonparticipants_only,,,10,0,10,0,0,0,0.18238218953170993,0.15745919432208255,0.530222997540556,0.011995832471218935,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,step_totals,,,,,,,,,,,,,,,,,,,,,89.40000000000009,20.0,0.22371364653243825,0.6,0.006711409395973147,0.0,0.0,57.0,0.637583892617449,0.016434300632852995,0.12280701754385964,0.16129032258064535,2,7,25,9,40,6,36,57,5.8000000000000025,0.06487695749440713,6.000000000000003,0.0671140939597315,29,30,27
8,A,all_agents,,,40,7,10,23,7,0,0.19700186432887118,0.16132981868054935,0.5883834774998119,0.011593207879266248,73,30,0.75,44,3.2045454545454546,1.6136363636363635,33.4,213,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,A,participants_only,,,30,7,0,23,7,0,0.20165107911203684,0.16144657139614624,0.5883834774998119,0.011496153106408032,73,30,1.0,44,3.2045454545454546,1.6136363636363635,27.866666666666667,213,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,A,nonparticipants_only,,,10,0,10,0,0,0,0.1830542199793741,0.15721382372354015,0.5275718825528533,0.011624989820640818,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,A,step_totals,,,,,,,,,,,,,,,,,,,,,86.0000000000001,20.0,0.23255813953488344,0.4,0.004651162790697669,0.0,0.0,53.0,0.6162790697674412,0.015529615177970463,0.07547169811320754,0.30769230769230804,4,4,43,5,40,4,39,53,6.600000000000003,0.07674418604651158,6.000000000000003,0.06976744186046506,33,30,33
9,A,all_agents,,,40,9,10,21,9,0,0.20239034616663348,0.1649930375641041,0.5854415601123129,0.011721047993441496,80,30,0.75,45,3.2666666666666666,1.6222222222222222,33.15,242,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,A,participants_only,,,30,9,0,21,9,0,0.20861380072616878,0.16887628994969134,0.5854415601123129,0.011717376226640727,80,30,1.0,45,3.2666666666666666,1.6222222222222222,27.533333333333335,242,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,A,nonparticipants_only,,,10,0,10,0,0,0,0.18371998248802754,0.15679767008612422,0.524934023140089,0.011267286653988594,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,A,step_totals,,,,,,,,,,,,,,,,,,,,,91.7000000000001,19.5,0.21264994547437271,,,0.0,0.0,60.0,0.6543075245365314,0.01573632372482336,0.1,0.08196721311475418,1,6,26,9,39,,35,60,6.200000000000003,0.06761177753544162,6.000000000000003,0.06543075245365318,31,30,30
10,A,all_agents,,,40,10,10,20,10,0,0.2078379429392722,0.17035568205135898,0.5825143523117513,0.011963264709726189,86,30,0.75,45,3.2666666666666666,1.6222222222222222,33.025,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,participants_only,,,30,10,0,20,10,0,0.21565736199972424,0.17789113140577928,0.5825143523117513,0.01206591669594856,86,30,1.0,45,3.2666666666666666,1.6222222222222222,27.366666666666667,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,nonparticipants_only,,,10,0,10,0,0,0,0.18437968575791613,0.15681714532757346,0.5223093530243885,0.010921588977743549,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,step_totals,,,,,,,,,,,,,,,,,,,,,85.8000000000001,19.5,0.22727272727272702,0.1,0.0011655011655011642,0.0,0.0,54.0,0.6293706293706287,0.017050814929855003,0.1111111111111111,0.0,0,6,44,8,39,1,36,54,6.200000000000003,0.07226107226107222,6.000000000000003,0.06993006993006988,31,30,32
10,A,reachability,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,all_agents,,,40,10,10,20,10,0,0.21289594128029649,0.1756666595894784,0.5796017805501925,0.012212218431012702,90,30,0.75,46,3.369565217391304,1.608695652173913,32.775,303,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,participants_only,,,30,10,0,20,10,0,0.22218341486925663,0.182264903302225,0.5796017805501925,0.01240881569113058,90,30,1.0,46,3.369565217391304,1.608695652173913,27.033333333333335,303,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,nonparticipants_only,,,10,0,10,0,0,0,0.18503352051341607,0.15846522295811155,0.5196978062592665,0.01058734066267148,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,step_totals,,,,,,,,,,,,,,,,,,,,,90.30000000000008,19.5,0.2159468438538204,,,0.0,0.0,59.0,0.6533776301218156,0.015125486164713643,0.05084745762711865,0.08474576271186447,1,3,24,11,39,,34,59,5.8000000000000025,0.06423034330011071,6.000000000000003,0.06644518272425246,29,30,32
12,A,all_agents,,,40,11,10,19,11,0,0.21813881328191,0.17789716058570537,0.5838257130022139,0.01265405476302981,94,30,0.75,46,3.369565217391304,1.608695652173913,32.775,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A,participants_only,,,30,11,0,19,11,0,0.22895799767842034,0.192324335082869,0.5838257130022139,0.012982048212891267,94,30,1.0,46,3.369565217391304,1.608695652173913,27.033333333333335,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A,nonparticipants_only,,,10,0,10,0,0,0,0.18568126009237906,0.15985007633850173,0.5170993172279702,0.010265417401377134,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A,step_totals,,,,,,,,,,,,,,,,,,,,,84.30000000000011,19.5,0.2313167259786474,,,0.0,0.0,53.0,0.6287069988137596,0.01680192985041113,0.07547169811320754,0.0,0,4,45,11,39,,37,53,5.8000000000000025,0.06880189798339259,6.000000000000003,0.07117437722419923,29,30,31
13,A,all_agents,,,40,14,10,16,14,0,0.22341083538374978,0.18341403250823077,0.6004726844821253,0.013203984747586378,99,30,0.75,46,3.369565217391304,1.608695652173913,32.575,371,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,A,participants_only,,,30,14,0,16,14,0,0.23577323261135202,0.19428474812867053,0.6004726844821253,0.013676367790962166,99,30,1.0,46,3.369565217391304,1.608695652173913,26.766666666666666,371,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,A,nonparticipants_only,,,10,0,10,0,0,0,0.18632364370094306,0.16008827327173258,0.5145138206418304,0.009952889234902684,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
