step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_practice,time_share_practice,time_observe,time_share_observe,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_practice,count_observe,count_make,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
0,A,reachability,0.775,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,all_agents,,,40,0,17,23,0,0,0.15927375817194317,0.13926775386100795,0.4629241935927738,0.010408859123466117,4,4,0.1,0,0.0,0.0,25.85,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,participants_only,,,30,0,7,23,0,0,0.1621685576007071,0.14391722978551952,0.4629241935927738,0.010504398321744008,4,4,0.13333333333333333,0,0.0,0.0,24.466666666666665,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,nonparticipants_only,,,10,0,10,0,0,0,0.1505893598856514,0.1248080947789153,0.42249825525007495,0.010021683163839184,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,step_totals,,,,,,,,,,,,,,,,,,,,,83.99999999999999,20.0,0.23809523809523814,4.000000000000002,0.04761904761904765,60.0,0.7142857142857144,0.0,0.0,0.018958448569915468,0.06666666666666667,0.0,0,4,30,14,40,40,60,32,,,,,,,
2,A,all_agents,,,40,3,13,24,3,0,0.16575178614029804,0.14518560087646887,0.4844072258490629,0.010356396031331016,8,7,0.175,0,0.0,0.0,26.7,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,participants_only,,,30,3,3,24,3,0,0.17051414704709658,0.15179968855618797,0.4844072258490629,0.01051930696764586,8,7,0.23333333333333334,0,0.0,0.0,23.933333333333334,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,nonparticipants_only,,,10,0,10,0,0,0,0.15146470341990242,0.12418405430502072,0.4203857639738246,0.009595502245507245,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,step_totals,,,,,,,,,,,,,,,,,,,,,88.0,20.0,0.22727272727272727,4.000000000000002,0.04545454545454548,60.0,0.6818181818181818,0.0,0.0,0.01910701831210553,0.06666666666666667,0.0,0,4,22,13,40,40,60,32,3.400000000000001,0.03863636363636364,0.6000000000000001,0.00681818181818182,17,3,
3,A,all_agents,,,40,5,12,23,5,0,0.17158903513843807,0.1515116906089332,0.5050309368151004,0.010428759801797177,18,14,0.35,6,1.5,1.0,28.075,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,participants_only,,,30,5,2,23,5,0,0.1780091314659666,0.16214059805892964,0.5050309368151004,0.010673845935945836,18,14,0.4666666666666667,6,1.5,1.0,24.1,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,nonparticipants_only,,,10,0,10,0,0,0,0.15232874615585237,0.12356313403349561,0.41828383515395545,0.00919888975709425,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,step_totals,,,,,,,,,,,,,,,,,,,,,88.50000000000001,20.0,0.22598870056497172,3.900000000000002,0.04406779661016951,60.0,0.6779661016949151,0.0,0.0,0.01724719986744784,0.06666666666666667,0.705882352941177,6,4,20,12,40,39,60,32,3.400000000000001,0.0384180790960452,1.2,0.013559322033898303,17,6,
4,A,all_agents,,,40,5,10,25,5,0,0.17748376385739173,0.15831660487731952,0.5248296993424963,0.010718577049901895,32,22,0.55,14,2.0,1.2142857142857142,29.925,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,participants_only,,,30,5,0,25,5,0,0.18558409473082665,0.1647538890083751,0.5248296993424963,0.01108682412301814,32,22,0.7333333333333333,14,2.0,1.2142857142857142,24.9,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,nonparticipants_only,,,10,0,10,0,0,0,0.15318277123708698,0.12294531836332814,0.4161924159781857,0.008826451507443689,0,0,0.0,0,0.0,0.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,step_totals,,,,,,,,,,,,,,,,,,,,,85.40000000000003,20.0,0.2341920374707259,3.800000000000002,0.04449648711943795,54.0,0.6323185011709599,0.0,0.0,0.018143250424111742,0.1111111111111111,0.701754385964913,8,6,9,23,40,38,54,37,5.000000000000002,0.058548009367681494,2.6,0.030444964871194368,25,13,21
5,A,all_agents,,,40,5,10,25,5,0,0.18270729295332075,0.15897448685074134,0.5438365113687965,0.011098097115933396,46,24,0.6,20,2.15,1.4,32.025,156,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,participants_only,,,30,5,0,25,5,0,0.1922673539632275,0.1699780651565564,0.5438365113687965,0.011606280680397846,46,24,0.8,20,2.15,1.4,26.033333333333335,156,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,nonparticipants_only,,,10,0,10,0,0,0,0.1540271099236004,0.12233059177151151,0.41411145389829473,0.008476809224382369,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,step_totals,,,,,,,,,,,,,,,,,,,,,82.80000000000003,20.0,0.2415458937198067,3.600000000000002,0.04347826086956522,50.0,0.6038647342995167,0.0,0.0,0.016785225343172068,0.16,0.4687500000000006,6,8,8,20,40,36,50,38,4.800000000000002,0.057971014492753624,4.400000000000001,0.05314009661835749,24,22,22
6,A,all_agents,,,40,6,10,24,6,0,0.18726311719500058,0.1605928162079248,0.5620830509140446,0.011339695689316809,63,26,0.65,31,2.5161290322580645,1.4516129032258065,32.5,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,A,participants_only,,,30,6,0,24,6,0,0.19806309784247414,0.17301932058660832,0.5620830509140446,0.011938340610702194,63,26,0.8666666666666667,31,2.5161290322580645,1.4516129032258065,26.666666666666668,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,A,nonparticipants_only,,,10,0,10,0,0,0,0.15486317525257984,0.12171893881265394,0.4120408966288033,0.008144085941331012,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,A,step_totals,,,,,,,,,,,,,,,,,,,,,81.80000000000005,19.5,0.2383863080684595,3.1000000000000014,0.03789731051344743,49.0,0.5990220048899751,0.0,0.0,0.015117423633746921,0.12244897959183673,0.8270676691729334,11,6,6,30,39,31,49,39,5.400000000000002,0.06601466992665035,4.800000000000002,0.05867970660146697,27,24,31
7,A,all_agents,,,40,7,10,23,7,0,0.19245269986851632,0.16295859215482345,0.5795997288774829,0.011680587301234061,70,28,0.7,36,2.8333333333333335,1.5,32.7,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,participants_only,,,30,7,0,23,7,0,0.20470684064624392,0.1791774286186309,0.5795997288774829,0.012363118919210004,70,28,0.9333333333333333,36,2.8333333333333335,1.5,26.933333333333334,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,nonparticipants_only,,,10,0,10,0,0,0,0.15569027753533346,0.12117063298149003,0.40998069214565924,0.00783102485290183,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,step_totals,,,,,,,,,,,,,,,,,,,,,89.10000000000008,19.5,0.21885521885521866,0.6,0.006734006734006728,58.0,0.650953984287317,0.0,0.0,0.015505939454218786,0.034482758620689655,0.43103448275862105,5,2,11,24,39,6,58,36,5.8000000000000025,0.06509539842873173,5.200000000000002,0.058361391694725,29,26,28
