step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_idle,count_make,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
26,A,all_agents,,,40,30,10,0,30,0,0.27038379217236813,0.19476352853838763,0.7753341629491078,0.02786196540555577,184,30,0.75,69,4.826086956521739,1.6666666666666667,31.875,855,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,A,participants_only,,,30,30,0,0,30,0,0.3042861496878059,0.2383456259754923,0.7753341629491078,0.030850766840056543,184,30,1.0,69,4.826086956521739,1.6666666666666667,25.833333333333332,855,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,A,nonparticipants_only,,,10,0,10,0,0,0,0.16867671962605485,0.15000921831850536,0.45163628416646917,0.005103122960798742,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,A,step_totals,,,,,,,,,,,,,,,,,,,,,77.50000000000009,,,18.5,0.2387096774193546,0.0,0.0,47.0,0.6064516129032251,0.012875144929492703,0.0851063829787234,0.0,0,4,10,51,,37,36,47,6.000000000000003,0.07741935483870963,6.000000000000003,0.07741935483870963,30,30,38
27,A,all_agents,,,40,30,10,0,30,0,0.27416023025155306,0.19654391915197844,0.7843207964311435,0.029156319575856987,191,30,0.75,69,4.826086956521739,1.6666666666666667,31.675,894,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,A,participants_only,,,30,30,0,0,30,0,0.3090827526813813,0.23742407048476818,0.7843207964311435,0.03235017234450071,191,30,1.0,69,4.826086956521739,1.6666666666666667,25.566666666666666,894,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,A,nonparticipants_only,,,10,0,10,0,0,0,0.16939266296206829,0.15192659366178293,0.44937810274563683,0.004939770395583537,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,A,step_totals,,,,,,,,,,,,,,,,,,,,,83.30000000000008,,,17.5,0.21008403361344516,0.0,0.0,55.0,0.6602641056422562,0.012824834323787471,0.12727272727272726,0.0,0,7,16,29,,35,30,55,6.000000000000003,0.0720288115246098,4.800000000000002,0.05762304921968784,30,24,36
28,A,all_agents,,,40,30,10,0,30,0,0.27764568246572796,0.1982467566595182,0.7929479645738977,0.030410650873995356,202,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,933,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,A,participants_only,,,30,30,0,0,30,0,0.3134930370498402,0.240202154971941,0.7929479645738977,0.03381368378428329,202,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,933,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,A,nonparticipants_only,,,10,0,10,0,0,0,0.17010361871339133,0.15378961972509397,0.44713121223190866,0.004781158174982697,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,A,step_totals,,,,,,,,,,,,,,,,,,,,,77.50000000000009,,,18.5,0.2387096774193546,0.0,0.0,47.0,0.6064516129032251,0.013022528852242544,0.23404255319148937,0.0,0,11,10,51,,37,36,47,6.000000000000003,0.07741935483870963,6.000000000000003,0.07741935483870963,30,30,38
29,A,all_agents,,,40,30,10,0,30,0,0.2814226759821183,0.20227403566511967,0.8012300459909418,0.0316760706345083,214,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,974,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,A,participants_only,,,30,30,0,0,30,0,0.3182937457313833,0.23943908750604156,0.8012300459909418,0.035254267018805664,214,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,974,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,A,nonparticipants_only,,,10,0,10,0,0,0,0.17080946673432307,0.15482366394504088,0.4448955561707491,0.00462777206815418,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,A,step_totals,,,,,,,,,,,,,,,,,,,,,83.30000000000008,,,17.5,0.21008403361344516,0.0,0.0,55.0,0.6602641056422562,0.012852127390909424,0.21818181818181817,0.0,0,12,16,29,,35,30,55,6.000000000000003,0.0720288115246098,4.800000000000002,0.05762304921968784,30,24,36
30,A,all_agents,,,40,30,10,0,30,0,0.2845847999988705,0.20355287423077656,0.8091808441513042,0.032855837660932724,215,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,A,participants_only,,,30,30,0,0,30,0,0.3222762486307114,0.24710106802640824,0.8091808441513042,0.03663229309368402,215,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,A,nonparticipants_only,,,10,0,10,0,0,0,0.17151045410334775,0.156364715973268,0.44267107838989533,0.004478727763078396,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,A,step_totals,,,,,,,,,,,,,,,,,,,,,77.3000000000001,,,18.5,0.23932729624838261,0.0,0.0,47.0,0.608020698576972,0.012086688357426273,0.02127659574468085,0.0,0,1,11,51,,37,35,47,6.000000000000003,0.07761966364812413,5.8000000000000025,0.07503234152652,30,29,37
30,A,reachability,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,A,all_agents,,,40,30,10,0,30,0,0.2880840240678154,0.2031736186287596,0.816813610385252,0.0341067973645429,220,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,A,participants_only,,,30,30,0,0,30,0,0.32670981107230074,0.2485349850722392,0.816813610385252,0.03806329895812975,220,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,A,nonparticipants_only,,,10,0,10,0,0,0,0.1722066630543594,0.1581110474205385,0.44045772299794583,0.004333875523191926,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,A,step_totals,,,,,,,,,,,,,,,,,,,,,81.80000000000007,,,16.0,0.19559902200488982,0.0,0.0,55.0,0.6723716381418088,0.012333540793509231,0.09090909090909091,0.0,0,5,16,29,,32,30,55,6.000000000000003,0.07334963325183372,4.800000000000002,0.058679706601466965,30,24,36
32,A,all_agents,,,40,30,10,0,30,0,0.2911634505293599,0.20473184804579608,0.8241410659698419,0.03528770105462678,227,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,A,participants_only,,,30,30,0,0,30,0,0.3305853755360638,0.24959397482114332,0.8241410659698419,0.03943566392620237,227,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,A,nonparticipants_only,,,10,0,10,0,0,0,0.1728976755092482,0.15990447252272455,0.4382554343829561,0.0041947543850897745,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,A,step_totals,,,,,,,,,,,,,,,,,,,,,77.30000000000008,,,18.5,0.23932729624838267,0.0,0.0,47.0,0.6080206985769722,0.011860423945225048,0.14893617021276595,0.0,0,7,11,51,,37,35,47,6.000000000000003,0.07761966364812414,5.8000000000000025,0.07503234152652001,30,29,37
33,A,all_agents,,,40,30,10,0,30,0,0.29436863054101825,0.20826707586718105,0.8311754233310482,0.03652601460334345,234,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,A,participants_only,,,30,30,0,0,30,0,0.33463015476431196,0.24834600494703757,0.8311754233310482,0.040864290816795344,234,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,A,nonparticipants_only,,,10,0,10,0,0,0,0.17358405787113712,0.1608880223936261,0.4360641572110413,0.0040593019695933565,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,A,step_totals,,,,,,,,,,,,,,,,,,,,,81.10000000000008,,,15.5,0.19112207151664592,0.0,0.0,55.0,0.678175092478421,0.011600965899420008,0.12727272727272726,0.0,0,7,17,28,,31,30,55,6.000000000000003,0.07398273736128233,4.600000000000001,0.056720098643649776,30,23,36
34,A,all_agents,,,40,30,10,0,28,2,0.29747622799945533,0.20904135227100934,0.8379284063978063,0.037724533397706136,235,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,A,participants_only,,,30,30,0,0,28,2,0.3385464670309859,0.24999429964018288,0.8379284063978063,0.04224276242974182,235,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,A,nonparticipants_only,,,10,0,10,0,0,0,0.17426551090486367,0.16164626606611687,0.43388383642498607,0.0039286718923144046,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,A,step_totals,,,,,,,,,,,,,,,,,,,,,77.30000000000008,,,18.5,0.23932729624838267,0.0,0.0,47.0,0.6080206985769722,0.011976992506230688,0.02127659574468085,0.0,0,1,11,51,,37,35,47,6.000000000000003,0.07761966364812414,5.8000000000000025,0.07503234152652001,30,29,37
35,A,all_agents,,,40,30,10,0,27,3,0.3004909977861973,0.21180875181758335,0.8444112701418941,0.03887866662152426,243,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,A,participants_only,,,30,30,0,0,27,3,0.34234065572119743,0.2488515481050067,0.8444112701418941,0.04356497031631814,243,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,A,nonparticipants_only,,,10,0,10,0,0,0,0.1749420239811969,0.164093958071167,0.43171441724286114,0.0038030291058243986,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,A,step_totals,,,,,,,,,,,,,,,,,,,,,81.10000000000008,,,15.5,0.19112207151664592,0.0,0.0,55.0,0.678175092478421,0.011062339617325508,0.14545454545454545,0.0,0,8,17,28,,31,30,55,6.000000000000003,0.07398273736128233,4.600000000000001,0.056720098643649776,30,23,36
36,A,all_agents,,,40,30,10,0,25,5,0.30345413331369797,0.2108121199251905,0.8506348193362183,0.04001935117665269,249,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,A,participants_only,,,30,30,0,0,25,5,0.34606749106692347,0.24979685482281302,0.8506348193362183,0.044868654060217346,249,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,A,nonparticipants_only,,,10,0,10,0,0,0,0.17561406005402155,0.16421505128914837,0.42955584515664685,0.0036806634179061097,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,A,step_totals,,,,,,,,,,,,,,,,,,,,,77.30000000000007,,,18.5,0.23932729624838273,0.0,0.0,47.0,0.6080206985769723,0.011557733491483,0.1276595744680851,0.0,0,6,11,50,,37,34,47,6.000000000000003,0.07761966364812416,5.8000000000000025,0.07503234152652002,30,29,37
37,A,all_agents,,,40,30,10,0,25,5,0.3064999262586233,0.21167186689064135,0.8566094265627696,0.04120580551311111,256,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,1293,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,A,participants_only,,,30,30,0,0,25,5,0.34990597019297254,0.24900921592342795,0.8566094265627696,0.046217737251462256,256,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,1293,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,A,nonparticipants_only,,,10,0,10,0,0,0,0.17628179445557565,0.16603292676657225,0.4274080659308636,0.0035609944976898143,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,A,step_totals,,,,,,,,,,,,,,,,,,,,,80.60000000000008,,,15.0,0.1861042183622827,0.0,0.0,55.0,0.6823821339950366,0.011263589907724322,0.12727272727272726,0.0,0,7,17,27,,30,30,55,6.000000000000003,0.0744416873449131,4.600000000000001,0.05707196029776671,30,23,36
38,A,all_agents,,,40,30,10,0,25,5,0.3089878151815769,0.21482220360432847,0.8623450495002588,0.042260225124602736,260,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,A,participants_only,,,30,30,0,0,25,5,0.35300228134654205,0.2508329231068671,0.8623450495002588,0.04744886759558625,260,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,A,nonparticipants_only,,,10,0,10,0,0,0,0.17694441668668162,0.16621841756327183,0.4252710256012093,0.0034470189302098554,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,A,step_totals,,,,,,,,,,,,,,,,,,,,,76.10000000000008,,,17.5,0.22996057818659635,0.0,0.0,47.0,0.6176084099868587,0.010296337619710053,0.0851063829787234,0.0,0,4,12,50,,35,34,47,6.000000000000003,0.07884362680683307,5.600000000000002,0.07358738501971086,30,28,37
39,A,all_agents,,,40,30,10,0,25,5,0.3120047278174312,0.21773494204472038,0.8678512475202484,0.043438706763074986,267,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,A,participants_only,,,30,30,0,0,25,5,0.35680558778131355,0.2495787584913328,0.8678512475202484,0.04877711537101011,267,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,A,nonparticipants_only,,,10,0,10,0,0,0,0.17760214792578413,0.16729463994100502,0.4231446704732032,0.0033380762972288398,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,A,step_totals,,,,,,,,,,,,,,,,,,,,,80.60000000000008,,,15.0,0.1861042183622827,0.0,0.0,55.0,0.6823821339950366,0.011197665211368984,0.12727272727272726,0.0,0,7,17,28,,30,30,55,6.000000000000003,0.0744416873449131,4.600000000000001,0.05707196029776671,30,23,36
40,A,all_agents,,,40,30,10,0,25,5,0.314427601198061,0.21940348539252208,0.8731371976194385,0.04451111292119058,278,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,1414,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,A,participants_only,,,30,30,0,0,25,5,0.3598182723570428,0.2512194352246731,0.8731371976194385,0.050029580017346705,278,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,1414,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,A,nonparticipants_only,,,10,0,10,0,0,0,0.17825558772111572,0.16913241474914814,0.42102894712083716,0.0032319552935683904,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,A,step_totals,,,,,,,,,,,,,,,,,,,,,74.80000000000008,,,16.0,0.2139037433155078,0.0,0.0,47.0,0.6283422459893041,0.010345088343721954,0.23404255319148937,0.0,0,11,11,50,,32,34,47,6.000000000000003,0.08021390374331545,5.8000000000000025,0.0775401069518716,30,29,37
40,A,reachability,0.225,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,A,all_agents,,,40,30,10,0,25,5,0.31715652689185564,0.22234193449455578,0.878211709714661,0.04561779657162586,282,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,A,participants_only,,,30,30,0,0,25,5,0.36324032165883463,0.24996333804854975,0.878211709714661,0.051286486203546366,282,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,A,nonparticipants_only,,,10,0,10,0,0,0,0.178905142590919,0.169871464217699,0.41892380238523297,0.0031271339943639825,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,A,step_totals,,,,,,,,,,,,,,,,,,,,,80.60000000000008,,,15.0,0.1861042183622827,0.0,0.0,55.0,0.6823821339950366,0.01036121245117299,0.07272727272727272,0.0,0,4,17,27,,30,30,55,6.000000000000003,0.0744416873449131,4.600000000000001,0.05707196029776671,30,23,36
42,A,all_agents,,,40,30,10,0,25,5,0.3194591961658342,0.22296457764023145,0.8830832413260745,0.046612416200898975,293,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,1496,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,A,participants_only,,,30,30,0,0,25,5,0.36609558259237146,0.25230542486083474,0.8830832413260745,0.05244119631559256,293,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,1496,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,A,nonparticipants_only,,,10,0,10,0,0,0,0.1795500368862222,0.17119294195298423,0.4168291833733068,0.0030266453897144436,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,A,step_totals,,,,,,,,,,,,,,,,,,,,,73.40000000000008,,,15.0,0.20435967302452296,0.0,0.0,47.0,0.6403269754768386,0.010206264974802988,0.23404255319148937,0.0,0,11,13,48,,30,33,47,6.000000000000003,0.08174386920980921,5.400000000000002,0.07356948228882829,30,27,36
43,A,all_agents,,,40,30,10,0,25,5,0.3217789527285424,0.22659340554476176,0.8877599116730316,0.047629182624029764,298,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,A,participants_only,,,30,30,0,0,25,5,0.36897511534184646,0.25230583344677737,0.8877599116730316,0.05361906693362543,298,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,A,nonparticipants_only,,,10,0,10,0,0,0,0.18019046488863016,0.17116520935462542,0.4147450374564403,0.002929796510185483,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,A,step_totals,,,,,,,,,,,,,,,,,,,,,80.10000000000007,,,14.5,0.1810237203495629,0.0,0.0,55.0,0.6866416978776524,0.009230622703823733,0.09090909090909091,0.0,0,5,17,26,,29,29,55,6.000000000000003,0.07490636704119848,4.600000000000001,0.05742821473158549,30,23,36
44,A,all_agents,,,40,30,10,0,25,5,0.3239873017165443,0.22704640153708483,0.8922495152061103,0.048646344850801104,304,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,A,participants_only,,,30,30,0,0,25,5,0.3717077970378497,0.25397678803256446,0.8922495152061103,0.05480651439791293,304,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,A,nonparticipants_only,,,10,0,10,0,0,0,0.18082581575262813,0.17079191069309613,0.4126713122691581,0.0028388881249368616,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,A,step_totals,,,,,,,,,,,,,,,,,,,,,73.40000000000009,,,15.0,0.2043596730245229,0.0,0.0,47.0,0.6403269754768385,0.009919737703681144,0.1276595744680851,0.0,0,6,13,47,,30,33,47,6.000000000000003,0.0817438692098092,5.400000000000002,0.07356948228882827,30,27,36
45,A,all_agents,,,40,30,10,0,24,6,0.3265861214845577,0.22821004758905764,0.8965595345978659,0.04970574951681153,310,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,A,participants_only,,,30,30,0,0,24,6,0.37496233783739685,0.25720908046980573,0.8965595345978659,0.05599701116955998,310,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,A,nonparticipants_only,,,10,0,10,0,0,0,0.18145747242604032,0.17194518392507227,0.4106079557078123,0.0027488648551657734,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,A,step_totals,,,,,,,,,,,,,,,,,,,,,80.10000000000007,,,14.5,0.1810237203495629,0.0,0.0,55.0,0.6866416978776524,0.010087609976744178,0.10909090909090909,0.0,0,6,17,26,,29,29,55,6.000000000000003,0.07490636704119848,4.600000000000001,0.05742821473158549,30,23,36
46,A,all_agents,,,40,30,10,0,24,6,0.32872481923294017,0.22838919631120416,0.9006971532139513,0.05065336576758972,319,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,A,participants_only,,,30,30,0,0,24,6,0.377604699627501,0.2559230350674567,0.9006971532139513,0.057093938951927305,319,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,1660,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,A,nonparticipants_only,,,10,0,10,0,0,0,0.18208517804925767,0.17342125663586702,0.40855491592927323,0.002660733725938092,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,A,step_totals,,,,,,,,,,,,,,,,,,,,,72.90000000000008,,,14.5,0.1989026063100135,0.0,0.0,47.0,0.6447187928669403,0.009805437388202222,0.19148936170212766,0.0,0,9,13,47,,29,33,47,6.000000000000003,0.08230452674897114,5.400000000000002,0.07407407407407403,30,27,36
47,A,all_agents,,,40,30,10,0,24,6,0.3311530627087927,0.22980280080947973,0.9046692670853932,0.051697315121929786,326,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,A,participants_only,,,30,30,0,0,24,6,0.380634696003107,0.2601059912464604,0.9046692670853932,0.05827688378815259,326,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,1704,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,A,nonparticipants_only,,,10,0,10,0,0,0,0.18270816282584973,0.17485415665807047,0.4065121413496269,0.002577424721585429,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,A,step_totals,,,,,,,,,,,,,,,,,,,,,79.40000000000008,,,14.0,0.17632241813601998,0.0,0.0,55.0,0.6926952141057928,0.009694450487774066,0.12727272727272726,0.0,0,7,18,26,,28,29,55,6.000000000000003,0.07556675062972289,4.400000000000001,0.05541561712846344,30,22,36
48,A,all_agents,,,40,30,10,0,24,6,0.3330743161022511,0.2303053087279126,0.9084824964019774,0.0526547589216684,331,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,1746,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,A,participants_only,,,30,30,0,0,24,6,0.3829900189464985,0.2588054612902281,0.9084824964019774,0.05940801118642173,331,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,1746,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,A,nonparticipants_only,,,10,0,10,0,0,0,0.18332720756950882,0.17551384201676157,0.40447958064287876,0.0024960734421858757,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,A,step_totals,,,,,,,,,,,,,,,,,,,,,71.70000000000006,,,13.5,0.18828451882845174,0.0,0.0,47.0,0.655509065550906,0.00928994708753663,0.10638297872340426,0.0,0,5,14,45,,27,32,47,6.000000000000003,0.0836820083682008,5.200000000000002,0.07252440725244069,30,26,35
49,A,all_agents,,,40,30,10,0,23,7,0.33552774266656765,0.22915378218427304,0.9121431965458984,0.053662912568766964,335,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,A,participants_only,,,30,30,0,0,23,7,0.38605632964508885,0.2641406632830229,0.9121431965458984,0.06053200192115044,335,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,A,nonparticipants_only,,,10,0,10,0,0,0,0.1839419817310042,0.17526216159330732,0.40245718273966435,0.0024179872870647816,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,A,step_totals,,,,,,,,,,,,,,,,,,,,,78.90000000000006,,,13.5,0.17110266159695803,0.0,0.0,55.0,0.6970849176172365,0.009865272355206161,0.07272727272727272,0.0,0,4,18,25,,27,29,55,6.000000000000003,0.07604562737642583,4.400000000000001,0.055766793409378936,30,22,36
50,A,all_agents,,,40,30,10,0,24,6,0.3372990768500773,0.22982532371005926,0.9156574686840624,0.05455412186819647,338,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,1833,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,A,participants_only,,,30,30,0,0,24,6,0.38821453979648496,0.26281995996660773,0.9156574686840624,0.06158847243083768,338,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,1833,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,A,nonparticipants_only,,,10,0,10,0,0,0,0.1845526880108545,0.17619106079629723,0.400444896825966,0.0023424577757087416,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,A,step_totals,,,,,,,,,,,,,,,,,,,,,71.20000000000007,,,13.0,0.18258426966292116,0.0,0.0,47.0,0.6601123595505611,0.008894357787564786,0.06382978723404255,0.0,0,3,14,45,,26,32,47,6.000000000000003,0.08426966292134827,5.200000000000002,0.0730337078651685,30,26,35
50,A,reachability,0.225,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,A,all_agents,,,40,30,10,0,23,7,0.3391657920526068,0.228676197091509,0.9190311699366999,0.05544634095303783,343,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,1873,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,A,participants_only,,,30,30,0,0,23,7,0.39050117974118553,0.26244780964879155,0.9190311699366999,0.06263101883045706,343,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,1873,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,A,nonparticipants_only,,,10,0,10,0,0,0,0.18515962898687047,0.17815446988351097,0.39844267234183617,0.0022684429711399274,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,A,step_totals,,,,,,,,,,,,,,,,,,,,,76.50000000000007,,,11.5,0.15032679738562077,0.0,0.0,55.0,0.7189542483660124,0.008407186740494564,0.09090909090909091,0.0,0,5,20,22,,23,29,55,6.000000000000003,0.07843137254901957,4.000000000000001,0.052287581699346365,30,20,36
52,A,all_agents,,,40,30,10,0,23,7,0.34114167279839436,0.22891657418748146,0.9222699231392318,0.056374751642227175,349,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,A,participants_only,,,30,30,0,0,23,7,0.39293478101931223,0.2611355706005476,0.9222699231392318,0.06370365349225306,349,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,
