step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_idle,count_make,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
52,A,nonparticipants_only,,,10,0,10,0,0,0,0.18576234813564088,0.17952025469043215,0.396450458980127,0.002197733381945054,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,A,step_totals,,,,,,,,,,,,,,,,,,,,,71.20000000000007,,,13.0,0.18258426966292116,0.0,0.0,47.0,0.6601123595505611,0.009603244056610356,0.1276595744680851,0.0,0,6,14,45,,26,32,47,6.000000000000003,0.08426966292134827,5.200000000000002,0.0730337078651685,30,26,35
53,A,all_agents,,,40,30,10,0,23,7,0.3430484625280514,0.22777199131654408,0.9253791262136626,0.05727685485158235,355,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,A,participants_only,,,30,30,0,0,23,7,0.39527740989034216,0.26414041642451136,0.9253791262136626,0.06474853459331457,355,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,A,nonparticipants_only,,,10,0,10,0,0,0,0.18636162044117904,0.18018500593444897,0.39446820668522636,0.0021274603155103755,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,A,step_totals,,,,,,,,,,,,,,,,,,,,,76.50000000000007,,,11.5,0.15032679738562077,0.0,0.0,55.0,0.7189542483660124,0.00855142544102531,0.10909090909090909,0.0,0,6,20,21,,23,29,55,6.000000000000003,0.07843137254901957,4.000000000000001,0.052287581699346365,30,20,36
54,A,all_agents,,,40,30,10,0,23,7,0.34457566903910997,0.2281226154477467,0.9283639611651161,0.05810363271094399,364,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,A,participants_only,,,30,30,0,0,23,7,0.3971153299157209,0.26281971434238877,0.9283639611651161,0.0657430159784905,364,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,A,nonparticipants_only,,,10,0,10,0,0,0,0.18695668640927707,0.17994078833749688,0.3924958656518002,0.0020604913279530794,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,A,step_totals,,,,,,,,,,,,,,,,,,,,,71.20000000000007,,,13.0,0.18258426966292116,0.0,0.0,47.0,0.6601123595505611,0.008112112674201533,0.19148936170212766,0.0,0,9,14,45,,26,32,47,6.000000000000003,0.08426966292134827,5.200000000000002,0.0730337078651685,30,26,35
55,A,all_agents,,,40,30,10,0,23,7,0.34642237159241007,0.22918990551257656,0.9312294027185115,0.05898732675147507,373,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,2045,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,A,participants_only,,,30,30,0,0,23,7,0.399380654747022,0.2656289666198518,0.9312294027185115,0.066765781623378,373,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,2045,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,A,nonparticipants_only,,,10,0,10,0,0,0,0.1875475221285744,0.18084214382653896,0.39053338632354123,0.001997005079557663,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,A,step_totals,,,,,,,,,,,,,,,,,,,,,77.00000000000007,,,12.0,0.1558441558441557,0.0,0.0,55.0,0.7142857142857136,0.008314290665643341,0.16363636363636364,0.0,0,9,20,21,,24,29,55,6.000000000000003,0.07792207792207788,4.000000000000001,0.05194805194805191,30,20,36
56,A,all_agents,,,40,30,10,0,23,7,0.3478626303788651,0.22949235291288939,0.9339802266097711,0.05974777256163984,380,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,A,participants_only,,,30,30,0,0,23,7,0.4011052571282896,0.26430082178675257,0.9339802266097711,0.06767966920256928,380,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,2085,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,A,nonparticipants_only,,,10,0,10,0,0,0,0.18813475013059194,0.18274733391853054,0.3885807193919235,0.0019347550007092588,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,A,step_totals,,,,,,,,,,,,,,,,,,,,,71.20000000000007,,,13.0,0.18258426966292116,0.0,0.0,47.0,0.6601123595505611,0.007839502556165749,0.14893617021276595,0.0,0,7,14,45,,26,32,47,6.000000000000003,0.08426966292134827,5.200000000000002,0.0730337078651685,30,26,35
57,A,all_agents,,,40,30,10,0,22,8,0.3496067239030384,0.22929310796057129,0.9366210175453803,0.0605740786826938,388,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,2128,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,A,participants_only,,,30,30,0,0,22,8,0.4032361263798009,0.26512670438527297,0.9366210175453803,0.068636552578571,388,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,2128,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,A,nonparticipants_only,,,10,0,10,0,0,0,0.18871851647275056,0.1840479936101559,0.38663781579496387,0.0018733032748871259,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,A,step_totals,,,,,,,,,,,,,,,,,,,,,76.50000000000007,,,11.5,0.15032679738562077,0.0,0.0,55.0,0.7189542483660124,0.008082678336384144,0.14545454545454545,0.0,0,8,20,20,,23,28,55,6.000000000000003,0.07843137254901957,4.000000000000001,0.052287581699346365,30,20,35
58,A,all_agents,,,40,30,10,0,22,8,0.35091584634773015,0.23037171159469882,0.9391561768435651,0.0612588779421266,395,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,2166,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,A,participants_only,,,30,30,0,0,22,8,0.4047882886799774,0.2665949735785442,0.9391561768435651,0.06946496459852357,395,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,2166,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,A,nonparticipants_only,,,10,0,10,0,0,0,0.18929851935098826,0.18471766052589517,0.38470462671598904,0.0018137374588399848,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,A,step_totals,,,,,,,,,,,,,,,,,,,,,71.20000000000007,,,13.0,0.18258426966292116,0.0,0.0,47.0,0.6601123595505611,0.0074174991805281984,0.14893617021276595,0.0,0,7,14,45,,26,32,47,6.000000000000003,0.08426966292134827,5.200000000000002,0.0730337078651685,30,26,34
59,A,all_agents,,,40,30,10,0,22,8,0.3527687787501035,0.22935701643117878,0.9415899297698225,0.06211818323965609,403,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,2212,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,A,participants_only,,,30,30,0,0,22,8,0.407066963482096,0.2676977948869702,0.9415899297698225,0.0704450302001072,403,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,2212,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,A,nonparticipants_only,,,10,0,10,0,0,0,0.18987422455412614,0.18448068446775573,0.3827811035824091,0.0017581279760278162,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,A,step_totals,,,,,,,,,,,,,,,,,,,,,76.70000000000007,,,11.5,0.14993481095175995,0.0,0.0,55.0,0.717079530638852,0.00841459549219315,0.14545454545454545,0.0,0,8,19,20,,23,28,55,6.000000000000003,0.0782268578878748,4.200000000000001,0.05475880052151235,30,21,35
60,A,all_agents,,,40,30,10,0,22,8,0.3544214825808574,0.23144343207956417,0.9439263325790296,0.06285458195831863,408,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,2257,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,A,participants_only,,,30,30,0,0,22,8,0.40907998730958,0.26668516953779214,0.9439263325790296,0.07128746621496673,408,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,2257,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,A,nonparticipants_only,,,10,0,10,0,0,0,0.19044596839468972,0.1853553129689012,0.38086719806449704,0.0017053035182168481,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,A,step_totals,,,,,,,,,,,,,,,,,,,,,71.20000000000007,,,13.0,0.18258426966292116,0.0,0.0,47.0,0.6601123595505611,0.00859829001788946,0.10638297872340426,0.0,0,5,14,45,,26,32,47,6.000000000000003,0.08426966292134827,5.200000000000002,0.0730337078651685,30,26,34
60,A,reachability,0.225,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,A,all_agents,,,40,30,10,0,22,8,0.3561510274498843,0.23038890112571736,0.9461692792758684,0.06369034282558257,415,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,2303,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,A,participants_only,,,30,30,0,0,22,8,0.41119653767264713,0.2673383901106776,0.9461692792758684,0.07224956645931098,415,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,2303,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,A,nonparticipants_only,,,10,0,10,0,0,0,0.1910144967815957,0.18691605607066097,0.37896286207417457,0.0016525735761858823,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,A,step_totals,,,,,,,,,,,,,,,,,,,,,76.20000000000007,,,11.0,0.1443569553805773,0.0,0.0,55.0,0.7217847769028864,0.008113378308211976,0.12727272727272726,0.0,0,7,19,20,,22,27,55,6.000000000000003,0.07874015748031492,4.200000000000001,0.05511811023622043,30,21,33
62,A,all_agents,,,40,30,10,0,21,9,0.3574940472837628,0.23303496355238956,0.9483225081048337,0.06440024303518155,421,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,2346,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,A,participants_only,,,30,30,0,0,21,9,0.41279892005386587,0.26710157032396803,0.9483225081048337,0.07309867280026199,421,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,2346,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,A,nonparticipants_only,,,10,0,10,0,0,0,0.19157942897345354,0.1871392155257562,0.3770680477638037,0.0016014063145327571,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,A,step_totals,,,,,,,,,,,,,,,,,,,,,71.20000000000009,,,13.0,0.18258426966292113,0.0,0.0,47.0,0.660112359550561,0.007576176016653351,0.1276595744680851,0.0,0,6,14,45,,26,32,47,6.000000000000003,0.08426966292134824,5.200000000000002,0.07303370786516848,30,26,34
63,A,all_agents,,,40,30,10,0,21,9,0.35914781486535396,0.23187420859501978,0.9503896077806403,0.06518376741844047,426,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,2391,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,A,participants_only,,,30,30,0,0,21,9,0.414816829647877,0.27096559811769727,0.9503896077806403,0.0739982643431928,426,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,2391,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,A,nonparticipants_only,,,10,0,10,0,0,0,0.19214077051778494,0.18869991450688534,0.37518270752498467,0.0015518061619022535,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,A,step_totals,,,,,,,,,,,,,,,,,,,,,75.30000000000005,,,10.5,0.13944223107569712,0.0,0.0,55.0,0.7304116865869849,0.007999607230810977,0.09090909090909091,0.0,0,5,21,19,,21,27,55,6.000000000000003,0.07968127490039839,3.800000000000001,0.05046480743691897,30,19,32
64,A,all_agents,,,40,30,10,0,21,9,0.360362703838999,0.23257349581513137,0.9523740234694147,0.06582071853742685,429,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,2432,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,A,participants_only,,,30,30,0,0,21,9,0.41625098879567163,0.270921951978465,0.9523740234694147,0.0747648481192283,429,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,2432,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,A,nonparticipants_only,,,10,0,10,0,0,0,0.19269784896898115,0.18858076524901274,0.3733067939873597,0.0015063250472436452,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,A,step_totals,,,,,,,,,,,,,,,,,,,,,71.20000000000007,,,13.0,0.18258426966292116,0.0,0.0,47.0,0.6601123595505611,0.007164590456315703,0.06382978723404255,0.0,0,3,14,45,,26,32,47,6.000000000000003,0.08426966292134827,5.200000000000002,0.0730337078651685,30,26,34
65,A,all_agents,,,40,30,10,0,21,9,0.3621524537390919,0.23207805821379027,0.9542790625306381,0.06661509261402777,435,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,2481,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,A,participants_only,,,30,30,0,0,21,9,0.41845276162699874,0.27169310983838657,0.9542790625306381,0.07565393855680676,435,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,2481,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,A,nonparticipants_only,,,10,0,10,0,0,0,0.19325153007537127,0.188345678918915,0.3714402600174229,0.0014618587664134968,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,A,step_totals,,,,,,,,,,,,,,,,,,,,,75.30000000000007,,,10.5,0.1394422310756971,0.0,0.0,55.0,0.7304116865869847,0.008444449658966305,0.10909090909090909,0.0,0,6,21,19,,21,27,55,6.000000000000003,0.07968127490039836,3.800000000000001,0.05046480743691896,30,19,32
66,A,all_agents,,,40,30,10,0,20,10,0.363271744830833,0.23214980684082098,0.9561079000294126,0.06718121001550162,443,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,A,participants_only,,,30,30,0,0,20,10,0.4197616708593626,0.2709403700947681,0.9561079000294126,0.07633787770699611,443,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,A,nonparticipants_only,,,10,0,10,0,0,0,0.19380196674524425,0.19006963865182747,0.3695830587173358,0.0014178660285131984,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,A,step_totals,,,,,,,,,,,,,,,,,,,,,71.20000000000007,,,13.0,0.18258426966292116,0.0,0.0,47.0,0.6601123595505611,0.006866177914062357,0.1702127659574468,0.0,0,8,14,45,,26,32,47,6.000000000000003,0.08426966292134827,5.200000000000002,0.0730337078651685,30,26,33
67,A,all_agents,,,40,30,10,0,20,10,0.3647643897205301,0.23219764677168278,0.9578635840282361,0.0679459832485246,449,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,2567,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,A,participants_only,,,30,30,0,0,20,10,0.42156965839785693,0.27286838967982346,0.9578635840282361,0.07722843724301307,449,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,2567,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,A,nonparticipants_only,,,10,0,10,0,0,0,0.19434858368854993,0.19034225349015688,0.36773514342374913,0.001376558671019863,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,A,step_totals,,,,,,,,,,,,,,,,,,,,,75.30000000000007,,,10.5,0.1394422310756971,0.0,0.0,55.0,0.7304116865869847,0.007509035377256105,0.10909090909090909,0.0,0,6,21,19,,21,26,55,6.000000000000003,0.07968127490039836,3.800000000000001,0.05046480743691896,30,19,31
68,A,all_agents,,,40,30,10,0,20,10,0.36611337612671513,0.23419281874201653,0.9595490406671067,0.06857800357823904,454,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,A,participants_only,,,30,30,0,0,20,10,0.42318720210785427,0.27150404773142434,0.9595490406671067,0.07796229749061076,454,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,A,nonparticipants_only,,,10,0,10,0,0,0,0.1948918981832976,0.19047379464579803,0.36589646770663037,0.0013360624956196122,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,A,step_totals,,,,,,,,,,,,,,,,,,,,,71.20000000000006,,,13.0,0.18258426966292118,0.0,0.0,47.0,0.6601123595505612,0.0076596692336175715,0.10638297872340426,0.0,0,5,14,45,,26,32,47,6.000000000000003,0.08426966292134828,5.200000000000002,0.07303370786516851,30,26,33
69,A,all_agents,,,40,30,10,0,20,10,0.36766261826808616,0.23458858052209783,0.9611670790404224,0.06934210986120981,459,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,2660,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,A,participants_only,,,30,30,0,0,20,10,0.42507289411696714,0.2711803302413546,0.9611670790404224,0.07884010238568562,459,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,2660,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,A,nonparticipants_only,,,10,0,10,0,0,0,0.1954317907214432,0.19132175750992997,0.36406698536809723,0.0012968550112470727,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,A,step_totals,,,,,,,,,,,,,,,,,,,,,75.30000000000007,,,10.5,0.1394422310756971,0.0,0.0,55.0,0.7304116865869847,0.00770552562555057,0.09090909090909091,0.0,0,5,21,19,,21,26,55,6.000000000000003,0.07968127490039836,3.800000000000001,0.05046480743691896,30,19,31
70,A,all_agents,,,40,30,10,0,20,10,0.3688613471786569,0.2352425645070101,0.9627203958788055,0.06990683949844649,464,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,2704,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,A,participants_only,,,30,30,0,0,20,10,0.42649245411058884,0.26982442859014777,0.9627203958788055,0.07950376914051942,464,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,2704,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,A,nonparticipants_only,,,10,0,10,0,0,0,0.1959680263828611,0.19221956500407655,0.36224665044125676,0.0012599167378304658,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,A,step_totals,,,,,,,,,,,,,,,,,,,,,71.20000000000009,,,13.0,0.18258426966292113,0.0,0.0,47.0,0.660112359550561,0.00717354250168715,0.10638297872340426,0.0,0,5,14,45,,26,32,47,6.000000000000003,0.08426966292134824,5.200000000000002,0.07303370786516848,30,26,33
70,A,reachability,0.225,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,A,all_agents,,,40,30,10,0,20,10,0.3705201858799999,0.2347012090930639,0.9642115800436533,0.0706896386383167,474,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,2755,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,A,participants_only,,,30,30,0,0,20,10,0.428526611309566,0.2717260730877581,0.9642115800436533,0.08038581009293705,474,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,2755,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,A,nonparticipants_only,,,10,0,10,0,0,0,0.1965009095913017,0.1922689666364606,0.3604354171890505,0.0012241795810659538,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,A,step_totals,,,,,,,,,,,,,,,,,,,,,74.60000000000008,,,10.0,0.13404825737265402,0.0,0.0,55.0,0.737265415549597,0.008162318554650784,0.18181818181818182,0.0,0,10,22,18,,20,25,55,6.000000000000003,0.08042895442359245,3.600000000000001,0.04825737265415546,30,18,31
72,A,all_agents,,,40,30,10,0,20,10,0.3715234952209267,0.23581895256348276,0.9656431168419072,0.07122274547606541,478,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,2798,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,A,participants_only,,,30,30,0,0,20,10,0.4296878598674608,0.27036744272231933,0.9656431168419072,0.08103468170094291,478,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,2798,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,A,nonparticipants_only,,,10,0,10,0,0,0,0.19703040128132485,0.19379097977067486,0.3586332401031052,0.0011898170246132757,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,A,step_totals,,,,,,,,,,,,,,,,,,,,,69.80000000000007,,,12.0,0.1719197707736388,0.0,0.0,47.0,0.6733524355300853,0.006701498034091916,0.0851063829787234,0.0,0,4,16,45,,24,31,47,6.000000000000003,0.08595988538681944,4.800000000000002,0.06876790830945555,30,24,31
73,A,all_agents,,,40,30,10,0,19,11,0.37291070812042487,0.23463985780066535,0.9670173921682309,0.072022156069395,489,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,2847,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,A,participants_only,,,30,30,0,0,19,11,0.43136204396604233,0.26901560550870773,0.9670173921682309,0.08197791003950623,489,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,2847,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,A,nonparticipants_only,,,10,0,10,0,0,0,0.19755670058357255,0.1936502343038565,0.3568400739025897,0.0011561902134153113,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,A,step_totals,,,,,,,,,,,,,,,,,,,,,73.40000000000006,,,9.0,0.12261580381471379,0.0,0.0,55.0,0.7493188010899177,0.007453247306902716,0.2,0.0,0,11,23,16,,18,25,55,6.000000000000003,0.08174386920980924,3.400000000000001,0.04632152588555855,30,17,31
74,A,all_agents,,,40,30,10,0,19,11,0.37385578209545617,0.23497036285833994,0.9683366964815017,0.07255944408191298,497,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,2890,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,A,participants_only,,,30,30,0,0,19,11,0.4324478483847718,0.26767052748116416,0.9683366964815017,0.08263910211626337,497,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,2890,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,A,nonparticipants_only,,,10,0,10,0,0,0,0.19807958322750965,0.19377723679839953,0.35505587353307677,0.001124107194243265,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,A,step_totals,,,,,,,,,,,,,,,,,,,,,69.10000000000007,,,11.5,0.1664254703328508,0.0,0.0,47.0,0.6801736613603466,0.00660851137798725,0.1702127659574468,0.0,0,8,17,45,,23,30,47,6.000000000000003,0.08683068017366131,4.600000000000001,0.06657018813314033,30,23,30
75,A,all_agents,,,40,30,10,0,19,11,0.37498219336585475,0.23412800170883513,0.9696032286222416,0.07324881391124322,506,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,2935,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,A,participants_only,,,30,30,0,0,19,11,0.4337765618406738,0.26649803844889586,0.9696032286222416,0.08347346299077536,506,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,2935,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,A,nonparticipants_only,,,10,0,10,0,0,0,0.19859908794139772,0.19583829443077,0.3532805941654114,0.0010935335004132617,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,A,step_totals,,,,,,,,,,,,,,,,,,,,,73.40000000000008,,,9.0,0.12261580381471376,0.0,0.0,55.0,0.7493188010899174,0.006608384086864722,0.16363636363636364,0.0,0,9,23,16,,18,23,55,6.000000000000003,0.08174386920980921,3.400000000000001,0.046321525885558545,30,17,28
76,A,all_agents,,,40,30,10,0,19,11,0.37588161941948717,0.2341056375361213,0.9708190994773519,0.07376850310233765,513,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,2979,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,A,participants_only,,,30,30,0,0,19,11,0.4348038171620334,0.26516554825665134,0.9708190994773519,0.0841156231315997,513,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,2979,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,A,nonparticipants_only,,,10,0,10,0,0,0,0.19911502619184848,0.19591067555162658,0.3515141911945843,0.0010652383728108935,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,A,step_totals,,,,,,,,,,,,,,,,,,,,,69.10000000000007,,,11.5,0.1664254703328508,0.0,0.0,47.0,0.6801736613603466,0.006463366427050417,0.14893617021276595,0.0,0,7,17,45,,23,30,47,6.000000000000003,0.08683068017366131,4.600000000000001,0.06657018813314033,30,23,30
77,A,all_agents,,,40,30,10,0,20,10,0.3772750228996312,0.23381428790143197,0.9719863354982579,0.07455174282565766,524,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,3029,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,A,participants_only,,,30,30,0,0,20,10,0.4364907032855775,0.26459830920592614,0.9719863354982579,0.08503062082234181,524,30,1.0,69,4.826086956521739,1.6666666666666667,25.533333333333335,3029,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,A,nonparticipants_only,,,10,0,10,0,0,0,0.19962798174179225,0.19710252031309167,0.3497566202386114,0.0010371471927586558,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,A,step_totals,,,,,,,,,,,,,,,,,,,,,73.40000000000006,,,9.0,0.12261580381471379,0.0,0.0,55.0,0.7493188010899177,0.007489661738058296,0.2,0.0,0,11,23,16,,18,23,55,6.000000000000003,0.08174386920980924,3.400000000000001,0.04632152588555855,30,17,28
78,A,all_agents,,,40,30,10,0,20,10,0.3783184877475182,0.23427449339310302,0.9731068820783275,0.07508084050140855,533,30,0.75,69,4.826086956521739,1.6666666666666667,31.85,3076,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,A,participants_only,,,30,30,0,0,20,10,0.43771192000634346,0.26327531765989654,0.9731068820783275,0.08566131998973323,533,30,1.0,69,4.826086956521739,1.6666666666666667,25.8,3076,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,A,nonparticipants_only,,,10,0,10,0,0,0,0.20013819097104257,0.1971386323430092,0.34800783713741834,0.0010084444906305913,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,A,step_totals,,,,,,,,,,,,,,,,,,,,,69.10000000000008,,,11.5,0.16642547033285074,0.0,0.0,47.0,0.6801736613603465,0.006982100369999697,0.19148936170212766,0.0,0,9,17,45,,23,30,47,6.000000000000003,0.0868306801736613,4.600000000000001,0.06657018813314032,30,23,30
79,A,all_agents,,,40,30,10,0,20,10,0.3795439516293177,0.2332189395853299,0.9741826067951944,0.07582483352221134,541,30,0.75,69,4.826086956521739,1.6666666666666667,31.65,3126,,,,,,,,,,,,,,,,,,,,,,,,,,,
