step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_practice,time_share_practice,time_observe,time_share_observe,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_missing_asset,reject_time_budget_exceeded,count_practice,count_observe,count_idle,count_make,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
0,B,reachability,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,all_agents,,,40,0,17,23,0,0,0.1721158046578454,0.1529011523036038,0.5226751667793869,0.010983414085524825,6,5,0.125,0,0.0,0.0,25.65,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,participants_only,,,30,0,7,23,0,0,0.17779714108069006,0.1640031536539378,0.49424476401408735,0.01139147905937176,6,5,0.16666666666666666,0,0.0,0.0,24.2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,nonparticipants_only,,,10,0,10,0,0,0,0.15507179538931135,0.1302274052532634,0.5226751667793869,0.009371888161389518,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,step_totals,,,,,,,,,,,,,,,,,,,,,83.39999999999998,18.5,0.22182254196642692,3.900000000000002,0.04676258992805759,0.0,0.0,61.0,0.7314148681055158,0.019896599364166608,0.09836065573770492,0.0,0,6,10,30,37,39,31,61,,,,,,,
2,B,all_agents,,,40,4,13,23,4,0,0.17825974238865777,0.1575674767808587,0.5200617909454899,0.011293841175604344,14,12,0.3,6,1.0,1.0,26.3,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,participants_only,,,30,4,3,23,4,0,0.18571276008650728,0.17257961333160124,0.4917735401940169,0.011825043061042236,14,12,0.4,6,1.0,1.0,23.4,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,nonparticipants_only,,,10,0,10,0,0,0,0.15590068929510925,0.13301823537792834,0.5200617909454899,0.009033665845637176,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,step_totals,,,,,,,,,,,,,,,,,,,,,86.8,18.5,0.2131336405529954,3.900000000000002,0.044930875576036894,0.0,0.0,61.0,0.7027649769585254,0.018500370556628124,0.03278688524590164,0.8219178082191785,6,2,10,23,37,39,31,61,3.0000000000000004,0.03456221198156682,0.4,0.004608294930875576,15,2,
3,B,all_agents,,,40,6,11,23,6,0,0.18403308248356318,0.16186490925855512,0.5174614819907625,0.011714754304210073,27,21,0.525,14,1.3571428571428572,1.3571428571428572,27.65,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,participants_only,,,30,6,1,23,6,0,0.19313746098730608,0.17867888432132317,0.5014913509965451,0.012382205874969104,27,21,0.7,14,1.3571428571428572,1.3571428571428572,23.533333333333335,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,nonparticipants_only,,,10,0,10,0,0,0,0.15671994697233443,0.13235314420103872,0.5174614819907625,0.008717723096659982,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,step_totals,,,,,,,,,,,,,,,,,,,,,86.9,18.5,0.21288837744533945,3.600000000000002,0.04142692750287689,0.0,0.0,60.0,0.6904487917146145,0.01740108107997324,0.08333333333333333,0.9523809523809528,8,5,6,21,37,36,30,60,3.0000000000000004,0.03452243958573073,1.7999999999999998,0.02071346375143843,15,9,
4,B,all_agents,,,40,7,10,23,7,0,0.18906570779190865,0.16518444832987364,0.5214316969566832,0.011800619578283546,42,26,0.65,27,1.6666666666666667,1.4444444444444444,29.625,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,participants_only,,,30,7,0,23,7,0,0.19957756803935953,0.18678020392327235,0.5214316969566832,0.01248484367763494,42,26,0.8666666666666667,27,1.6666666666666667,1.4444444444444444,24.5,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,B,nonparticipants_only,,,10,0,10,0,0,0,0.15753012704955607,0.1344083186865332,0.5148741745808086,0.008421956809886113,0,0,0.0,0,0.0,0.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
