step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_make,count_idle,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
0,A,reachability,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,all_agents,,,40,0,14,26,0,0,0.1771355640816152,0.16356704663431057,0.5357759776498592,0.0114937669464667,7,7,0.175,0,0.0,0.0,26.0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,participants_only,,,30,0,4,26,0,0,0.1759443534613297,0.16327671169542793,0.5357759776498592,0.010748673222967853,7,7,0.23333333333333334,0,0.0,0.0,24.666666666666668,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,nonparticipants_only,,,10,0,10,0,0,0,0.18070919594247178,0.1640373642086024,0.47832254810714336,0.01371202032406066,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,step_totals,,,,,,,,,,,,,,,,,,,,,84.0,4.000000000000002,0.04761904761904764,20.0,0.23809523809523808,60.0,0.7142857142857143,0.0,0.0,0.01983448059723453,0.11666666666666667,0.0,0,7,30,10,40,40,60,33,,,,,,,
2,A,all_agents,,,40,1,12,27,1,0,0.1835137637451037,0.17018689915044713,0.5407909957150634,0.011696053309379947,18,15,0.375,5,0.8,1.0,27.05,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,participants_only,,,30,1,2,27,1,0,0.18420909606812327,0.17048544879680494,0.5407909957150634,0.011200725723384682,18,15,0.5,5,0.8,1.0,24.4,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,nonparticipants_only,,,10,0,10,0,0,0,0.18142776677604502,0.1632171773875594,0.47593093536660763,0.013176234222892508,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,step_totals,,,,,,,,,,,,,,,,,,,,,87.19999999999999,4.000000000000002,0.045871559633027546,20.0,0.22935779816513766,59.0,0.6766055045871561,0.0,0.0,0.0191404737064913,0.1016949152542373,0.6097560975609758,5,6,20,8,40,40,59,32,1.2,0.013761467889908258,3.0000000000000004,0.03440366972477065,6,15,
3,A,all_agents,,,40,3,10,27,3,0,0.19004493749790113,0.17198525852015356,0.5546040926195318,0.012017624756415393,34,23,0.575,17,1.588235294117647,1.1764705882352942,28.625,111,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,participants_only,,,30,3,0,27,3,0,0.19268115238041086,0.18046382716406026,0.5546040926195318,0.01177237707108926,34,23,0.7666666666666667,17,1.588235294117647,1.1764705882352942,24.833333333333332,111,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,nonparticipants_only,,,10,0,10,0,0,0,0.1821362928503719,0.1624010915006216,0.4735512806897746,0.0126699722655126,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,step_totals,,,,,,,,,,,,,,,,,,,,,87.00000000000001,4.000000000000002,0.04597701149425289,20.0,0.22988505747126434,58.0,0.6666666666666665,0.0,0.0,0.01960346092674757,0.06896551724137931,1.3333333333333344,12,4,18,7,40,40,58,31,2.1999999999999997,0.025287356321839073,2.8000000000000003,0.03218390804597701,11,14,
4,A,all_agents,,,40,4,10,26,4,0,0.19569809259651472,0.17826523410597347,0.5724199289147506,0.01237056126568091,50,28,0.7,27,2.0,1.2962962962962963,30.375,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,participants_only,,,30,4,0,26,4,0,0.1999857576424377,0.18560110028834856,0.5724199289147506,0.012356711808807689,50,28,0.9333333333333333,27,2.0,1.2962962962962963,25.5,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,nonparticipants_only,,,10,0,10,0,0,0,0.18283509745874585,0.1615890860431185,0.4711835242863257,0.012191500777748221,0,0,0.0,0,0.0,0.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,step_totals,,,,,,,,,,,,,,,,,,,,,87.20000000000003,4.000000000000002,0.045871559633027525,20.0,0.22935779816513754,55.0,0.6307339449541283,0.0,0.0,0.017259586950989704,0.10909090909090909,0.819672131147542,10,6,6,18,40,40,55,36,4.400000000000001,0.05045871559633027,3.800000000000001,0.04357798165137614,22,19,18
