step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_make,count_idle,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
0,D,reachability,0.625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D,all_agents,,,40,0,14,26,0,0,0.1577225252276774,0.12320543587520133,0.5412550290942407,0.012080921508275097,6,6,0.15,0,0.0,0.0,25.925,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D,participants_only,,,30,0,4,26,0,0,0.15910475000013108,0.13265136800429178,0.4595779429083232,0.011327138348613848,6,6,0.2,0,0.0,0.0,24.566666666666666,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D,nonparticipants_only,,,10,0,10,0,0,0,0.15357585091031642,0.11199690897509884,0.5412550290942407,0.01431934444339983,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D,step_totals,,,,,,,,,,,,,,,,,,,,,83.99999999999997,4.000000000000002,0.04761904761904766,20.0,0.23809523809523817,60.0,0.7142857142857145,0.0,0.0,0.019382484430338964,0.1,0.0,0,6,30,18,40,40,60,33,,,,,,,
2,D,all_agents,,,40,0,10,30,0,0,0.16407892205086352,0.1345710059654205,0.5385487539487696,0.012026744124071087,8,8,0.2,0,0.0,0.0,26.9,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,participants_only,,,30,0,0,30,0,0,0.167289678580705,0.1428905399849782,0.45728005319378157,0.011395090704814835,8,8,0.26666666666666666,0,0.0,0.0,24.2,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,nonparticipants_only,,,10,0,10,0,0,0,0.154446652461339,0.11143692443022335,0.5385487539487696,0.013797996891912807,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,step_totals,,,,,,,,,,,,,,,,,,,,,87.2,4.000000000000002,0.04587155963302754,20.0,0.2293577981651376,59.0,0.676605504587156,0.0,0.0,0.01895444768906029,0.03389830508474576,0.0,0,2,20,11,40,40,59,33,1.2,0.013761467889908256,3.0000000000000004,0.034403669724770644,6,15,
3,D,all_agents,,,40,2,10,28,2,0,0.1710638408143634,0.13737847262476155,0.5358560101790257,0.012252638764712756,15,12,0.3,0,0.0,0.0,28.225,104,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,participants_only,,,30,2,0,28,2,0,0.17631666520407788,0.15002087559140023,0.456432652790578,0.011789533506227272,15,12,0.4,0,0.0,0.0,24.3,104,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,nonparticipants_only,,,10,0,10,0,0,0,0.1553053676452201,0.11087973980807224,0.5358560101790257,0.013310848571339065,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.6,3.800000000000002,0.04288939051918739,20.0,0.22573363431151244,60.0,0.6772009029345373,0.0,0.0,0.020341549221906945,0.11666666666666667,0.0,0,7,17,10,38,40,60,32,1.5999999999999999,0.01805869074492099,3.2000000000000006,0.036117381489842,8,16,
4,D,all_agents,,,40,3,10,27,3,0,0.17720772528194015,0.14213231479692362,0.5331767301281306,0.012483203100096221,22,18,0.45,0,0.0,0.0,29.75,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,participants_only,,,30,3,0,27,3,0,0.1842260250264411,0.15798280346425844,0.4781753466789549,0.012162496533972292,22,18,0.6,0,0.0,0.0,24.666666666666668,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,nonparticipants_only,,,10,0,10,0,0,0,0.1561528260484374,0.11032534110903187,0.5331767301281306,0.012854244422824073,0,0,0.0,0,0.0,0.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,step_totals,,,,,,,,,,,,,,,,,,,,,87.10000000000001,3.900000000000002,0.04477611940298509,20.0,0.22962112514351318,57.0,0.6544202066590126,0.0,0.0,0.018452799541421774,0.12280701754385964,0.0,0,7,12,14,39,40,57,35,2.1999999999999997,0.025258323765786447,4.000000000000001,0.045924225028702644,11,20,16
5,D,all_agents,,,40,6,10,24,6,0,0.18280356602518602,0.15012179125698089,0.5305108464774899,0.012671206960786552,25,18,0.45,0,0.0,0.0,31.425,169,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,participants_only,,,30,6,0,24,6,0,0.1914079555976934,0.16353621729444962,0.4990483328117967,0.012458011110440084,25,18,0.6,0,0.0,0.0,25.233333333333334,169,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,nonparticipants_only,,,10,0,10,0,0,0,0.15699039730766373,0.10985346011209576,0.5305108464774899,0.012422368272840266,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.10000000000004,3.5000000000000018,0.03972758229284904,20.0,0.22701475595913725,57.0,0.6469920544835411,0.0,0.0,0.016764113156633054,0.05263157894736842,0.0,0,3,7,14,35,40,57,35,3.400000000000001,0.03859250851305334,4.200000000000001,0.047673098751418834,17,21,20
6,D,all_agents,,,40,5,10,25,5,0,0.18732753185051576,0.1540081328174029,0.5278582922451025,0.012660114771368653,29,19,0.475,0,0.0,0.0,31.8,191,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,D,participants_only,,,30,5,0,25,5,0,0.19716396916576634,0.17117196567923992,0.4965530911477377,0.012488307706448234,29,19,0.6333333333333333,0,0.0,0.0,25.733333333333334,191,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,D,nonparticipants_only,,,10,0,10,0,0,0,0.15781821990476408,0.11192396443304108,0.5278582922451025,0.012014469977447673,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,D,step_totals,,,,,,,,,,,,,,,,,,,,,82.00000000000004,3.2000000000000015,0.03902439024390244,20.0,0.24390243902439013,49.0,0.5975609756097557,0.0,0.0,0.015089424575752604,0.08163265306122448,0.0,0,4,6,29,32,40,49,39,3.600000000000001,0.043902439024390234,6.200000000000003,0.07560975609756097,18,31,33
7,D,all_agents,,,40,8,10,22,8,0,0.19304706668056665,0.1582155079907293,0.525219000783877,0.012805364239063047,38,23,0.575,0,0.0,0.0,31.9,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,D,participants_only,,,30,8,0,22,8,0,0.20451691043812603,0.1849322252125541,0.5166909675018282,0.012672399227856939,38,23,0.7666666666666667,0,0.0,0.0,25.866666666666667,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,D,nonparticipants_only,,,10,0,10,0,0,0,0.15863753540788839,0.11355473635800814,0.525219000783877,0.011625571482807477,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.50000000000006,1.0999999999999999,0.012429378531073437,20.0,0.2259887005649716,58.0,0.6553672316384177,0.0,0.0,0.01712108667132356,0.15517241379310345,0.0,0,9,13,17,11,40,58,37,3.800000000000001,0.04293785310734462,5.600000000000002,0.06327683615819207,19,28,28
