step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_make,count_idle,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
5,A,all_agents,,,40,3,10,27,3,0,0.18452556612799034,0.16731511118510634,0.6170383215480904,0.011146559053145839,64,28,0.7,34,2.0294117647058822,1.2058823529411764,31.725,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,participants_only,,,30,3,0,27,3,0,0.17968231649848454,0.1512718795202181,0.6170383215480904,0.01158510849017369,64,28,0.9333333333333333,34,2.0294117647058822,1.2058823529411764,25.633333333333333,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,nonparticipants_only,,,10,0,10,0,0,0,0.19905531501650767,0.18607302556014454,0.5687287393917632,0.009549425938377789,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,step_totals,,,,,,,,,,,,,,,,,,,,,81.50000000000007,3.5000000000000018,0.0429447852760736,20.0,0.24539877300613475,47.0,0.5766871165644166,0.0,0.0,0.015335339893522107,0.10638297872340426,0.48275862068965586,7,5,4,20,35,40,47,38,5.400000000000002,0.0662576687116564,5.600000000000002,0.06871165644171776,27,28,34
6,A,all_agents,,,40,3,10,27,3,0,0.18987610303675584,0.17040028689028075,0.6323567886861667,0.011038843935842153,73,29,0.725,39,2.2564102564102564,1.3076923076923077,32.225,174,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,A,participants_only,,,30,3,0,27,3,0,0.18662402983108997,0.16300047688094665,0.6323567886861667,0.011610989986407071,73,29,0.9666666666666667,39,2.2564102564102564,1.3076923076923077,26.3,174,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,A,nonparticipants_only,,,10,0,10,0,0,0,0.1996323226537534,0.18514266043234384,0.5658850956948044,0.009195494022527279,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,A,step_totals,,,,,,,,,,,,,,,,,,,,,85.00000000000009,2.600000000000001,0.030588235294117628,20.0,0.2352941176470586,51.0,0.5999999999999994,0.0,0.0,0.016917486914472594,0.0784313725490196,0.35714285714285765,5,4,4,24,26,40,51,40,5.600000000000002,0.06588235294117643,5.8000000000000025,0.06823529411764702,28,29,31
7,A,all_agents,,,40,4,10,26,4,0,0.19489168221514708,0.17458508482124807,0.6291950047427359,0.0108843946396473,82,30,0.75,43,2.395348837209302,1.2790697674418605,32.525,198,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,participants_only,,,30,4,0,26,4,0,0.19312104924911627,0.17358947876476644,0.6291950047427359,0.011548444288516913,82,30,1.0,43,2.395348837209302,1.2790697674418605,26.7,198,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,nonparticipants_only,,,10,0,10,0,0,0,0.2002035811132395,0.1842169471301821,0.5630556702163304,0.008854623999833718,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,step_totals,,,,,,,,,,,,,,,,,,,,,89.4000000000001,1.4000000000000001,0.015659955257270677,20.0,0.22371364653243822,56.0,0.626398210290827,0.0,0.0,0.015200955573077574,0.08928571428571429,0.2985074626865675,4,5,4,24,14,40,56,39,5.8000000000000025,0.06487695749440711,6.200000000000003,0.06935123042505588,29,31,40
8,A,all_agents,,,40,4,10,26,4,0,0.20006818809474544,0.17971725021666235,0.6440272045530265,0.010990572289123389,89,30,0.75,48,2.75,1.2708333333333333,32.875,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,A,participants_only,,,30,4,0,26,4,0,0.19983523617276894,0.17686194665143365,0.6440272045530265,0.011808962390894635,89,30,1.0,48,2.75,1.2708333333333333,27.166666666666668,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,A,nonparticipants_only,,,10,0,10,0,0,0,0.200767043860675,0.1832958623945312,0.5602403918652488,0.008534750784634216,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,A,step_totals,,,,,,,,,,,,,,,,,,,,,90.00000000000009,0.2,0.00222222222222222,20.0,0.22222222222222202,58.0,0.6444444444444438,0.0,0.0,0.015471476625720676,0.034482758620689655,0.41666666666666696,5,2,11,26,2,40,58,39,6.000000000000003,0.06666666666666664,5.8000000000000025,0.06444444444444442,30,29,33
9,A,all_agents,,,40,5,10,25,5,0,0.20556888048897648,0.18087437212730417,0.6408070685302614,0.011213387919384473,94,30,0.75,48,2.75,1.2708333333333333,32.6,256,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,A,participants_only,,,30,5,0,25,5,0,0.2069833870123903,0.17976033134211167,0.6408070685302614,0.012201393191915603,94,30,1.0,48,2.75,1.2708333333333333,26.8,256,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,A,nonparticipants_only,,,10,0,10,0,0,0,0.201325360918735,0.18237938308255852,0.5574391899059226,0.008225362157333722,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,A,step_totals,,,,,,,,,,,,,,,,,,,,,92.4000000000001,0.1,0.0010822510822510812,19.5,0.2110389610389608,60.0,0.6493506493506486,0.0,0.0,0.01593144025106932,0.08333333333333333,0.0,0,5,6,24,1,39,60,39,6.000000000000003,0.06493506493506489,6.800000000000003,0.07359307359307354,30,34,40
10,A,all_agents,,,40,8,10,22,8,0,0.21090175231851985,0.1869404330294419,0.6551747857890509,0.011468192881942651,101,30,0.75,50,3.0,1.32,32.35,287,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,participants_only,,,30,8,0,22,8,0,0.21390988974337416,0.1882318687920262,0.6551747857890509,0.012611052443537,101,30,1.0,50,3.0,1.32,26.466666666666665,287,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,nonparticipants_only,,,10,0,10,0,0,0,0.20187734004395697,0.18146748616714575,0.554651993956393,0.007931027507957898,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,A,step_totals,,,,,,,,,,,,,,,,,,,,,89.00000000000009,0.2,0.002247191011235953,20.0,0.22471910112359528,57.0,0.6404494382022465,0.0,0.0,0.016071694622608785,0.08771929824561403,0.16666666666666682,2,5,9,29,2,40,57,38,6.000000000000003,0.06741573033707862,5.8000000000000025,0.06516853932584266,30,29,36
10,A,reachability,0.55,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,all_agents,,,40,9,10,21,9,0,0.21621907352228797,0.18991848399797567,0.6518989118601056,0.011916208700916793,106,30,0.75,51,3.1372549019607843,1.3333333333333333,32.025,319,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,participants_only,,,30,9,0,21,9,0,0.22081743042302565,0.19426122684441985,0.6518989118601056,0.013254418551836402,106,30,1.0,51,3.1372549019607843,1.3333333333333333,26.033333333333335,319,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,nonparticipants_only,,,10,0,10,0,0,0,0.202424002820075,0.18056014873631,0.551878733986611,0.0076478405139192235,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,A,step_totals,,,,,,,,,,,,,,,,,,,,,92.30000000000011,,,19.5,0.21126760563380256,60.0,0.650054171180931,0.0,0.0,0.015478128739353995,0.06666666666666667,0.07812500000000008,1,4,6,22,,39,60,38,6.000000000000003,0.06500541711809313,6.800000000000003,0.0736728060671722,30,34,44
12,A,all_agents,,,40,11,10,19,11,0,0.22149847849840046,0.1916707369343461,0.6658229553857014,0.012571891465144387,110,30,0.75,51,3.1372549019607843,1.3333333333333333,31.85,355,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A,participants_only,,,30,11,0,19,11,0,0.22767627779654392,0.19528095287234393,0.6658229553857014,0.014150943395146498,110,30,1.0,51,3.1372549019607843,1.3333333333333333,25.8,355,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A,nonparticipants_only,,,10,0,10,0,0,0,0.20296508060397006,0.17965734799262845,0.549119340316678,0.007376753225120352,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,A,step_totals,,,,,,,,,,,,,,,,,,,,,85.70000000000009,,,19.5,0.2275379229871643,54.0,0.6301050175029165,0.0,0.0,0.016604463526875064,0.07407407407407407,0.0,0,4,9,34,,39,54,36,6.000000000000003,0.0700116686114352,6.200000000000003,0.07234539089848303,30,31,35
13,A,all_agents,,,40,11,10,19,11,0,0.22691184714238696,0.19342943640817734,0.6624938406087728,0.013121242383913795,116,30,0.75,51,3.1372549019607843,1.3333333333333333,31.5,391,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,A,participants_only,,,30,11,0,19,11,0,0.23471532846507695,0.19655823143671702,0.6624938406087728,0.014879884767307736,116,30,1.0,51,3.1372549019607843,1.3333333333333333,25.333333333333332,391,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,A,nonparticipants_only,,,10,0,10,0,0,0,0.203501403174317,0.1787590612526653,0.5463737436150946,0.007114583384689112,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,A,step_totals,,,,,,,,,,,,,,,,,,,,,90.40000000000009,,,19.0,0.21017699115044228,59.0,0.6526548672566365,0.0,0.0,0.016130982243957474,0.1016949152542373,0.0,0,6,8,20,,38,59,37,6.000000000000003,0.06637168141592917,6.400000000000003,0.07079646017699111,30,32,45
14,A,all_agents,,,40,12,10,18,12,0,0.23207702593931714,0.19739709098692487,0.6759940869844219,0.013881567009321751,125,30,0.75,53,3.3207547169811322,1.320754716981132,31.5,429,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,A,participants_only,,,30,12,0,18,12,0,0.24142531011987,0.20249754509723714,0.6759940869844219,0.01587105344741282,125,30,1.0,53,3.3207547169811322,1.320754716981132,25.333333333333332,429,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,A,nonparticipants_only,,,10,0,10,0,0,0,0.20403217339765858,0.17786526594640198,0.5436418748970191,0.006864422689604037,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,A,step_totals,,,,,,,,,,,,,,,,,,,,,83.10000000000008,,,19.5,0.23465703971119112,52.0,0.6257521058965096,0.0,0.0,0.016830167088596262,0.1346153846153846,0.17241379310344843,2,7,12,37,,39,52,35,6.000000000000003,0.0722021660649819,5.600000000000002,0.06738868832731645,30,28,35
15,A,all_agents,,,40,15,10,15,15,0,0.23664197917554589,0.19731629641255502,0.6726141165494998,0.01462822241200258,132,30,0.75,53,3.3207547169811322,1.320754716981132,31.225,460,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,A,participants_only,,,30,15,0,15,15,0,0.24733624580127406,0.2045063699670986,0.6726141165494998,0.016840383973811247,132,30,1.0,53,3.3207547169811322,1.320754716981132,24.966666666666665,460,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,A,nonparticipants_only,,,10,0,10,0,0,0,0.2045591792983614,0.17697593961666996,0.540923665522534,0.0066193296626306155,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,A,step_totals,,,,,,,,,,,,,,,,,,,,,87.9000000000001,,,19.5,0.22184300341296903,56.0,0.6370875995449367,0.0,0.0,0.014293497566471781,0.125,0.0,0,7,8,25,,39,56,38,6.000000000000003,0.06825938566552896,6.400000000000003,0.07281001137656422,30,32,49
16,A,all_agents,,,40,17,10,13,17,0,0.24167196387443263,0.2026549988290659,0.6857095518875198,0.015480866269938547,137,30,0.75,53,3.3207547169811322,1.320754716981132,31.3,500,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,A,participants_only,,,30,17,0,13,17,0,0.2538689643123685,0.20942020679803347,0.6857095518875198,0.017917745968271725,137,30,1.0,53,3.3207547169811322,1.320754716981132,25.066666666666666,500,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,A,nonparticipants_only,,,10,0,10,0,0,0,0.20508096256062508,0.1772007035402233,0.5382190471949213,0.006385025338742919,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,A,step_totals,,,,,,,,,,,,,,,,,,,,,80.6000000000001,,,19.0,0.23573200992555804,50.0,0.6203473945409422,0.0,0.0,0.017020766092745082,0.1,0.0,0,5,12,42,,38,50,34,6.000000000000003,0.0744416873449131,5.600000000000002,0.06947890818858556,30,28,35
17,A,all_agents,,,40,21,10,9,21,0,0.24658084283672105,0.2046325922616251,0.6822810041280822,0.016387095069010246,145,30,0.75,53,3.3207547169811322,1.320754716981132,31.175,538,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,A,participants_only,,,30,21,0,9,21,0,0.26024169715555345,0.21380563481865297,0.6822810041280822,0.019050133609869357,145,30,1.0,53,3.3207547169811322,1.320754716981132,24.9,538,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,A,nonparticipants_only,,,10,0,10,0,0,0,0.2055982798802238,0.17785045327527282,0.5355279519589466,0.006158552157788572,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,A,step_totals,,,,,,,,,,,,,,,,,,,,,86.6000000000001,0.1,0.0011547344110854492,19.5,0.22517321016166258,55.0,0.635103926096997,0.0,0.0,0.01551906249688099,0.14545454545454545,0.0,0,8,9,26,1,39,55,38,6.000000000000003,0.06928406466512697,6.000000000000003,0.06928406466512697,30,30,50
18,A,all_agents,,,40,23,10,7,23,0,0.2511357417991541,0.20959830740511562,0.694989763962959,0.01745339020256481,155,30,0.75,53,3.3207547169811322,1.320754716981132,31.175,577,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,A,participants_only,,,30,23,0,7,23,0,0.26614402006278853,0.21623937470640286,0.694989763962959,0.020389964024372497,155,30,1.0,53,3.3207547169811322,1.320754716981132,24.9,577,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,A,nonparticipants_only,,,10,0,10,0,0,0,0.20611090700825088,0.1795915089513529,0.5328503121991519,0.005940687739877586,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,A,step_totals,,,,,,,,,,,,,,,,,,,,,80.10000000000008,,,17.5,0.21847690387016208,51.0,0.6367041198501866,0.0,0.0,0.015736036647482125,0.19607843137254902,0.0,0,10,12,40,,35,51,33,6.000000000000003,0.07490636704119846,5.600000000000002,0.0699126092384519,30,28,33
19,A,all_agents,,,40,27,10,3,27,0,0.2556168939396859,0.21000473311738962,0.6915148151431442,0.018395890311694467,159,30,0.75,53,3.3207547169811322,1.320754716981132,31.125,613,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,A,participants_only,,,30,27,0,3,27,0,0.271949346570063,0.22247384510520657,0.6915148151431442,0.021551213464202006,159,30,1.0,53,3.3207547169811322,1.320754716981132,24.833333333333332,613,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,A,nonparticipants_only,,,10,0,10,0,0,0,0.2066195360485545,0.18077618467929912,0.5301860606381561,0.0057289327470897025,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,A,step_totals,,,,,,,,,,,,,,,,,,,,,85.9000000000001,,,19.5,0.22700814901047703,54.0,0.6286379511059363,0.0,0.0,0.01446045134555772,0.07407407407407407,0.0,0,4,8,27,,39,54,38,6.000000000000003,0.06984866123399296,6.400000000000003,0.07450523864959249,30,32,51
20,A,all_agents,,,40,27,10,3,26,1,0.2598769486162721,0.2167089051002602,0.7038542225374184,0.019462175349298595,173,30,0.75,53,3.3207547169811322,1.320754716981132,31.175,651,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,A,participants_only,,,30,27,0,3,26,1,0.27746164719525657,0.22724754160228539,0.7038542225374184,0.022869925821010297,173,30,1.0,53,3.3207547169811322,1.320754716981132,24.9,651,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,A,nonparticipants_only,,,10,0,10,0,0,0,0.20712285287931864,0.18237981086351734,0.5275351303349654,0.005528264444798629,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,A,step_totals,,,,,,,,,,,,,,,,,,,,,79.00000000000009,,,17.0,0.21518987341772128,51.0,0.6455696202531639,0.0,0.0,0.015099546459833933,0.27450980392156865,0.0,0,14,15,38,,34,51,33,6.000000000000003,0.07594936708860754,5.000000000000002,0.06329113924050628,30,25,32
20,A,reachability,0.175,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,A,all_agents,,,40,28,10,2,27,1,0.2636884728779472,0.21641737138266376,0.7008046382816472,0.020364523564532878,177,30,0.75,53,3.3207547169811322,1.320754716981132,31.1,681,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,A,participants_only,,,30,28,0,2,27,1,0.28237704163644434,0.23072703009399673,0.7008046382816472,0.02397852588300008,177,30,1.0,53,3.3207547169811322,1.320754716981132,24.8,681,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,A,nonparticipants_only,,,10,0,10,0,0,0,0.20762276660245574,0.18422289180533657,0.5248974546832905,0.005331365382238357,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,A,step_totals,,,,,,,,,,,,,,,,,,,,,85.50000000000009,,,19.5,0.22807017543859626,54.0,0.6315789473684205,0.0,0.0,0.01267373072733246,0.07407407407407407,0.0,0,4,10,27,,39,54,38,6.000000000000003,0.07017543859649118,6.000000000000003,0.07017543859649118,30,30,51
22,A,all_agents,,,40,28,10,2,27,1,0.268096071045044,0.21720920878748562,0.7127724527503813,0.021649228632104132,182,30,0.75,53,3.3207547169811322,1.320754716981132,31.15,725,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,A,participants_only,,,30,28,0,2,27,1,0.2880888347952855,0.2343258129432626,0.7127724527503813,0.025552133458157607,182,30,1.0,53,3.3207547169811322,1.320754716981132,24.866666666666667,725,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,A,nonparticipants_only,,,10,0,10,0,0,0,0.20811777979431947,0.1851160531979273,0.5222729674098741,0.005143986925468054,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,A,step_totals,,,,,,,,,,,,,,,,,,,,,78.50000000000007,,,16.5,0.21019108280254759,51.0,0.6496815286624198,0.0,0.0,0.015681416817420923,0.09803921568627451,0.0,0,5,15,38,,33,51,32,6.000000000000003,0.07643312101910825,5.000000000000002,0.06369426751592352,30,25,31
23,A,all_agents,,,40,30,10,0,29,1,0.2723923339647752,0.2205040793101889,0.724261554640366,0.022695942601089873,188,30,0.75,53,3.3207547169811322,1.320754716981132,31.075,764,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,A,participants_only,,,30,30,0,0,29,1,0.293653498990452,0.23659741174376228,0.724261554640366,0.026798919284555175,188,30,1.0,53,3.3207547169811322,1.320754716981132,24.766666666666666,764,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,A,nonparticipants_only,,,10,0,10,0,0,0,0.20860883888774495,0.18527844548905106,0.5196616025728247,0.004962566891705227,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,A,step_totals,,,,,,,,,,,,,,,,,,,,,85.00000000000009,,,19.0,0.22352941176470567,54.0,0.6352941176470582,0.0,0.0,0.01415850974008527,0.1111111111111111,0.0,0,6,10,25,,38,54,37,6.000000000000003,0.0705882352941176,6.000000000000003,0.0705882352941176,30,30,51
24,A,all_agents,,,40,30,10,0,29,1,0.27623759540284204,0.22184764299115156,0.7352910924547513,0.023975778232162598,193,30,0.75,53,3.3207547169811322,1.320754716981132,31.125,804,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,A,participants_only,,,30,30,0,0,29,1,0.29861840103058157,0.23633139979049164,0.7352910924547513,0.02836746218189528,193,30,1.0,53,3.3207547169811322,1.320754716981132,24.833333333333332,804,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,A,nonparticipants_only,,,10,0,10,0,0,0,0.20909517851962348,0.18682487310212423,0.5170632945599606,0.0047899208564046595,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,A,step_totals,,,,,,,,,,,,,,,,,,,,,78.50000000000007,,,16.5,0.21019108280254759,51.0,0.6496815286624198,0.0,0.0,0.013993172081693463,0.09803921568627451,0.0,0,5,15,38,,33,51,32,6.000000000000003,0.07643312101910825,5.000000000000002,0.06369426751592352,30,25,31
25,A,all_agents,,,40,30,10,0,29,1,0.2802492401040963,0.22283245681454122,0.7458794487565613,0.025019289337304153,197,30,0.75,53,3.3207547169811322,1.320754716981132,31.05,842,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,A,participants_only,,,30,30,0,0,29,1,0.30380636134887395,0.24220794105570265,0.7458794487565613,0.02959859887870611,197,30,1.0,53,3.3207547169811322,1.320754716981132,24.733333333333334,842,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,A,nonparticipants_only,,,10,0,10,0,0,0,0.20957787636976327,0.18877542999742922,0.5144779780871608,0.0046221051770044,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,A,step_totals,,,,,,,,,,,,,,,,,,,,,85.0000000000001,,,19.0,0.22352941176470562,54.0,0.6352941176470581,0.0,0.0,0.013380106227513037,0.07407407407407407,0.0,0,4,10,25,,38,54,37,6.000000000000003,0.07058823529411759,6.000000000000003,0.07058823529411759,30,30,51
26,A,all_agents,,,40,30,10,0,29,1,0.28409284259219025,0.22349732357209032,0.7560442708062989,0.026375356288577106,204,30,0.75,53,3.3207547169811322,1.320754716981132,31.125,885,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,A,participants_only,,,30,30,0,0,29,1,0.30877187540049267,0.24243600194182052,0.7560442708062989,0.03124308118381464,204,30,1.0,53,3.3207547169811322,1.320754716981132,24.833333333333332,885,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,A,nonparticipants_only,,,10,0,10,0,0,0,0.2100557441672829,0.19045476623479718,0.5119055881967249,0.0044635256786252735,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
