step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_missing_asset,reject_time_budget_exceeded,count_observe,count_practice,count_make,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
15,D,nonparticipants_only,,,10,0,10,0,0,0,0.1959745689967908,0.14929668651302302,0.5776111152032022,0.014856910178191627,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,D,step_totals,,,,,,,,,,,,,,,,,,,,,89.8000000000001,,,20.0,0.22271714922048974,58.0,0.6458797327394202,0.0,0.0,0.015723156663980435,0.1724137931034483,0.0,0,10,27,9,,40,58,37,6.600000000000003,0.07349665924276165,5.200000000000002,0.05790645879732735,33,26,35
16,D,all_agents,,,40,19,10,11,19,0,0.25057224383646964,0.19720493683917328,0.6663566880540805,0.019388511234342255,76,29,0.725,0,0.0,0.0,31.55,475,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,D,participants_only,,,30,19,0,11,19,0,0.2685767954872486,0.21174262259314064,0.6663566880540805,0.01972360414478215,76,29,0.9666666666666667,0,0.0,0.0,25.4,475,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,D,nonparticipants_only,,,10,0,10,0,0,0,0.19655858888413277,0.1485502030804579,0.5747230596271862,0.014493265941275759,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,D,step_totals,,,,,,,,,,,,,,,,,,,,,79.40000000000009,,,20.0,0.2518891687657428,47.0,0.5919395465994955,0.0,0.0,0.01520409989172615,0.1276595744680851,0.0,0,6,55,7,,40,47,36,6.800000000000003,0.08564231738035259,5.600000000000002,0.070528967254408,34,28,44
17,D,all_agents,,,40,22,10,8,22,0,0.25561289306241264,0.20015765490315762,0.6797024205319173,0.02037370631867707,82,29,0.725,0,0.0,0.0,31.225,516,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,D,participants_only,,,30,22,0,8,22,0,0.2751044616349146,0.21158658946157127,0.6797024205319173,0.020932811050427994,82,29,0.9666666666666667,0,0.0,0.0,24.966666666666665,516,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,D,nonparticipants_only,,,10,0,10,0,0,0,0.19713818734490668,0.14780745206505563,0.5718494443290503,0.01413733717842573,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,D,step_totals,,,,,,,,,,,,,,,,,,,,,89.9000000000001,,,19.5,0.21690767519466048,58.0,0.6451612903225799,0.0,0.0,0.015237438353550603,0.10344827586206896,0.0,0,6,27,7,,39,58,37,6.600000000000003,0.0734149054505005,5.8000000000000025,0.06451612903225802,33,29,34
18,D,all_agents,,,40,23,10,7,23,0,0.2596570092451924,0.20017087202791417,0.6925143237106406,0.0212983394005886,84,29,0.725,0,0.0,0.0,31.4,551,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,D,participants_only,,,30,23,0,7,23,0,0.2803051285625947,0.2150089327523868,0.6925143237106406,0.022095178560310937,84,29,0.9666666666666667,0,0.0,0.0,25.2,551,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,D,nonparticipants_only,,,10,0,10,0,0,0,0.1977126512929854,0.14706841480473032,0.5689901971074051,0.01379168394527338,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,D,step_totals,,,,,,,,,,,,,,,,,,,,,79.1000000000001,,,19.5,0.24652338811630817,47.0,0.5941845764854607,0.0,0.0,0.014528851613984681,0.0425531914893617,0.0,0,2,55,7,,39,47,36,6.800000000000003,0.08596713021491777,5.8000000000000025,0.07332490518331221,34,29,44
19,D,all_agents,,,40,24,10,6,24,0,0.2639571775251205,0.20216522022978656,0.704813750762215,0.022316892021905333,94,29,0.725,0,0.0,0.0,31.175,587,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,D,participants_only,,,30,24,0,6,24,0,0.285848741216639,0.22063704893568734,0.704813750762215,0.023354083334176795,94,29,0.9666666666666667,0,0.0,0.0,24.9,587,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,D,nonparticipants_only,,,10,0,10,0,0,0,0.19828248645056487,0.14633307273070667,0.566145246121868,0.0134544313547732,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,D,step_totals,,,,,,,,,,,,,,,,,,,,,87.0000000000001,,,19.0,0.2183908045977009,56.0,0.6436781609195394,0.0,0.0,0.013744010367687827,0.17857142857142858,0.0,0,10,27,9,,38,56,34,6.200000000000003,0.07126436781609191,5.8000000000000025,0.06666666666666662,31,29,35
