step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_practice,time_share_practice,time_observe,time_share_observe,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_missing_asset,reject_time_budget_exceeded,count_practice,count_observe,count_idle,count_make,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
0,D,reachability,0.625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D,all_agents,,,40,0,15,25,0,0,0.1741576962424632,0.15267526182505348,0.6792305208175738,0.013613385552585847,1,1,0.025,0,0.0,0.0,25.95,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D,participants_only,,,30,0,5,25,0,0,0.17621718865877453,0.1553312301876314,0.5621042251065486,0.012191616561097638,1,1,0.03333333333333333,0,0.0,0.0,24.6,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D,nonparticipants_only,,,10,0,10,0,0,0,0.16797921899352902,0.14045655041454574,0.6792305208175738,0.017827794418896346,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D,step_totals,,,,,,,,,,,,,,,,,,,,,83.99999999999997,20.0,0.23809523809523817,4.000000000000002,0.04761904761904766,0.0,0.0,60.0,0.7142857142857145,0.019940563056909014,0.016666666666666666,0.0,0,1,21,30,40,40,37,60,,,,,,,
2,D,all_agents,,,40,2,11,27,2,0,0.17994141383130688,0.15641320830246078,0.675834368213486,0.013547558653515,9,8,0.2,0,0.0,0.0,26.9,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,participants_only,,,30,2,1,27,2,0,0.18366958913391818,0.16102691330424157,0.5592937039810159,0.01223777482247211,9,8,0.26666666666666666,0,0.0,0.0,24.2,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,nonparticipants_only,,,10,0,10,0,0,0,0.16875688792347285,0.14049524365905175,0.675834368213486,0.01731011865359966,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.0,20.0,0.22727272727272727,4.000000000000002,0.04545454545454548,0.0,0.0,60.0,0.6818181818181818,0.01733948156403308,0.13333333333333333,0.0,0,8,21,20,40,40,36,60,3.800000000000001,0.043181818181818196,0.2,0.002272727272727273,19,1,
3,D,all_agents,,,40,3,10,27,3,0,0.18647528720274423,0.1642721768192732,0.6724551963724186,0.013635192938780823,14,11,0.275,0,0.0,0.0,28.425,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,participants_only,,,30,3,0,27,3,0,0.19212559049608846,0.1702822512915685,0.5564972354611107,0.012445734772454553,14,11,0.36666666666666664,0,0.0,0.0,24.566666666666666,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,nonparticipants_only,,,10,0,10,0,0,0,0.1695243773227114,0.14298118078277672,0.6724551963724186,0.016820456310078304,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.8,20.0,0.22522522522522523,4.000000000000002,0.045045045045045064,0.0,0.0,59.0,0.6644144144144144,0.01920693775639018,0.0847457627118644,0.0,0,5,20,14,40,40,35,59,4.200000000000001,0.047297297297297314,1.5999999999999999,0.018018018018018018,21,8,
4,D,all_agents,,,40,3,10,27,3,0,0.19156845458145177,0.1638888449987393,0.6690929203905565,0.013606237188076954,16,11,0.275,0,0.0,0.0,30.325,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,participants_only,,,30,3,0,27,3,0,0.19866367176398014,0.1733233017910077,0.5537147492838052,0.012488831622604559,16,11,0.36666666666666664,0,0.0,0.0,25.433333333333334,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,nonparticipants_only,,,10,0,10,0,0,0,0.17028280303386664,0.1467843840177106,0.6690929203905565,0.016354348602087183,0,0,0.0,0,0.0,0.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,step_totals,,,,,,,,,,,,,,,,,,,,,85.90000000000003,20.0,0.23282887077997663,3.900000000000002,0.045401629802095465,0.0,0.0,54.0,0.6286379511059369,0.01599598293697571,0.037037037037037035,0.0,0,2,28,6,40,39,39,54,5.8000000000000025,0.06752037252619325,2.1999999999999997,0.025611175785797427,29,11,20
5,D,all_agents,,,40,3,10,27,3,0,0.19668400061169475,0.16586231248951666,0.6657474557886037,0.013496339945005114,19,12,0.3,0,0.0,0.0,32.375,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,participants_only,,,30,3,0,27,3,0,0.2052342603728407,0.1769080055014945,0.5509461755373861,0.012400318406567419,19,12,0.4,0,0.0,0.0,26.5,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,nonparticipants_only,,,10,0,10,0,0,0,0.17103322132825696,0.14618193979672453,0.6657474557886037,0.01590712125652134,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,step_totals,,,,,,,,,,,,,,,,,,,,,86.00000000000001,20.0,0.2325581395348837,4.000000000000002,0.04651162790697676,0.0,0.0,54.0,0.6279069767441859,0.016023119711361642,0.05555555555555555,0.0,0,3,26,6,40,40,40,54,5.8000000000000025,0.0674418604651163,2.1999999999999997,0.025581395348837202,29,11,24
6,D,all_agents,,,40,5,10,25,5,0,0.20159848031504568,0.17300587110034965,0.6624187185096607,0.013640059371114868,23,13,0.325,0,0.0,0.0,32.675,179,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,D,participants_only,,,30,5,0,25,5,0,0.21153959475135303,0.1895223261875631,0.56394881439862,0.012631107898631817,23,13,0.43333333333333335,0,0.0,0.0,26.9,179,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,D,nonparticipants_only,,,10,0,10,0,0,0,0.17177513700612368,0.14855950441651158,0.6624187185096607,0.015481004713734923,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,D,step_totals,,,,,,,,,,,,,,,,,,,,,83.90000000000005,20.0,0.23837902264600702,3.1000000000000014,0.03694874851013111,0.0,0.0,52.0,0.6197854588796182,0.01589712522944221,0.07692307692307693,0.0,0,4,40,6,40,31,39,52,6.400000000000003,0.07628128724672228,2.4,0.02860548271752084,32,12,29
7,D,all_agents,,,40,6,10,24,6,0,0.20675558747217265,0.1721408417448479,0.6591066249171124,0.013860066779728442,30,17,0.425,0,0.0,0.0,32.8,207,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,D,participants_only,,,30,6,0,24,6,0,0.21817090993104446,0.18975451245407443,0.5813908618226752,0.01293507090520717,30,17,0.5666666666666667,0,0.0,0.0,27.066666666666666,207,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,D,nonparticipants_only,,,10,0,10,0,0,0,0.17250962009555731,0.14781670689442902,0.6591066249171124,0.015071339361211996,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.30000000000008,20.0,0.22650056625141543,0.7,0.00792751981879954,0.0,0.0,59.0,0.6681766704416755,0.01573285717372898,0.11864406779661017,0.0,0,7,27,19,40,7,38,59,6.000000000000003,0.06795016987542465,2.6,0.029445073612684006,30,13,28
8,D,all_agents,,,40,7,10,23,7,0,0.21160382417181187,0.18152919618437513,0.6558110917925268,0.014112381522176295,33,18,0.45,0,0.0,0.0,33.1,234,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,D,participants_only,,,30,7,0,23,7,0,0.2243927158084442,0.19871493544710786,0.5981352273497682,0.013270095311635453,33,18,0.6,0,0.0,0.0,27.466666666666665,234,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,D,nonparticipants_only,,,10,0,10,0,0,0,0.17323714926191489,0.1480154499595337,0.6558110917925268,0.01467657116227654,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,D,step_totals,,,,,,,,,,,,,,,,,,,,,86.40000000000008,20.0,0.2314814814814813,0.2,0.002314814814814813,0.0,0.0,56.0,0.6481481481481476,0.0152761805857741,0.05357142857142857,0.0,0,3,37,12,40,2,38,56,6.800000000000003,0.07870370370370368,3.400000000000001,0.039351851851851825,34,17,33
9,D,all_agents,,,40,8,10,22,8,0,0.21718517966232426,0.18409695605796472,0.6525320363335642,0.014536603891746212,39,19,0.475,0,0.0,0.0,32.725,269,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,D,participants_only,,,30,8,0,22,8,0,0.23159433073126576,0.20445847963524708,0.6142098182557775,0.013786169019235048,39,19,0.6333333333333333,0,0.0,0.0,26.966666666666665,269,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,D,nonparticipants_only,,,10,0,10,0,0,0,0.17395772645549978,0.1492140031614544,0.6525320363335642,0.01429642489494877,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,D,step_totals,,,,,,,,,,,,,,,,,,,,,89.50000000000009,20.0,0.22346368715083778,0.1,0.001117318435754189,0.0,0.0,59.0,0.6592178770949715,0.016668281357787067,0.1016949152542373,0.0,0,6,29,15,40,1,39,59,6.800000000000003,0.07597765363128488,3.600000000000001,0.04022346368715081,34,18,32
10,D,all_agents,,,40,12,10,18,12,0,0.22238796754835322,0.18871363905308752,0.6492693761518963,0.015000495065430702,46,21,0.525,0,0.0,0.0,32.425,302,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,participants_only,,,30,12,0,18,12,0,0.23829338575929032,0.20958586393261086,0.6296414255255464,0.01434552192145649,46,21,0.7,0,0.0,0.0,26.566666666666666,302,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,nonparticipants_only,,,10,0,10,0,0,0,0.17467171291554187,0.15117999530497905,0.6492693761518963,0.01392962655577562,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,step_totals,,,,,,,,,,,,,,,,,,,,,86.40000000000009,20.0,0.23148148148148123,,,0.0,0.0,56.0,0.6481481481481475,0.016223615818212484,0.125,0.0,0,7,37,11,40,,37,56,6.600000000000003,0.07638888888888884,3.800000000000001,0.04398148148148145,33,19,32
10,D,reachability,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
