step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_idle,count_make,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
9,C,participants_only,,,30,5,0,25,5,0,0.20349932958211078,0.18381134086699863,0.5639240707846936,0.012020318040834083,35,19,0.6333333333333333,0,0.0,0.0,26.9,238,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,nonparticipants_only,,,10,0,10,0,0,0,0.15565749616478855,0.11893435682885486,0.49180897841874405,0.008881396338858712,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,step_totals,,,,,,,,,,,,,,,,,,,,,88.30000000000007,0.1,0.0011325028312570774,20.0,0.22650056625141546,0.0,0.0,59.0,0.6681766704416756,0.016390242635450317,0.06779661016949153,0.0,0,4,17,29,1,40,39,59,3.2000000000000006,0.03624009060022648,6.000000000000003,0.06795016987542467,16,30,36
10,C,all_agents,,,40,6,10,24,6,0,0.1967136080876973,0.16021272876956855,0.5813671079533059,0.01204239633663002,38,20,0.5,0,0.0,0.0,32.55,267,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,participants_only,,,30,6,0,24,6,0,0.21012709307914706,0.18733428672143104,0.5813671079533059,0.012474294763046451,38,20,0.6666666666666666,0,0.0,0.0,26.733333333333334,267,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,nonparticipants_only,,,10,0,10,0,0,0,0.15647315311334792,0.12025431834075598,0.48934993352665035,0.008587642101990539,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,step_totals,,,,,,,,,,,,,,,,,,,,,84.80000000000007,,,20.0,0.2358490566037734,0.0,0.0,55.0,0.6485849056603769,0.016301488059793364,0.05454545454545454,0.0,0,3,15,37,,40,40,55,3.800000000000001,0.04481132075471696,6.000000000000003,0.07075471698113205,19,30,33
10,C,reachability,0.575,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,all_agents,,,40,6,10,24,6,0,0.2016383730473371,0.16170410649766648,0.5981124236351737,0.012439956179198602,39,21,0.525,0,0.0,0.0,32.2,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,participants_only,,,30,6,0,24,6,0,0.21642394496008832,0.1863976152878239,0.5981124236351737,0.012943392524953782,39,21,0.7,0,0.0,0.0,26.266666666666666,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,nonparticipants_only,,,10,0,10,0,0,0,0.15728165730908344,0.12066964424694426,0.4869031838590171,0.008306289500487417,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,C,step_totals,,,,,,,,,,,,,,,,,,,,,88.80000000000008,,,20.0,0.225225225225225,0.0,0.0,59.0,0.6644144144144138,0.01489250537298213,0.01694915254237288,0.0,0,1,17,28,,40,39,59,3.800000000000001,0.042792792792792765,6.000000000000003,0.06756756756756753,19,30,36
12,C,all_agents,,,40,7,10,23,7,0,0.20642918360849807,0.16574992362608865,0.6021312993988219,0.01290165421944902,40,21,0.525,0,0.0,0.0,32.3,322,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,participants_only,,,30,7,0,23,7,0,0.22254477313495677,0.18711618889947312,0.6021312993988219,0.013483497282438675,40,21,0.7,0,0.0,0.0,26.4,322,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,nonparticipants_only,,,10,0,10,0,0,0,0.158082415029122,0.121545724182203,0.484468667939722,0.008039578321056394,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,C,step_totals,,,,,,,,,,,,,,,,,,,,,79.60000000000007,,,20.0,0.251256281407035,0.0,0.0,49.0,0.6155778894472357,0.016314807779402425,0.02040816326530612,0.0,0,1,9,49,,40,39,49,4.200000000000001,0.05276381909547736,6.400000000000003,0.08040201005025123,21,32,38
13,C,all_agents,,,40,9,10,21,9,0,0.21175500337968145,0.16785120763851166,0.6180460474228691,0.01355419053010078,47,23,0.575,0,0.0,0.0,31.9,355,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,C,participants_only,,,30,9,0,21,9,0,0.22938090689246274,0.1890780784543412,0.6180460474228691,0.014236106723238233,47,23,0.7666666666666667,0,0.0,0.0,25.866666666666667,355,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,C,nonparticipants_only,,,10,0,10,0,0,0,0.15887729284133753,0.12332826019230661,0.4820463246000234,0.007780372254985907,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,C,step_totals,,,,,,,,,,,,,,,,,,,,,88.60000000000008,,,20.0,0.22573363431151222,0.0,0.0,59.0,0.665914221218961,0.016025736267868698,0.11864406779661017,0.0,0,7,17,27,,40,38,59,4.000000000000001,0.04514672686230245,5.600000000000002,0.06320541760722345,20,28,35
14,C,all_agents,,,40,10,10,20,10,0,0.2165149501461869,0.17832448194829068,0.6333242055259543,0.014257113042167851,53,25,0.625,0,0.0,0.0,31.975,387,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C,participants_only,,,30,10,0,20,10,0,0.2354644166855765,0.1946582024186666,0.6333242055259543,0.015063931699054638,53,25,0.8333333333333334,0,0.0,0.0,25.966666666666665,387,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C,nonparticipants_only,,,10,0,10,0,0,0,0.15966655052801812,0.12731711296870302,0.47963609297702325,0.007527669685978136,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,C,step_totals,,,,,,,,,,,,,,,,,,,,,79.80000000000008,,,20.0,0.25062656641603986,0.0,0.0,49.0,0.6140350877192976,0.016206451082412917,0.12244897959183673,0.0,0,6,9,49,,40,39,49,4.600000000000001,0.05764411027568918,6.200000000000003,0.07769423558897239,23,31,39
15,C,all_agents,,,40,11,10,19,11,0,0.22112923251803973,0.17933187636365316,0.647991237304916,0.015005796424737724,56,26,0.65,0,0.0,0.0,31.75,416,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,C,participants_only,,,30,11,0,19,11,0,0.24135628073480422,0.1944605791038445,0.647991237304916,0.015941335321067254,56,26,0.8666666666666667,0,0.0,0.0,25.666666666666668,416,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,C,nonparticipants_only,,,10,0,10,0,0,0,0.16044808786774628,0.12782281825878417,0.47723791251213815,0.007289577980989351,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,C,step_totals,,,,,,,,,,,,,,,,,,,,,86.6000000000001,,,20.0,0.2309468822170898,0.0,0.0,56.0,0.6466512702078515,0.014469723156419175,0.05357142857142857,0.0,0,3,14,30,,40,38,56,4.600000000000001,0.053117782909930675,6.000000000000003,0.06928406466512697,23,30,38
16,C,all_agents,,,40,13,10,17,13,0,0.2256264377152995,0.18074782127265884,0.6620715878127194,0.0159088388161993,62,26,0.65,0,0.0,0.0,31.925,449,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,C,participants_only,,,30,13,0,17,13,0,0.24709375370554854,0.19975550731806246,0.6620715878127194,0.01701635250296783,62,26,0.8666666666666667,0,0.0,0.0,25.9,449,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,C,nonparticipants_only,,,10,0,10,0,0,0,0.16122448974455228,0.13052229792458386,0.47485172294957745,0.007056149885991273,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,C,step_totals,,,,,,,,,,,,,,,,,,,,,78.40000000000006,,,20.0,0.2551020408163263,0.0,0.0,47.0,0.5994897959183668,0.015732575580723048,0.1276595744680851,0.0,0,6,8,53,,40,38,47,5.000000000000002,0.0637755102040816,6.400000000000003,0.08163265306122447,25,32,40
17,C,all_agents,,,40,16,10,14,16,0,0.23040003378157878,0.18012519732756135,0.6755887243002106,0.016877309300795017,69,27,0.675,0,0.0,0.0,31.675,483,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,C,participants_only,,,30,16,0,14,16,0,0.2532016291384646,0.20325024863817612,0.6755887243002106,0.01814693128392718,69,27,0.9,0,0.0,0.0,25.566666666666666,483,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,C,nonparticipants_only,,,10,0,10,0,0,0,0.16199524771092116,0.1347866535191718,0.47247746433482957,0.006829490341568623,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,C,step_totals,,,,,,,,,,,,,,,,,,,,,86.80000000000007,,,20.0,0.2304147465437786,0.0,0.0,56.0,0.6451612903225802,0.014886031554394313,0.125,0.0,0,7,13,29,,40,37,56,4.800000000000002,0.05529953917050689,6.000000000000003,0.06912442396313362,24,30,38
18,C,all_agents,,,40,18,10,12,18,0,0.23447431531391894,0.17954500177401406,0.6885651753282022,0.017878856981312127,74,28,0.7,0,0.0,0.0,31.9,515,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,C,participants_only,,,30,18,0,12,18,0,0.25837928954834755,0.20372511378471078,0.6885651753282022,0.01934827829466356,74,28,0.9333333333333333,0,0.0,0.0,25.866666666666667,515,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,C,nonparticipants_only,,,10,0,10,0,0,0,0.16275939261063316,0.13520743279018627,0.4701150770131554,0.0066132195234734886,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,C,step_totals,,,,,,,,,,,,,,,,,,,,,77.10000000000008,,,19.5,0.2529182879377429,0.0,0.0,46.0,0.5966277561608295,0.014746889352423371,0.10869565217391304,0.0,0,5,8,54,,39,37,46,5.200000000000002,0.06744487678339814,6.400000000000003,0.08300907911802849,26,32,40
19,C,all_agents,,,40,20,10,10,20,0,0.2393454373884288,0.18277955258786127,0.701022568315074,0.018873404269645414,78,28,0.7,0,0.0,0.0,31.65,552,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C,participants_only,,,30,20,0,10,20,0,0.26462118731778883,0.20764266846870028,0.701022568315074,0.020474880669382613,78,28,0.9333333333333333,0,0.0,0.0,25.533333333333335,552,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C,nonparticipants_only,,,10,0,10,0,0,0,0.16351818760034886,0.13790313462275827,0.46776450162808964,0.0064026126565353185,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,C,step_totals,,,,,,,,,,,,,,,,,,,,,86.80000000000008,,,20.0,0.23041474654377858,0.0,0.0,56.0,0.6451612903225801,0.015191911420759766,0.07142857142857142,0.0,0,4,14,30,,40,38,56,5.400000000000002,0.06221198156682024,5.400000000000002,0.06221198156682024,27,27,38
20,C,all_agents,,,40,25,10,5,25,0,0.24343146996020132,0.18515463702501977,0.7129816655824711,0.0198921397399598,84,28,0.7,0,0.0,0.0,31.875,586,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,C,participants_only,,,30,25,0,5,25,0,0.269818085512345,0.21280993108499377,0.7129816655824711,0.021671919102276477,84,28,0.9333333333333333,0,0.0,0.0,25.833333333333332,586,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,C,nonparticipants_only,,,10,0,10,0,0,0,0.1642716233037704,0.14054798838672078,0.4654256791199492,0.0061977598894502346,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,C,step_totals,,,,,,,,,,,,,,,,,,,,,76.6000000000001,,,19.0,0.24804177545691874,0.0,0.0,46.0,0.6005221932114875,0.014913395235015831,0.13043478260869565,0.0,0,6,9,54,,38,36,46,5.400000000000002,0.07049608355091377,6.200000000000003,0.08093994778067878,27,31,39
20,C,reachability,0.225,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,C,all_agents,,,40,26,10,4,26,0,0.24798122783029192,0.18613920053148114,0.7158518489266464,0.02088926297327185,89,28,0.7,0,0.0,0.0,31.625,621,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,C,participants_only,,,30,26,0,4,26,0,0.27563525647883874,0.21669781631146104,0.7158518489266464,0.02279309638267114,89,28,0.9333333333333333,0,0.0,0.0,25.5,621,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,C,nonparticipants_only,,,10,0,10,0,0,0,0.16501914188465158,0.14171611282672802,0.46309855072434947,0.0060008191391382314,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,C,step_totals,,,,,,,,,,,,,,,,,,,,,86.80000000000008,,,20.0,0.23041474654377858,0.0,0.0,56.0,0.6451612903225801,0.01431498873126052,0.08928571428571429,0.0,0,5,14,30,,40,38,56,5.400000000000002,0.06221198156682024,5.400000000000002,0.06221198156682024,27,27,38
22,C,all_agents,,,40,27,10,3,27,0,0.2518251961987364,0.18725937065108272,0.7272177749695806,0.022067373346960288,95,28,0.7,0,0.0,0.0,31.85,656,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,C,participants_only,,,30,27,0,3,27,0,0.28051313489869484,0.2212997828291346,0.7272177749695806,0.02419471994157593,95,28,0.9333333333333333,0,0.0,0.0,25.8,656,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,C,nonparticipants_only,,,10,0,10,0,0,0,0.16576138009886116,0.14265828758079963,0.4607830579707277,0.005809359640882499,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,C,step_totals,,,,,,,,,,,,,,,,,,,,,76.60000000000008,,,19.0,0.2480417754569188,0.0,0.0,46.0,0.6005221932114876,0.014194229331779724,0.13043478260869565,0.0,0,6,9,54,,38,36,46,5.400000000000002,0.07049608355091379,6.200000000000003,0.0809399477806788,27,31,39
23,C,all_agents,,,40,28,10,2,28,0,0.25577818332723223,0.18765455253827762,0.7381290639707974,0.023130673642590936,104,28,0.7,0,0.0,0.0,31.6,688,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,C,participants_only,,,30,28,0,2,28,0,0.28553827715264535,0.22317040410385688,0.7381290639707974,0.025423177360868965,104,28,0.9333333333333333,0,0.0,0.0,25.466666666666665,688,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,C,nonparticipants_only,,,10,0,10,0,0,0,0.16649790185099295,0.1452491806937269,0.4584791426808741,0.005625204273788163,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,C,step_totals,,,,,,,,,,,,,,,,,,,,,86.70000000000009,,,19.5,0.22491349480968836,0.0,0.0,56.0,0.6459054209919255,0.012728082850253146,0.16071428571428573,0.0,0,9,13,29,,39,36,56,5.600000000000002,0.06459054209919259,5.600000000000002,0.06459054209919259,28,28,38
24,C,all_agents,,,40,29,10,1,29,0,0.25960158294160024,0.18838442025337776,0.7486039014119654,0.024327504017429398,107,28,0.7,0,0.0,0.0,31.825,725,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,C,participants_only,,,30,29,0,1,29,0,0.29039238646515914,0.22355367106290894,0.7486039014119654,0.026828856639916077,107,28,0.9333333333333333,0,0.0,0.0,25.766666666666666,725,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,C,nonparticipants_only,,,10,0,10,0,0,0,0.16722917237092355,0.1473489212638887,0.4561867469674697,0.0054465631704524835,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,C,step_totals,,,,,,,,,,,,,,,,,,,,,76.30000000000007,,,18.5,0.24246395806028812,0.0,0.0,46.0,0.6028833551769326,0.014215179514181057,0.06521739130434782,0.0,0,3,9,54,,37,36,46,5.600000000000002,0.073394495412844,6.200000000000003,0.08125819134993444,28,31,38
25,C,all_agents,,,40,29,10,1,29,0,0.26364601686844774,0.1893962253910349,0.7586597453554869,0.02547545304676312,111,28,0.7,0,0.0,0.0,31.575,761,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,C,participants_only,,,30,29,0,1,29,0,0.2955428001126142,0.22802216197000746,0.7586597453554869,0.028140419299180677,111,28,0.9333333333333333,0,0.0,0.0,25.433333333333334,761,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,C,nonparticipants_only,,,10,0,10,0,0,0,0.16795566713594837,0.1485797316174025,0.45390581323263235,0.005271696913606402,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,C,step_totals,,,,,,,,,,,,,,,,,,,,,86.00000000000009,,,19.0,0.22093023255813932,0.0,0.0,56.0,0.6511627906976738,0.013106743865416192,0.07142857142857142,0.0,0,4,14,29,,38,35,56,5.600000000000002,0.0651162790697674,5.400000000000002,0.06279069767441857,28,27,37
26,C,all_agents,,,40,29,10,1,29,0,0.2672518139819257,0.1911291372615788,0.7683133555412673,0.026712391497895033,115,28,0.7,0,0.0,0.0,31.8,798,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,C,participants_only,,,30,29,0,1,29,0,0.300110178767216,0.22815275117183764,0.7683133555412673,0.02959679246480764,115,28,0.9333333333333333,0,0.0,0.0,25.733333333333334,798,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,C,nonparticipants_only,,,10,0,10,0,0,0,0.16867671962605485,0.15000921831850536,0.45163628416646917,0.005103122960798742,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,C,step_totals,,,,,,,,,,,,,,,,,,,,,76.30000000000008,,,18.5,0.2424639580602881,0.0,0.0,46.0,0.6028833551769325,0.013563611034170564,0.08695652173913043,0.0,0,4,9,54,,37,36,46,5.600000000000002,0.07339449541284399,6.200000000000003,0.08125819134993442,28,31,38
