step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_make,time_share_make,time_practice,time_share_practice,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_make,count_practice,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
16,A,all_agents,,,40,25,10,5,24,1,0.25124659900691726,0.2006199258028724,0.739134466556247,0.020269765723330262,135,30,0.75,49,4.346938775510204,2.0,31.925,548,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,A,participants_only,,,30,25,0,5,24,1,0.2784828664285401,0.22340338223590855,0.739134466556247,0.022432846586652417,135,30,1.0,49,4.346938775510204,2.0,25.9,548,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,A,nonparticipants_only,,,10,0,10,0,0,0,0.16953779674204877,0.1542858666844148,0.4039768718803957,0.004878751976617968,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,A,step_totals,,,,,,,,,,,,,,,,,,,,,80.20000000000009,,,49.0,0.610972568578553,19.0,0.23690773067331644,0.0,0.0,0.014652470151534012,0.08163265306122448,0.0,0,4,9,53,,49,38,37,6.200000000000003,0.07730673316708224,6.000000000000003,0.07481296758104733,31,30,35
17,A,all_agents,,,40,26,10,4,25,1,0.2557513244878597,0.20813359679000207,0.7354387942234658,0.021232584905273612,144,30,0.75,50,4.54,2.02,31.65,583,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,A,participants_only,,,30,26,0,4,25,1,0.28424909257951864,0.2292127493163802,0.7354387942234658,0.023500886638514493,144,30,1.0,50,4.54,2.02,25.533333333333335,583,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,A,nonparticipants_only,,,10,0,10,0,0,0,0.1702580202128828,0.15757898872202802,0.40195698752099374,0.004682206271079263,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,A,step_totals,,,,,,,,,,,,,,,,,,,,,90.0000000000001,,,58.0,0.6444444444444437,20.0,0.222222222222222,0.0,0.0,0.013778306394533282,0.13793103448275862,0.08333333333333341,1,8,10,26,,58,40,37,6.000000000000003,0.06666666666666662,6.000000000000003,0.06666666666666662,30,30,35
18,A,all_agents,,,40,26,10,4,25,1,0.25973951318771465,0.20902533406222204,0.7460212424545272,0.022290258697238982,147,30,0.75,50,4.54,2.02,31.825,619,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,A,participants_only,,,30,26,0,4,25,1,0.2893284535056071,0.22979637528407532,0.7460212424545272,0.024720716955963853,147,30,1.0,50,4.54,2.02,25.766666666666666,619,,,,,,,,,,,,,,,,,,,,,,,,,,,
