step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_idle,count_make,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
6,B,nonparticipants_only,,,10,0,10,0,0,0,0.1531644034574097,0.12073636212562508,0.49926050384621173,0.009849714491632945,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,step_totals,,,,,,,,,,,,,,,,,,,,,81.90000000000006,3.3000000000000016,0.04029304029304028,20.0,0.24420024420024403,0.0,0.0,49.0,0.5982905982905978,0.01661120280104468,0.08163265306122448,0.8527131782945747,11,4,4,29,33,40,40,49,5.600000000000002,0.06837606837606836,4.000000000000001,0.04884004884004881,28,20,29
7,B,all_agents,,,40,5,10,25,5,0,0.1824115318946846,0.1494057174732474,0.5268273337507526,0.0118252785728927,68,29,0.725,44,2.772727272727273,1.3863636363636365,32.825,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,participants_only,,,30,5,0,25,5,0,0.19188091732003276,0.1639944715499687,0.5268273337507526,0.012237893739762246,68,29,0.9666666666666667,44,2.772727272727273,1.3863636363636365,27.1,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,nonparticipants_only,,,10,0,10,0,0,0,0.1540033756186402,0.12013268031499695,0.4967642013269807,0.009511401948278512,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,step_totals,,,,,,,,,,,,,,,,,,,,,88.00000000000009,0.6,0.006818181818181811,20.0,0.22727272727272704,0.0,0.0,56.0,0.6363636363636358,0.016529034525637205,0.07142857142857142,0.7500000000000007,9,4,10,29,6,40,40,56,6.200000000000003,0.07045454545454542,5.200000000000002,0.059090909090909055,31,26,31
8,B,all_agents,,,40,7,10,23,7,0,0.18786124581710562,0.1557688526849279,0.5315590604132451,0.011981453768161069,78,30,0.75,50,3.08,1.42,33.2,232,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,participants_only,,,30,7,0,23,7,0,0.1988702109606077,0.1713154042928716,0.5315590604132451,0.012427530353058398,78,30,1.0,50,3.08,1.42,27.6,232,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,nonparticipants_only,,,10,0,10,0,0,0,0.15483435038659935,0.11953201691342197,0.49428038032034577,0.00918885625109896,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,step_totals,,,,,,,,,,,,,,,,,,,,,88.60000000000011,0.2,0.0022573363431151214,20.0,0.22573363431151214,0.0,0.0,56.0,0.632054176072234,0.016328054822827284,0.07142857142857142,0.47619047619047666,6,4,8,35,2,40,40,56,6.600000000000003,0.07449209932279904,5.8000000000000025,0.06546275395033854,33,29,31
9,B,all_agents,,,40,7,10,23,7,0,0.19297874444996452,0.16070518392947752,0.5502966979967153,0.012280389986548979,84,30,0.75,52,3.173076923076923,1.4230769230769231,32.875,258,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,B,participants_only,,,30,7,0,23,7,0,0.20541916054502316,0.17915056270087254,0.5502966979967153,0.012794332058639623,84,30,1.0,52,3.173076923076923,1.4230769230769231,27.166666666666668,258,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,B,nonparticipants_only,,,10,0,10,0,0,0,0.15565749616478855,0.11893435682885486,0.49180897841874405,0.008881396338858712,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,B,step_totals,,,,,,,,,,,,,,,,,,,,,91.8000000000001,0.2,0.002178649237472765,20.0,0.21786492374727645,0.0,0.0,60.0,0.6535947712418294,0.014871511633704823,0.06666666666666667,0.16949152542372892,2,4,9,25,2,40,37,60,5.8000000000000025,0.0631808278867102,5.8000000000000025,0.0631808278867102,29,29,33
10,B,all_agents,,,40,7,10,23,7,0,0.19843575479414013,0.1601834092179859,0.5682848300768467,0.01269378252033041,93,30,0.75,54,3.3333333333333335,1.4259259259259258,32.7,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,participants_only,,,30,7,0,23,7,0,0.21242328868773758,0.18463680592407516,0.5682848300768467,0.013279891575412222,93,30,1.0,54,3.3333333333333335,1.4259259259259258,26.933333333333334,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,nonparticipants_only,,,10,0,10,0,0,0,0.15647315311334792,0.12025431834075598,0.48934993352665035,0.008587642101990539,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,B,step_totals,,,,,,,,,,,,,,,,,,,,,88.4000000000001,,,20.0,0.22624434389140244,0.0,0.0,56.0,0.6334841628959268,0.016393387619873998,0.125,0.16129032258064532,2,7,8,37,,40,40,56,6.400000000000003,0.07239819004524882,6.000000000000003,0.06787330316742077,32,30,33
10,B,reachability,0.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,all_agents,,,40,8,10,22,8,0,0.20358401544398483,0.16156089595407558,0.5855534368737728,0.013226313957678598,99,30,0.75,56,3.5714285714285716,1.4464285714285714,32.3,319,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,participants_only,,,30,8,0,22,8,0,0.2190181348222853,0.1860772923606342,0.5855534368737728,0.01391347394614114,99,30,1.0,56,3.5714285714285716,1.4464285714285714,26.4,319,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,nonparticipants_only,,,10,0,10,0,0,0,0.15728165730908344,0.12066964424694426,0.4869031838590171,0.008306289500487417,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B,step_totals,,,,,,,,,,,,,,,,,,,,,91.2000000000001,,,20.0,0.21929824561403485,0.0,0.0,60.0,0.6578947368421045,0.015047804316725921,0.06666666666666667,0.1785714285714287,2,4,13,26,,40,36,60,5.400000000000002,0.05921052631578943,5.8000000000000025,0.06359649122807014,27,29,34
12,B,all_agents,,,40,9,10,21,9,0,0.20842536306333226,0.1636871198441602,0.6021312993988219,0.01384288388463421,106,30,0.75,56,3.5714285714285716,1.4464285714285714,32.25,349,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,participants_only,,,30,9,0,21,9,0,0.22520634574140233,0.18567110234949724,0.6021312993988219,0.014650913553926729,106,30,1.0,56,3.5714285714285716,1.4464285714285714,26.333333333333332,349,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,nonparticipants_only,,,10,0,10,0,0,0,0.158082415029122,0.121545724182203,0.484468667939722,0.008039578321056394,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,B,step_totals,,,,,,,,,,,,,,,,,,,,,84.6000000000001,,,20.0,0.23640661938534252,0.0,0.0,52.0,0.6146572104018906,0.015435731259586279,0.1346153846153846,0.0,0,7,7,44,,40,38,52,6.600000000000003,0.07801418439716307,6.000000000000003,0.07092198581560279,33,30,37
13,B,all_agents,,,40,10,10,20,10,0,0.21363274954068145,0.16445664174049274,0.6180460474228691,0.014646822994701842,109,30,0.75,57,3.719298245614035,1.456140350877193,31.8,382,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,B,participants_only,,,30,10,0,20,10,0,0.23188456844046273,0.18474274683774972,0.6180460474228691,0.015603124335338833,109,30,1.0,57,3.719298245614035,1.456140350877193,25.733333333333334,382,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,B,nonparticipants_only,,,10,0,10,0,0,0,0.15887729284133753,0.12332826019230661,0.4820463246000234,0.007780372254985907,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,B,step_totals,,,,,,,,,,,,,,,,,,,,,91.20000000000009,,,20.0,0.21929824561403488,0.0,0.0,60.0,0.6578947368421046,0.015233443821882351,0.03333333333333333,0.08928571428571434,1,2,13,25,,40,35,60,5.400000000000002,0.05921052631578944,5.8000000000000025,0.06359649122807014,27,29,33
14,B,all_agents,,,40,15,10,15,15,0,0.21842048139545225,0.167158984532131,0.6333242055259543,0.015453474888395803,114,30,0.75,57,3.719298245614035,1.456140350877193,31.825,415,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,B,participants_only,,,30,15,0,15,15,0,0.23800512501793025,0.18458904769827808,0.6333242055259543,0.01656117689259048,114,30,1.0,57,3.719298245614035,1.456140350877193,25.766666666666666,415,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,B,nonparticipants_only,,,10,0,10,0,0,0,0.15966655052801812,0.12731711296870302,0.47963609297702325,0.007527669685978136,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,B,step_totals,,,,,,,,,,,,,,,,,,,,,82.50000000000007,0.1,0.0012121212121212113,20.0,0.2424242424242422,0.0,0.0,50.0,0.6060606060606055,0.01574056723534804,0.1,0.0,0,5,7,50,1,40,37,50,6.400000000000003,0.07757575757575755,6.000000000000003,0.0727272727272727,32,30,39
