step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_practice,time_share_practice,time_observe,time_share_observe,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_practice,count_observe,count_make,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
16,D,all_agents,,,40,22,10,8,22,0,0.24553964257734423,0.19149515020518307,0.6770774444321987,0.02010738889100478,74,29,0.725,0,0.0,0.0,32.2,523,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,D,participants_only,,,30,22,0,8,22,0,0.26271570152098445,0.20295179595047746,0.6770774444321987,0.02188420988840058,74,29,0.9666666666666667,0,0.0,0.0,26.266666666666666,523,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,D,nonparticipants_only,,,10,0,10,0,0,0,0.1940114657464236,0.1581581037703511,0.5818448518714947,0.011236721888792545,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,D,step_totals,,,,,,,,,,,,,,,,,,,,,77.80000000000008,18.0,0.23136246786632367,,,48.0,0.6169665809768631,0.0,0.0,0.01599574662892824,0.14583333333333334,0.0,0,7,9,49,36,,48,35,6.400000000000003,0.08226221079691512,5.400000000000002,0.06940874035989712,32,27,36
17,D,all_agents,,,40,23,10,7,23,0,0.24984045724082693,0.1948898605770127,0.6899943466549108,0.021012829845675294,79,29,0.725,0,0.0,0.0,31.975,556,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,D,participants_only,,,30,23,0,7,23,0,0.26825353624152687,0.20592282593492406,0.6899943466549108,0.02301733150551323,79,29,0.9666666666666667,0,0.0,0.0,25.966666666666665,556,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,D,nonparticipants_only,,,10,0,10,0,0,0,0.19460122023872709,0.16148187886106458,0.5789356276121372,0.010930827126729275,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,D,step_totals,,,,,,,,,,,,,,,,,,,,,87.5000000000001,18.5,0.2114285714285712,,,57.0,0.6514285714285707,0.0,0.0,0.013650345273084282,0.08771929824561403,0.0,0,5,9,21,37,,57,35,6.200000000000003,0.07085714285714281,5.8000000000000025,0.06628571428571424,31,29,37
18,D,all_agents,,,40,24,10,6,24,0,0.253875030092592,0.19609950534995213,0.7023945727887143,0.02211024566679912,85,29,0.725,0,0.0,0.0,32.2,593,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,D,participants_only,,,30,24,0,6,24,0,0.2734383382498147,0.20827804452942084,0.7023945727887143,0.024403654313101587,85,29,0.9666666666666667,0,0.0,0.0,26.266666666666666,593,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,D,nonparticipants_only,,,10,0,10,0,0,0,0.19518510562092384,0.16114754225235112,0.5760409494740766,0.010637343415238228,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,D,step_totals,,,,,,,,,,,,,,,,,,,,,76.60000000000008,17.0,0.2219321148825063,,,48.0,0.6266318537859001,0.0,0.0,0.014882183077795636,0.125,0.0,0,6,11,49,34,,48,33,6.000000000000003,0.07832898172323755,5.600000000000002,0.07310704960835504,30,28,34
19,D,all_agents,,,40,27,10,3,27,0,0.25843106234670077,0.19605466256775214,0.7142987898771658,0.0231853431697197,94,29,0.725,0,0.0,0.0,31.975,632,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,D,participants_only,,,30,27,0,3,27,0,0.27931986314293283,0.20889307826801273,0.7142987898771658,0.025718343133139133,94,29,0.9666666666666667,0,0.0,0.0,25.966666666666665,632,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,D,nonparticipants_only,,,10,0,10,0,0,0,0.19576465995800463,0.162087869760763,0.5731607447267062,0.010350239295005422,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,D,step_totals,,,,,,,,,,,,,,,,,,,,,87.3000000000001,18.5,0.21191294387170653,,,57.0,0.652920962199312,0.0,0.0,0.014392546457464508,0.15789473684210525,0.0,0,9,10,21,37,,57,35,6.000000000000003,0.06872852233676971,5.8000000000000025,0.06643757159221073,30,29,37
20,D,all_agents,,,40,27,10,3,27,0,0.2625733215610143,0.1989051864097365,0.7257268382820792,0.024361701153672272,102,29,0.725,0,0.0,0.0,32.2,673,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,D,participants_only,,,30,27,0,3,27,0,0.2846513704247998,0.2178306878993549,0.7257268382820792,0.02717505279127658,102,29,0.9666666666666667,0,0.0,0.0,26.266666666666666,673,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,D,nonparticipants_only,,,10,0,10,0,0,0,0.19633917496965775,0.1612774304119592,0.5702949410030727,0.010072363341278933,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,D,step_totals,,,,,,,,,,,,,,,,,,,,,76.6000000000001,17.0,0.22193211488250625,,,48.0,0.6266318537859,0.0,0.0,0.015264937363361635,0.16666666666666666,0.0,0,8,11,49,34,,48,33,6.000000000000003,0.07832898172323753,5.600000000000002,0.07310704960835503,30,28,34
20,D,reachability,0.15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,all_agents,,,40,29,10,1,29,0,0.26690650485161405,0.20264429107219617,0.736697764750796,0.025510946638453057,109,29,0.725,0,0.0,0.0,31.975,713,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,participants_only,,,30,29,0,1,29,0,0.29023898399793996,0.21796513761387623,0.736697764750796,0.0285695821910558,109,29,0.9666666666666667,0,0.0,0.0,25.966666666666665,713,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,nonparticipants_only,,,10,0,10,0,0,0,0.19690906741263622,0.16047104325989936,0.5674434662980573,0.009802184983280024,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,D,step_totals,,,,,,,,,,,,,,,,,,,,,86.6000000000001,18.0,0.20785219399538082,,,57.0,0.658198614318706,0.0,0.0,0.01392483908535881,0.12280701754385964,0.0,0,7,11,20,36,,57,34,5.8000000000000025,0.06697459584295608,5.8000000000000025,0.06697459584295608,29,29,37
22,D,all_agents,,,40,30,10,0,30,0,0.2705852304105808,0.20278138319729605,0.7472298541607642,0.02671545278132643,117,29,0.725,0,0.0,0.0,32.2,751,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,D,participants_only,,,30,30,0,0,30,0,0.29495580066744814,0.22040634755887084,0.7472298541607642,0.030064038611612696,117,29,0.9666666666666667,0,0.0,0.0,26.266666666666666,751,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,D,nonparticipants_only,,,10,0,10,0,0,0,0.19747351963997886,0.15966868804359988,0.564606248966567,0.009542598954728764,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,D,step_totals,,,,,,,,,,,,,,,,,,,,,76.40000000000009,17.0,0.22251308900523534,,,48.0,0.6282722513088997,0.0,0.0,0.013864750489183841,0.16666666666666666,0.0,0,8,12,49,34,,48,33,5.8000000000000025,0.07591623036649209,5.600000000000002,0.07329842931937167,29,28,34
23,D,all_agents,,,40,30,10,0,30,0,0.2748022122646632,0.2094359943795151,0.7573406599943335,0.02784231732151533,123,29,0.725,0,0.0,0.0,31.975,792,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,D,participants_only,,,30,30,0,0,30,0,0.3003916127429495,0.22468155880654878,0.7573406599943335,0.03140774248396025,123,29,0.9666666666666667,0,0.0,0.0,25.966666666666665,792,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,D,nonparticipants_only,,,10,0,10,0,0,0,0.1980340108298045,0.15887034460338187,0.5617832177217341,0.009288232832123183,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,D,step_totals,,,,,,,,,,,,,,,,,,,,,86.3000000000001,17.5,0.20278099652375411,,,57.0,0.6604866743916563,0.0,0.0,0.013693282197486138,0.10526315789473684,0.0,0,6,10,18,35,,57,34,6.000000000000003,0.06952491309385858,5.8000000000000025,0.06720741599072996,30,29,37
24,D,all_agents,,,40,30,10,0,30,0,0.2785158657287696,0.20972480151849648,0.7670470335945602,0.029056506468924728,130,30,0.75,0,0.0,0.0,32.2,833,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,D,participants_only,,,30,30,0,0,30,0,0.30515813282315957,0.22562582800784547,0.7670470335945602,0.0328878983836755,130,30,1.0,0,0.0,0.0,26.266666666666666,833,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,D,nonparticipants_only,,,10,0,10,0,0,0,0.19858906444559973,0.15807599288036495,0.5589743016331254,0.00904460597352665,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,D,step_totals,,,,,,,,,,,,,,,,,,,,,76.40000000000009,17.0,0.22251308900523534,,,48.0,0.6282722513088997,0.0,0.0,0.014023280192447543,0.14583333333333334,0.0,0,7,12,49,34,,48,33,5.8000000000000025,0.07591623036649209,5.600000000000002,0.07329842931937167,29,28,34
25,D,all_agents,,,40,30,10,0,30,0,0.2826250581549178,0.21532013872392478,0.7763651522507777,0.03010753644856172,138,30,0.75,0,0.0,0.0,31.975,874,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,D,participants_only,,,30,30,0,0,30,0,0.3104532439045789,0.23014466652251658,0.7763651522507777,0.03411084367924622,138,30,1.0,0,0.0,0.0,25.966666666666665,874,,,,,,,,,,,,,,,,,,,,,,,,,,,
