step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_make,count_idle,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
0,B,reachability,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,all_agents,,,40,0,14,26,0,0,0.1771355640816152,0.16356704663431057,0.5357759776498592,0.0114937669464667,7,7,0.175,0,0.0,0.0,26.0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,participants_only,,,30,0,4,26,0,0,0.1759443534613297,0.16327671169542793,0.5357759776498592,0.010748673222967853,7,7,0.23333333333333334,0,0.0,0.0,24.666666666666668,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,nonparticipants_only,,,10,0,10,0,0,0,0.18070919594247178,0.1640373642086024,0.47832254810714336,0.01371202032406066,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,step_totals,,,,,,,,,,,,,,,,,,,,,84.0,4.000000000000002,0.04761904761904764,20.0,0.23809523809523808,60.0,0.7142857142857143,0.0,0.0,0.01983448059723453,0.11666666666666667,0.0,0,7,30,10,40,40,60,33,,,,,,,
2,B,all_agents,,,40,1,11,28,1,0,0.1830839638089901,0.17048544879680494,0.5407909957150634,0.01155707239546968,17,15,0.375,2,1.0,1.0,27.05,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,participants_only,,,30,1,1,28,1,0,0.18363602948663846,0.17642298447150773,0.5407909957150634,0.011016132680278986,17,15,0.5,2,1.0,1.0,24.4,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,nonparticipants_only,,,10,0,10,0,0,0,0.18142776677604502,0.1632171773875594,0.47593093536660763,0.013176234222892508,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,step_totals,,,,,,,,,,,,,,,,,,,,,87.4,4.000000000000002,0.04576659038901604,20.0,0.22883295194508008,59.0,0.6750572082379862,0.0,0.0,0.017916445337972254,0.13559322033898305,0.2380952380952382,2,8,19,8,40,40,59,32,1.2,0.013729977116704805,3.2000000000000006,0.03661327231121282,6,16,
3,B,all_agents,,,40,2,11,27,2,0,0.18928147069810158,0.17408440959661986,0.5591593558864608,0.011794305783043761,32,21,0.525,12,1.5833333333333333,1.1666666666666667,28.575,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,participants_only,,,30,2,1,27,2,0,0.1916631966473448,0.18046382716406026,0.5591593558864608,0.011479726481564955,32,21,0.7,12,1.5833333333333333,1.1666666666666667,24.766666666666666,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,nonparticipants_only,,,10,0,10,0,0,0,0.1821362928503719,0.1624010915006216,0.4735512806897746,0.0126699722655126,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,B,step_totals,,,,,,,,,,,,,,,,,,,,,88.8,4.000000000000002,0.045045045045045064,20.0,0.22522522522522523,59.0,0.6644144144144144,0.0,0.0,0.01830114146308458,0.0847457627118644,1.020408163265307,10,5,16,7,40,40,59,30,2.4,0.02702702702702703,3.400000000000001,0.0382882882882883,12,17,
4,B,all_agents,,,40,4,10,26,4,0,0.19423004926975898,0.17723471319872522,0.5767929816510023,0.012037557278062987,51,25,0.625,25,1.96,1.2,30.425,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
