step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_practice,time_share_practice,time_observe,time_share_observe,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_practice,count_observe,count_idle,count_make,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
0,A,reachability,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,all_agents,,,40,0,19,21,0,0,0.16698212484732203,0.14201494622033778,0.4692302811419631,0.010964964504836286,7,7,0.175,0,0.0,0.0,25.85,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,participants_only,,,30,0,9,21,0,0,0.16602227577380255,0.1524245932003408,0.4692302811419631,0.010308296971887189,7,7,0.23333333333333334,0,0.0,0.0,24.466666666666665,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,nonparticipants_only,,,10,0,10,0,0,0,0.16986167206788033,0.12460603654725383,0.46010645567195807,0.012923911380756346,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,A,step_totals,,,,,,,,,,,,,,,,,,,,,84.39999999999998,19.5,0.23104265402843607,3.900000000000002,0.046208530805687244,0.0,0.0,61.0,0.722748815165877,0.017840860586562295,0.11475409836065574,0.0,0,7,30,14,39,39,34,61,,,,,,,
2,A,all_agents,,,40,2,11,27,2,0,0.1738242431662202,0.14691907337579307,0.46688412973625326,0.010852417345944429,21,17,0.425,7,1.0,1.0,26.7,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,participants_only,,,30,2,1,27,2,0,0.1748924651646226,0.15804912946334637,0.46688412973625326,0.010301384368303312,21,17,0.5666666666666667,7,1.0,1.0,23.933333333333334,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,nonparticipants_only,,,10,0,10,0,0,0,0.17061957717101306,0.12398300636451756,0.45780592339359827,0.012491823100013334,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,step_totals,,,,,,,,,,,,,,,,,,,,,88.8,19.5,0.2195945945945946,3.900000000000002,0.04391891891891894,0.0,0.0,61.0,0.6869369369369369,0.02001975356622113,0.11475409836065574,0.8433734939759039,7,7,20,13,39,39,34,61,3.2000000000000006,0.03603603603603604,1.2,0.013513513513513514,16,6,
3,A,all_agents,,,40,2,11,27,2,0,0.18016335678398973,0.15706021344749063,0.48500680889498,0.010861464646577902,35,22,0.55,15,1.2,1.0,28.2,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,participants_only,,,30,2,1,27,2,0,0.18309540462280072,0.166403948731544,0.48500680889498,0.010418395534588657,35,22,0.7333333333333333,15,1.2,1.0,24.266666666666666,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,nonparticipants_only,,,10,0,10,0,0,0,0.17136721326755674,0.126725278903799,0.4555168937766303,0.012087509128196724,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,step_totals,,,,,,,,,,,,,,,,,,,,,88.60000000000002,19.5,0.22009029345372455,3.900000000000002,0.04401805869074493,0.0,0.0,59.0,0.6659142212189615,0.018690716930057125,0.1016949152542373,0.7920792079207928,8,6,14,13,39,39,33,59,3.2000000000000006,0.03611738148984198,3.0000000000000004,0.03386004514672686,16,15,
4,A,all_agents,,,40,2,11,27,2,0,0.1856348531730337,0.1617205519499773,0.4825817748505051,0.011055423267310127,49,29,0.725,25,1.76,1.2,30.4,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,participants_only,,,30,2,1,27,2,0,0.1901445256524939,0.1708376778185374,0.4825817748505051,0.010757281561567437,49,29,0.9666666666666667,25,1.76,1.2,25.533333333333335,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,nonparticipants_only,,,10,0,10,0,0,0,0.1721058357346529,0.12609165250928,0.45323930930774714,0.011705802634074185,0,0,0.0,0,0.0,0.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,A,step_totals,,,,,,,,,,,,,,,,,,,,,84.40000000000005,20.0,0.23696682464454963,4.000000000000002,0.04739336492890995,0.0,0.0,51.0,0.6042654028436015,0.01727558218558051,0.0784313725490196,0.746268656716419,10,4,2,23,40,40,40,51,5.000000000000002,0.05924170616113743,4.400000000000001,0.05213270142180093,25,22,23
5,A,all_agents,,,40,4,11,25,4,0,0.19042648376315435,0.16716195846661355,0.4801688659762525,0.011348097514795914,64,29,0.725,32,1.96875,1.1875,32.85,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,participants_only,,,30,4,1,25,4,0,0.19628968557803447,0.17390024756750944,0.4801688659762525,0.011212976745163557,64,29,0.9666666666666667,32,1.96875,1.1875,27.133333333333333,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,nonparticipants_only,,,10,0,10,0,0,0,0.17283687831851394,0.1254611942467336,0.4509731127612084,0.011340934197428822,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,A,step_totals,,,,,,,,,,,,,,,,,,,,,81.70000000000005,19.5,0.23867809057527525,3.800000000000002,0.046511627906976744,0.0,0.0,48.0,0.5875152998776006,0.01585536021273948,0.16666666666666666,0.492957746478874,7,8,2,23,39,38,39,48,4.600000000000001,0.05630354957160341,5.8000000000000025,0.07099143206854344,23,29,23
6,A,all_agents,,,40,7,10,23,7,0,0.19512246585056287,0.16774897505231912,0.49253069130947114,0.011620774823691827,66,29,0.725,32,1.96875,1.1875,33.475,184,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,A,participants_only,,,30,7,0,23,7,0,0.20231019649419588,0.1776687672427169,0.49253069130947114,0.01162205635197771,66,29,0.9666666666666667,32,1.96875,1.1875,27.966666666666665,184,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,A,nonparticipants_only,,,10,0,10,0,0,0,0.1735592739196639,0.12483388827549993,0.44871824719740233,0.010996968577169128,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,A,step_totals,,,,,,,,,,,,,,,,,,,,,80.30000000000005,20.0,0.24906600249065985,2.700000000000001,0.03362391033623909,0.0,0.0,46.0,0.5728518057285177,0.01591206532413384,0.043478260869565216,0.0,0,2,5,32,40,27,40,46,5.8000000000000025,0.07222914072229139,5.8000000000000025,0.07222914072229139,29,29,30
7,A,all_agents,,,40,7,10,23,7,0,0.20072536192226265,0.16870991759391762,0.5128294636570923,0.012082114682883133,74,29,0.725,33,2.0303030303030303,1.1818181818181819,33.65,218,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,participants_only,,,30,7,0,23,7,0,0.20954240891280804,0.18261472823445363,0.5128294636570923,0.012242149160447973,74,29,0.9666666666666667,33,2.0303030303030303,1.1818181818181819,28.2,218,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,nonparticipants_only,,,10,0,10,0,0,0,0.17427422095062642,0.12420971883412243,0.44647465596141533,0.01066912743858678,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,step_totals,,,,,,,,,,,,,,,,,,,,,89.3000000000001,19.5,0.21836506159014535,0.9999999999999999,0.01119820828667412,0.0,0.0,57.0,0.6382978723404248,0.01662311213720902,0.12280701754385964,0.07812500000000008,1,7,7,28,39,10,39,57,6.000000000000003,0.06718924972004475,5.8000000000000025,0.06494960806270993,30,29,26
