step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_make,count_idle,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
0,C,reachability,0.725,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,all_agents,,,40,0,14,26,0,0,0.1577225252276774,0.12320543587520133,0.5412550290942407,0.012080921508275097,6,6,0.15,0,0.0,0.0,25.925,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,participants_only,,,30,0,4,26,0,0,0.15910475000013108,0.13265136800429178,0.4595779429083232,0.011327138348613848,6,6,0.2,0,0.0,0.0,24.566666666666666,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,nonparticipants_only,,,10,0,10,0,0,0,0.15357585091031642,0.11199690897509884,0.5412550290942407,0.01431934444339983,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,step_totals,,,,,,,,,,,,,,,,,,,,,83.99999999999997,4.000000000000002,0.04761904761904766,20.0,0.23809523809523817,60.0,0.7142857142857145,0.0,0.0,0.019382484430338964,0.1,0.0,0,6,30,18,40,40,60,33,,,,,,,
2,C,all_agents,,,40,1,10,29,1,0,0.16424807792518084,0.129518349355283,0.5385487539487696,0.012082144381922658,9,9,0.225,0,0.0,0.0,26.9,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,participants_only,,,30,1,0,29,1,0,0.16751521974646144,0.13786858951655465,0.45728005319378157,0.011467496682537832,9,9,0.3,0,0.0,0.0,24.2,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,nonparticipants_only,,,10,0,10,0,0,0,0.154446652461339,0.11143692443022335,0.5385487539487696,0.013797996891912807,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,step_totals,,,,,,,,,,,,,,,,,,,,,87.00000000000001,4.000000000000002,0.04597701149425289,20.0,0.22988505747126434,59.0,0.6781609195402297,0.0,0.0,0.019464658026692113,0.05084745762711865,0.0,0,3,21,11,40,40,59,33,1.2,0.01379310344827586,2.8000000000000003,0.03218390804597701,6,14,
3,C,all_agents,,,40,2,10,28,2,0,0.17125662486321655,0.13695983314114046,0.5358560101790257,0.012265531290527988,16,15,0.375,0,0.0,0.0,28.225,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,participants_only,,,30,2,0,28,2,0,0.17657371060254873,0.14540437044639093,0.456432652790578,0.011804006593886657,16,15,0.5,0,0.0,0.0,24.3,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,nonparticipants_only,,,10,0,10,0,0,0,0.1553053676452201,0.11087973980807224,0.5358560101790257,0.013310848571339065,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,step_totals,,,,,,,,,,,,,,,,,,,,,88.60000000000001,3.800000000000002,0.04288939051918738,20.0,0.2257336343115124,60.0,0.6772009029345372,0.0,0.0,0.020405553306428376,0.11666666666666667,0.0,0,7,18,10,38,40,60,32,1.7999999999999998,0.020316027088036114,3.0000000000000004,0.033860045146726865,9,15,
