step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_missing_asset,reject_time_budget_exceeded,count_observe,count_practice,count_make,count_idle,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
6,C,nonparticipants_only,,,10,0,10,0,0,0,0.15905319071060287,0.12352806585116162,0.6066388198340544,0.012060607393130583,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,C,step_totals,,,,,,,,,,,,,,,,,,,,,84.40000000000005,3.0000000000000013,0.03554502369668246,20.0,0.23696682464454963,52.0,0.6161137440758291,0.0,0.0,0.013958440619722417,0.07692307692307693,0.0,0,4,38,7,30,40,52,40,3.2000000000000006,0.03791469194312795,6.200000000000003,0.07345971563981042,16,31,30
7,C,all_agents,,,40,6,10,24,6,0,0.19812537308839362,0.16120901855919828,0.6644460405130846,0.013623822289709313,29,18,0.45,0,0.0,0.0,32.9,195,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,participants_only,,,30,6,0,24,6,0,0.2108806899358296,0.18195238071447362,0.6644460405130846,0.013615948592553195,29,18,0.6,0,0.0,0.0,27.2,195,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,nonparticipants_only,,,10,0,10,0,0,0,0.15985942254608576,0.12291042552190581,0.6036056257348842,0.011695066086635864,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,step_totals,,,,,,,,,,,,,,,,,,,,,88.60000000000008,0.9999999999999999,0.011286681715575609,20.0,0.22573363431151222,58.0,0.6546275395033854,0.0,0.0,0.015487504634677655,0.05172413793103448,0.0,0,3,29,15,10,40,58,39,3.400000000000001,0.03837471783295709,6.200000000000003,0.06997742663656882,17,31,28
8,C,all_agents,,,40,7,10,23,7,0,0.20271997641593106,0.16852368194056888,0.6611238103105193,0.013952956699742116,33,20,0.5,0,0.0,0.0,33.225,219,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,C,participants_only,,,30,7,0,23,7,0,0.21674105262274973,0.18874770561506282,0.6611238103105193,0.01403426587227114,33,20,0.6666666666666666,0,0.0,0.0,27.633333333333333,219,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,C,nonparticipants_only,,,10,0,10,0,0,0,0.1606567477954751,0.12229587339429629,0.6005875976062097,0.011349942246186052,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,C,step_totals,,,,,,,,,,,,,,,,,,,,,85.90000000000008,0.1,0.0011641443538998827,20.0,0.23282887077997652,56.0,0.6519208381839342,0.0,0.0,0.014527765527001418,0.07142857142857142,0.0,0,4,40,18,1,40,56,40,3.600000000000001,0.04190919674039578,6.200000000000003,0.07217694994179275,18,31,31
9,C,all_agents,,,40,8,10,22,8,0,0.20748188439468418,0.17208274848203442,0.6578181912589667,0.01432459289800272,36,21,0.525,0,0.0,0.0,32.85,244,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,participants_only,,,30,8,0,22,8,0,0.22282656704549245,0.19031900906401483,0.6578181912589667,0.01448609383995071,36,21,0.7,0,0.0,0.0,27.133333333333333,244,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,nonparticipants_only,,,10,0,10,0,0,0,0.16144783644225938,0.12225805995975067,0.5975846596181786,0.011014578644310553,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,step_totals,,,,,,,,,,,,,,,,,,,,,89.80000000000008,,,20.0,0.22271714922048977,60.0,0.6681514476614693,0.0,0.0,0.014317332753660655,0.05,0.0,0,3,26,18,,40,60,39,3.800000000000001,0.04231625835189307,6.000000000000003,0.06681514476614696,19,30,30
10,C,all_agents,,,40,10,10,20,10,0,0.21256270863165996,0.17609475100910807,0.6545291003026719,0.014811669325172699,41,21,0.525,0,0.0,0.0,32.5,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,C,participants_only,,,30,10,0,20,10,0,0.22934003324689176,0.19446956967807127,0.6545291003026719,0.015057445208168097,41,21,0.7,0,0.0,0.0,26.666666666666668,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
