step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_practice,count_make,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
0,D,reachability,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D,all_agents,,,40,0,19,21,0,0,0.1619022347920243,0.1385246914331097,0.5912058301830839,0.011490901399829785,5,5,0.125,0,0.0,0.0,25.7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D,participants_only,,,30,0,9,21,0,0,0.15031454479455703,0.12350124182784061,0.5912058301830839,0.011052796167217946,5,5,0.16666666666666666,0,0.0,0.0,24.266666666666666,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D,nonparticipants_only,,,10,0,10,0,0,0,0.19666530478442618,0.1887078588318021,0.5802469307275154,0.011193922383936461,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D,step_totals,,,,,,,,,,,,,,,,,,,,,83.99999999999997,4.000000000000002,0.04761904761904766,20.0,0.23809523809523817,60.0,0.7142857142857145,0.0,0.0,0.01877224214069165,0.08333333333333333,0.0,0,5,30,14,40,40,60,35,,,,,,,
2,D,all_agents,,,40,1,13,26,1,0,0.16772734471411863,0.14333770980546834,0.6075575969757606,0.011342534076447185,7,6,0.15,0,0.0,0.0,26.45,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,participants_only,,,30,1,3,26,1,0,0.1578778068970145,0.13119346676966132,0.6075575969757606,0.011153732553882972,7,6,0.2,0,0.0,0.0,23.6,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,nonparticipants_only,,,10,0,10,0,0,0,0.19727595816543092,0.1888922662453903,0.5773456960738779,0.010744777901613054,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,step_totals,,,,,,,,,,,,,,,,,,,,,86.6,4.000000000000002,0.046189376443418036,20.0,0.2309468822170901,59.0,0.6812933025404158,0.0,0.0,0.017655926751554946,0.03389830508474576,0.0,0,2,24,10,40,40,59,34,2.8000000000000003,0.03233256351039261,0.8,0.009237875288683604,14,4,
3,D,all_agents,,,40,1,10,29,1,0,0.1740740487961097,0.14999933169452534,0.6232552930967302,0.011441715501089385,8,7,0.175,0,0.0,0.0,27.775,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,participants_only,,,30,1,0,29,1,0,0.16613956767017032,0.14242354783016797,0.6232552930967302,0.011563002758829686,8,7,0.23333333333333334,0,0.0,0.0,23.7,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,nonparticipants_only,,,10,0,10,0,0,0,0.19787749217392772,0.18794780491416335,0.5744589675935085,0.010322381839013831,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,step_totals,,,,,,,,,,,,,,,,,,,,,86.39999999999999,4.000000000000002,0.04629629629629632,20.0,0.2314814814814815,59.0,0.6828703703703705,0.0,0.0,0.019137124311826407,0.01694915254237288,0.0,0,1,25,10,40,40,59,34,2.4,0.02777777777777778,1.0,0.011574074074074075,12,5,
4,D,all_agents,,,40,2,10,28,2,0,0.1790834400387201,0.15631969175571425,0.6201390166312466,0.011333789512634392,11,9,0.225,0,0.0,0.0,29.0,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,participants_only,,,30,2,0,28,2,0,0.17262133083689912,0.14353343077540995,0.6201390166312466,0.01163555774578731,11,9,0.3,0,0.0,0.0,23.666666666666668,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,nonparticipants_only,,,10,0,10,0,0,0,0.198469767644183,0.1870080658895925,0.5715866727555409,0.009927378549140529,0,0,0.0,0,0.0,0.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.40000000000002,4.000000000000002,0.045248868778280556,20.0,0.22624434389140266,58.0,0.6561085972850678,0.0,0.0,0.0152156804787956,0.05172413793103448,0.0,0,3,10,21,40,40,58,39,5.000000000000002,0.056561085972850686,1.4,0.015837104072398186,25,7,23
5,D,all_agents,,,40,2,10,28,2,0,0.18364306424295515,0.15712289794627377,0.6170383215480904,0.011078038663133654,16,12,0.3,0,0.0,0.0,30.775,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,participants_only,,,30,2,0,28,2,0,0.17850564731843768,0.1489030282040969,0.6170383215480904,0.011482004027427,16,12,0.4,0,0.0,0.0,24.366666666666667,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,nonparticipants_only,,,10,0,10,0,0,0,0.19905531501650767,0.18607302556014454,0.5687287393917632,0.009549425938377789,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,step_totals,,,,,,,,,,,,,,,,,,,,,87.40000000000003,3.4000000000000017,0.03890160183066362,20.0,0.22883295194508,56.0,0.640732265446224,0.0,0.0,0.01423683197575408,0.08928571428571429,0.0,0,5,8,21,34,40,56,38,6.200000000000003,0.07093821510297484,1.7999999999999998,0.020594965675057197,31,9,34
6,D,all_agents,,,40,3,10,27,3,0,0.18853998835373295,0.1679560850781152,0.6323567886861667,0.011005835424034318,23,15,0.375,0,0.0,0.0,31.3,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,D,participants_only,,,30,3,0,27,3,0,0.18484254358705943,0.1549595593256698,0.6323567886861667,0.011554598166659592,23,15,0.5,0,0.0,0.0,25.066666666666666,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,D,nonparticipants_only,,,10,0,10,0,0,0,0.1996323226537534,0.18514266043234384,0.5658850956948044,0.009195494022527279,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,D,step_totals,,,,,,,,,,,,,,,,,,,,,84.40000000000003,2.600000000000001,0.030805687203791468,20.0,0.23696682464454966,53.0,0.6279620853080566,0.0,0.0,0.01573289271918386,0.1320754716981132,0.0,0,7,11,28,26,40,53,40,6.400000000000003,0.07582938388625593,2.4,0.02843601895734596,32,12,34
7,D,all_agents,,,40,4,10,26,4,0,0.19372809662852591,0.16954828545582934,0.6291950047427359,0.01088871478213219,26,15,0.375,0,0.0,0.0,31.575,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
