step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_practice,time_share_practice,time_observe,time_share_observe,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_practice,count_observe,count_make,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
0,C,reachability,0.675,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,all_agents,,,40,0,17,23,0,0,0.16691752288677997,0.1363323920490882,0.6272793414086859,0.014464172452361089,4,4,0.1,0,0.0,0.0,25.9,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,participants_only,,,30,0,7,23,0,0,0.1610748495975265,0.13563931730460949,0.54363650256378,0.013352490864488439,4,4,0.13333333333333333,0,0.0,0.0,24.533333333333335,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,nonparticipants_only,,,10,0,10,0,0,0,0.18444554275454036,0.13836750657158628,0.6272793414086859,0.017389575241999564,0,0,0.0,0,0.0,0.0,30.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,C,step_totals,,,,,,,,,,,,,,,,,,,,,83.99999999999997,20.0,0.23809523809523817,4.000000000000002,0.04761904761904766,60.0,0.7142857142857145,0.0,0.0,0.020044099315849658,0.06666666666666667,0.0,0,4,30,9,40,40,60,31,,,,,,,
2,C,all_agents,,,40,3,13,24,3,0,0.17304070797323437,0.13754554735570385,0.6241429447016424,0.014402415336867692,8,7,0.175,0,0.0,0.0,26.8,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,participants_only,,,30,3,3,24,3,0,0.16900955957063846,0.1371403400404266,0.5618910424612289,0.013521265419931604,8,7,0.23333333333333334,0,0.0,0.0,24.066666666666666,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,nonparticipants_only,,,10,0,10,0,0,0,0.1851341531810221,0.14092574317569284,0.6241429447016424,0.016850863198350937,0,0,0.0,0,0.0,0.0,35.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,step_totals,,,,,,,,,,,,,,,,,,,,,87.60000000000001,20.0,0.228310502283105,4.000000000000002,0.04566210045662102,60.0,0.684931506849315,0.0,0.0,0.01825351731686803,0.06666666666666667,0.0,0,4,24,7,40,40,60,29,3.0000000000000004,0.03424657534246576,0.6000000000000001,0.006849315068493151,15,3,
3,C,all_agents,,,40,6,10,24,6,0,0.179198240956815,0.141130232263398,0.6210222299781343,0.014529592671908271,14,12,0.3,0,0.0,0.0,28.2,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,participants_only,,,30,6,0,24,6,0,0.17699297844961667,0.141130232263398,0.5746142006621956,0.013907713742365945,14,12,0.4,0,0.0,0.0,24.266666666666666,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,nonparticipants_only,,,10,0,10,0,0,0,0.18581402847841,0.1402211144598144,0.6210222299781343,0.0163368712678274,0,0,0.0,0,0.0,0.0,40.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,C,step_totals,,,,,,,,,,,,,,,,,,,,,88.2,20.0,0.22675736961451246,3.800000000000002,0.04308390022675739,60.0,0.6802721088435374,0.0,0.0,0.018209387639489205,0.1,0.0,0,6,21,7,40,38,60,29,3.2000000000000006,0.036281179138322,1.2,0.013605442176870748,16,6,
4,C,all_agents,,,40,8,10,22,8,0,0.18464128371222935,0.14464764619077716,0.6179171188282436,0.014700113927845692,19,16,0.4,0,0.0,0.0,30.0,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,participants_only,,,30,8,0,22,8,0,0.1840265646023229,0.14536816103517947,0.5836212467551519,0.014316582028020976,19,16,0.5333333333333333,0,0.0,0.0,25.0,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,nonparticipants_only,,,10,0,10,0,0,0,0.18648544104194872,0.1395200088875153,0.6179171188282436,0.015846175072310828,0,0,0.0,0,0.0,0.0,45.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,C,step_totals,,,,,,,,,,,,,,,,,,,,,86.80000000000004,19.5,0.22465437788018422,3.700000000000002,0.04262672811059908,56.0,0.6451612903225803,0.0,0.0,0.016681325184390822,0.08928571428571429,0.0,0,5,8,22,39,37,56,34,5.400000000000002,0.06221198156682027,2.1999999999999997,0.025345622119815652,27,11,19
5,C,all_agents,,,40,10,10,20,10,0,0.18926949764161824,0.15032705030856325,0.6148275332341024,0.01483255188879644,25,17,0.425,0,0.0,0.0,32.25,154,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,participants_only,,,30,10,0,20,10,0,0.1899759107663576,0.15189550241908711,0.6002763968849458,0.014650925885239982,25,17,0.5666666666666667,0,0.0,0.0,26.333333333333332,154,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,nonparticipants_only,,,10,0,10,0,0,0,0.18715025826740014,0.13882240884307773,0.6148275332341024,0.015371441665432164,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,step_totals,,,,,,,,,,,,,,,,,,,,,82.80000000000005,19.0,0.22946859903381628,3.2000000000000015,0.03864734299516907,52.0,0.6280193236714972,0.0,0.0,0.015186191740825661,0.11538461538461539,0.0,0,6,8,19,38,32,52,34,5.600000000000002,0.06763285024154587,3.0000000000000004,0.036231884057970995,28,15,26
6,C,all_agents,,,40,9,10,21,9,0,0.19418891943119718,0.15536330123421693,0.611753395567932,0.014722674418910784,31,17,0.425,0,0.0,0.0,32.725,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,C,participants_only,,,30,9,0,21,9,0,0.1963164591906284,0.15745021702410056,0.5972750149005212,0.014638443607976935,31,17,0.5666666666666667,0,0.0,0.0,26.966666666666665,180,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,C,nonparticipants_only,,,10,0,10,0,0,0,0.18780630015290353,0.13812829679886235,0.611753395567932,0.0149210497465768,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,C,step_totals,,,,,,,,,,,,,,,,,,,,,83.50000000000006,20.0,0.23952095808383217,3.5000000000000018,0.04191616766467065,50.0,0.5988023952095805,0.0,0.0,0.016031297061264868,0.12,0.0,0,6,1,34,40,35,50,40,6.800000000000003,0.08143712574850298,3.2000000000000006,0.03832335329341315,34,16,33
7,C,all_agents,,,40,10,10,20,10,0,0.19922119848074438,0.15918131252854753,0.6086946285900923,0.014959510227940795,34,17,0.425,0,0.0,0.0,33.075,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,participants_only,,,30,10,0,20,10,0,0.20280952706282926,0.16335440439353502,0.5942886398260185,0.015066327787820829,34,17,0.5666666666666667,0,0.0,0.0,27.433333333333334,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,nonparticipants_only,,,10,0,10,0,0,0,0.1884562127344897,0.13743765531486804,0.6086946285900923,0.014484544324144605,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,step_totals,,,,,,,,,,,,,,,,,,,,,85.80000000000007,19.5,0.2272727272727271,0.8999999999999999,0.01048951048951048,56.0,0.6526806526806521,0.0,0.0,0.01580076248784169,0.05357142857142857,0.0,0,3,18,24,39,9,56,35,6.000000000000003,0.06993006993006991,3.400000000000001,0.039627039627039604,30,17,28
8,C,all_agents,,,40,10,10,20,10,0,0.20436086709768345,0.16754264732316848,0.6056511554471418,0.01504821006795008,38,19,0.475,0,0.0,0.0,33.525,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,C,participants_only,,,30,10,0,20,10,0,0.2094485607017016,0.16885989238614607,0.5998686317583191,0.015270611277208962,38,19,0.6333333333333333,0,0.0,0.0,28.033333333333335,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,C,nonparticipants_only,,,10,0,10,0,0,0,0.18909778628562904,0.14079204956342084,0.6056511554471418,0.014070390925673037,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,C,step_totals,,,,,,,,,,,,,,,,,,,,,85.80000000000008,19.5,0.22727272727272704,0.7,0.00815850815850815,55.0,0.6410256410256404,0.0,0.0,0.01618596011052086,0.07272727272727272,0.0,0,4,13,37,39,7,55,39,7.200000000000004,0.08391608391608388,3.400000000000001,0.0396270396270396,36,17,32
9,C,all_agents,,,40,10,10,20,10,0,0.20977386130882233,0.1708921623662048,0.602622899669906,0.015407107892887295,39,20,0.5,0,0.0,0.0,33.25,269,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,participants_only,,,30,10,0,20,10,0,0.21645376182589118,0.17305552580402106,0.5968692885995275,0.015808920363193684,39,20,0.6666666666666666,0,0.0,0.0,27.666666666666668,269,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,C,nonparticipants_only,,,10,0,10,0,0,0,0.18973415975761576,0.14111558009557615,0.602622899669906,0.013666217630952888,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
