step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_practice,time_share_practice,time_make,time_share_make,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_missing_asset,reject_time_budget_exceeded,count_observe,count_practice,count_make,count_idle,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
25,D,nonparticipants_only,,,10,0,10,0,0,0,0.17324379805127244,0.1395177213896317,0.551529481571167,0.007043935629957358,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,D,step_totals,,,,,,,,,,,,,,,,,,,,,86.90000000000009,,,19.5,0.22439585730724948,57.0,0.6559263521288831,0.0,0.0,0.011643585151994663,0.12280701754385964,0.0,0,7,26,18,,39,57,36,6.000000000000003,0.0690448791714614,4.400000000000001,0.05063291139240503,30,22,35
26,D,all_agents,,,40,30,10,0,30,0,0.27935300998975643,0.20480605689434714,0.7875153297091029,0.0312683889853135,144,30,0.75,0,0.0,0.0,32.05,840,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,D,participants_only,,,30,30,0,0,30,0,0.31449308011255805,0.22555111267727715,0.7875153297091029,0.03446428131651053,144,30,1.0,0,0.0,0.0,26.066666666666666,840,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,D,nonparticipants_only,,,10,0,10,0,0,0,0.17393279962135175,0.1434048492555478,0.5487718341633111,0.006862817652897452,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,D,step_totals,,,,,,,,,,,,,,,,,,,,,76.2000000000001,,,17.0,0.2230971128608921,47.0,0.6167979002624664,0.0,0.0,0.012203958775281316,0.10638297872340426,0.0,0,5,56,9,,34,47,33,6.000000000000003,0.07874015748031489,6.200000000000003,0.08136482939632539,30,31,33
27,D,all_agents,,,40,30,10,0,30,0,0.28308492682387737,0.20603424111125154,0.7960147165207387,0.032449244056471066,150,30,0.75,0,0.0,0.0,31.8,879,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,D,participants_only,,,30,30,0,0,30,0,0.31924072049291463,0.2288822546094771,0.7960147165207387,0.03580854632876696,150,30,1.0,0,0.0,0.0,25.733333333333334,879,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,D,nonparticipants_only,,,10,0,10,0,0,0,0.1746175458167655,0.14458428426009934,0.5460279749924946,0.0066844402495274315,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,D,step_totals,,,,,,,,,,,,,,,,,,,,,85.70000000000007,,,18.5,0.21586931155192512,57.0,0.6651108518086342,0.0,0.0,0.012347156699921634,0.10526315789473684,0.0,0,6,25,19,,37,57,36,6.000000000000003,0.07001166861143521,4.200000000000001,0.04900816802800464,30,21,35
28,D,all_agents,,,40,30,10,0,30,0,0.2862296006278195,0.20890269979779677,0.8041741278599092,0.033653377452240577,154,30,0.75,0,0.0,0.0,32.05,918,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,D,participants_only,,,30,30,0,0,30,0,0.3232070142333447,0.2301766627037546,0.8041741278599092,0.03723139681775155,154,30,1.0,0,0.0,0.0,26.066666666666666,918,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,D,nonparticipants_only,,,10,0,10,0,0,0,0.17529735981124392,0.14434411279717924,0.543297835117532,0.006511369952258709,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,D,step_totals,,,,,,,,,,,,,,,,,,,,,76.00000000000009,,,17.0,0.22368421052631554,47.0,0.6184210526315782,0.0,0.0,0.012305557559939477,0.0851063829787234,0.0,0,4,56,10,,34,47,33,6.000000000000003,0.07894736842105257,6.000000000000003,0.07894736842105257,30,30,33
29,D,all_agents,,,40,30,10,0,30,0,0.28966266486175807,0.20915895860934136,0.8120071627455128,0.03484738033430591,160,30,0.75,0,0.0,0.0,31.8,956,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,D,participants_only,,,30,30,0,0,30,0,0.32755962501610136,0.2325967714784618,0.8120071627455128,0.038603317667272166,160,30,1.0,0,0.0,0.0,25.733333333333334,956,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,D,nonparticipants_only,,,10,0,10,0,0,0,0.17597178439872813,0.14570492444214667,0.5405813459419444,0.006345413268128514,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,D,step_totals,,,,,,,,,,,,,,,,,,,,,85.10000000000008,,,18.5,0.2173913043478259,57.0,0.6698002350176256,0.0,0.0,0.01161291653207169,0.10526315789473684,0.0,0,6,23,22,,37,57,36,6.000000000000003,0.0705052878965922,3.600000000000001,0.04230317273795532,30,18,35
30,D,all_agents,,,40,30,10,0,29,1,0.2925067929712965,0.213449067591659,0.8195268762356922,0.036033224018826915,167,30,0.75,0,0.0,0.0,32.05,994,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,D,participants_only,,,30,30,0,0,29,1,0.3311284442800394,0.2319470962792296,0.8195268762356922,0.04001683009352454,167,30,1.0,0,0.0,0.0,26.066666666666666,994,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,D,nonparticipants_only,,,10,0,10,0,0,0,0.17664183904506797,0.14805013804577175,0.5378784392122347,0.006182822396964624,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,D,step_totals,,,,,,,,,,,,,,,,,,,,,75.5000000000001,,,16.5,0.2185430463576156,47.0,0.6225165562913899,0.0,0.0,0.011474238741608028,0.14893617021276595,0.0,0,7,56,10,,33,47,33,6.000000000000003,0.07947019867549662,6.000000000000003,0.07947019867549662,30,30,33
30,D,reachability,0.175,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,D,all_agents,,,40,30,10,0,29,1,0.29607722530599917,0.21349101533469209,0.8267458011862645,0.037193905322138475,175,30,0.75,0,0.0,0.0,31.8,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,D,participants_only,,,30,30,0,0,29,1,0.3356672916189653,0.23840748313910126,0.8267458011862645,0.04131390857952891,175,30,1.0,0,0.0,0.0,25.733333333333334,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,D,nonparticipants_only,,,10,0,10,0,0,0,0.1773070263671007,0.1499418144396809,0.5351890470161735,0.006025415341986477,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,D,step_totals,,,,,,,,,,,,,,,,,,,,,84.30000000000007,,,17.5,0.2075919335705811,57.0,0.6761565836298927,0.0,0.0,0.01214405885244618,0.14035087719298245,0.0,0,8,22,21,,35,57,34,6.000000000000003,0.07117437722419927,3.800000000000001,0.045077105575326196,30,19,35
32,D,all_agents,,,40,30,10,0,28,2,0.2987374698472888,0.21544530280855456,0.8336759691388139,0.038318849077947345,182,30,0.75,0,0.0,0.0,32.05,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,D,participants_only,,,30,30,0,0,28,2,0.338994121134349,0.2379238524961345,0.8336759691388139,0.04265183428350294,182,30,1.0,0,0.0,0.0,26.066666666666666,1073,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,D,nonparticipants_only,,,10,0,10,0,0,0,0.17796751598610788,0.15107922872919888,0.5325131017810927,0.005872717787104898,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,D,step_totals,,,,,,,,,,,,,,,,,,,,,75.50000000000009,,,16.5,0.21854304635761565,47.0,0.62251655629139,0.0,0.0,0.010922514049138882,0.14893617021276595,0.0,0,7,56,10,,33,47,33,6.000000000000003,0.07947019867549664,6.000000000000003,0.07947019867549664,30,30,33
33,D,all_agents,,,40,30,10,0,28,2,0.30211163861288426,0.2184602509051302,0.8403289303732614,0.039418204456481934,188,30,0.75,0,0.0,0.0,31.8,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,D,participants_only,,,30,30,0,0,28,2,0.34327431497023725,0.24129213236679167,0.8403289303732614,0.04387228328933152,188,30,1.0,0,0.0,0.0,25.733333333333334,1114,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,D,nonparticipants_only,,,10,0,10,0,0,0,0.1786236095408252,0.1529417196311833,0.5298505362721873,0.005723576859130898,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,D,step_totals,,,,,,,,,,,,,,,,,,,,,84.10000000000007,,,17.5,0.20808561236623052,57.0,0.6777645659928652,0.0,0.0,0.011632058734702707,0.10526315789473684,0.0,0,6,22,22,,35,57,35,6.000000000000003,0.07134363852556477,3.600000000000001,0.04280618311533886,30,18,35
34,D,all_agents,,,40,30,10,0,28,2,0.30459423731700724,0.21888041560100818,0.8467157731583309,0.04047378792232775,191,30,0.75,0,0.0,0.0,32.05,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,D,participants_only,,,30,30,0,0,28,2,0.34636710901542317,0.24361907480984085,0.8467157731583309,0.04512618540335742,191,30,1.0,0,0.0,0.0,26.066666666666666,1150,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,D,nonparticipants_only,,,10,0,10,0,0,0,0.17927562222175938,0.15351594612789932,0.5272012835908263,0.0055769217600509105,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,D,step_totals,,,,,,,,,,,,,,,,,,,,,75.50000000000009,,,16.5,0.21854304635761565,47.0,0.62251655629139,0.0,0.0,0.010390613245002983,0.06382978723404255,0.0,0,3,56,10,,33,47,33,6.000000000000003,0.07947019867549664,6.000000000000003,0.07947019867549664,30,30,33
35,D,all_agents,,,40,30,10,0,28,2,0.3075525041390064,0.22120356116932474,0.8528471422319976,0.04148809620791731,194,30,0.75,0,0.0,0.0,31.8,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,D,participants_only,,,30,30,0,0,28,2,0.35009574582903363,0.24733829637920562,0.8528471422319976,0.046265861340728257,194,30,1.0,0,0.0,0.0,25.733333333333334,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,D,nonparticipants_only,,,10,0,10,0,0,0,0.179922779068925,0.1561519999752774,0.5245652771728722,0.005435671847531693,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,D,step_totals,,,,,,,,,,,,,,,,,,,,,82.80000000000008,,,16.0,0.19323671497584521,57.0,0.6884057971014486,0.0,0.0,0.010666275392460829,0.05263157894736842,0.0,0,3,22,21,,32,57,34,6.000000000000003,0.07246376811594199,3.800000000000001,0.04589371980676325,30,19,33
36,D,all_agents,,,40,30,10,0,27,3,0.3098606992663225,0.22133874500880232,0.8587332565427177,0.04253569618075387,200,30,0.75,0,0.0,0.0,32.05,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,D,participants_only,,,30,30,0,0,27,3,0.35295902486330966,0.24940431823749137,0.8587332565427177,0.0475185689736759,200,30,1.0,0,0.0,0.0,26.066666666666666,1224,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,D,nonparticipants_only,,,10,0,10,0,0,0,0.180565722475361,0.15725589939726325,0.5219424507870077,0.005297489770820745,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,D,step_totals,,,,,,,,,,,,,,,,,,,,,75.00000000000009,,,16.0,0.2133333333333331,47.0,0.6266666666666659,0.0,0.0,0.009945267940088421,0.1276595744680851,0.0,0,6,56,10,,32,47,32,6.000000000000003,0.07999999999999995,6.000000000000003,0.07999999999999995,30,30,32
37,D,all_agents,,,40,30,10,0,25,5,0.3130018452331533,0.22350764890144137,0.8601459239772905,0.04363170146677956,205,30,0.75,0,0.0,0.0,31.8,1267,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,D,participants_only,,,30,30,0,0,25,5,0.3569344231008514,0.249268419669029,0.8601459239772905,0.04873408357981399,205,30,1.0,0,0.0,0.0,25.733333333333334,1267,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,D,nonparticipants_only,,,10,0,10,0,0,0,0.18120411163005887,0.15905270489449322,0.5193327385330727,0.005163698350459937,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,D,step_totals,,,,,,,,,,,,,,,,,,,,,82.80000000000007,,,16.0,0.19323671497584524,57.0,0.6884057971014487,0.0,0.0,0.011213185771158348,0.08771929824561403,0.0,0,5,22,21,,32,57,33,6.000000000000003,0.072463768115942,3.800000000000001,0.04589371980676326,30,19,33
38,D,all_agents,,,40,30,10,0,25,5,0.31537020625052253,0.22281226758217387,0.8657400870181989,0.044635979363453204,209,30,0.75,0,0.0,0.0,32.05,1306,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,D,participants_only,,,30,30,0,0,25,5,0.35988096610695647,0.2521283815074552,0.8657400870181989,0.049911651616359964,209,30,1.0,0,0.0,0.0,26.066666666666666,1306,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,D,nonparticipants_only,,,10,0,10,0,0,0,0.18183792668122065,0.15966245442802268,0.5167360748404074,0.005034469688767326,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,D,step_totals,,,,,,,,,,,,,,,,,,,,,75.00000000000009,,,16.0,0.2133333333333331,47.0,0.6266666666666659,0.0,0.0,0.010170783142643209,0.0851063829787234,0.0,0,4,56,10,,32,47,32,6.000000000000003,0.07999999999999995,6.000000000000003,0.07999999999999995,30,30,32
39,D,all_agents,,,40,30,10,0,25,5,0.31845630633477795,0.2252622071113192,0.871110483537471,0.0457410940252379,216,30,0.75,0,0.0,0.0,31.8,1351,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,D,participants_only,,,30,30,0,0,25,5,0.3637857108654117,0.2508677395999179,0.871110483537471,0.05113365261813358,216,30,1.0,0,0.0,0.0,25.733333333333334,1351,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,D,nonparticipants_only,,,10,0,10,0,0,0,0.1824680927428765,0.1608541899130942,0.5141523944662053,0.0049063592653287086,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,D,step_totals,,,,,,,,,,,,,,,,,,,,,82.80000000000008,,,16.0,0.19323671497584521,57.0,0.6884057971014486,0.0,0.0,0.011074482760833285,0.12280701754385964,0.0,0,7,22,21,,32,57,33,6.000000000000003,0.07246376811594199,3.800000000000001,0.04589371980676325,30,19,33
40,D,all_agents,,,40,30,10,0,25,5,0.320577544669443,0.2255457853530946,0.8762660641959722,0.0467065427251021,224,30,0.75,0,0.0,0.0,32.05,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,D,participants_only,,,30,30,0,0,25,5,0.36640527673127526,0.2528204614263524,0.8762660641959722,0.05228119591250337,224,30,1.0,0,0.0,0.0,26.066666666666666,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,D,nonparticipants_only,,,10,0,10,0,0,0,0.18309434848394612,0.1625411605593623,0.5115816324938742,0.0047804108517252,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,D,step_totals,,,,,,,,,,,,,,,,,,,,,75.0000000000001,,,16.0,0.21333333333333304,47.0,0.6266666666666658,0.0,0.0,0.009418967167120594,0.1702127659574468,0.0,0,8,55,10,,32,47,32,6.000000000000003,0.07999999999999993,6.000000000000003,0.07999999999999993,30,30,32
40,D,reachability,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,D,all_agents,,,40,30,10,0,25,5,0.32355179679478957,0.22745922261932733,0.8812154216281333,0.047766734022359786,229,30,0.75,0,0.0,0.0,31.8,1434,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,D,participants_only,,,30,30,0,0,25,5,0.37016390865422405,0.2515563591192207,0.8812154216281333,0.053444476048047036,229,30,1.0,0,0.0,0.0,25.733333333333334,1434,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,D,nonparticipants_only,,,10,0,10,0,0,0,0.18371546121648627,0.1624933227269172,0.5090237243314049,0.004661240281340891,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,D,step_totals,,,,,,,,,,,,,,,,,,,,,82.10000000000008,,,15.5,0.18879415347137618,57.0,0.6942752740560285,0.0,0.0,0.010872751028042214,0.08771929824561403,0.0,0,5,20,22,,31,57,32,6.000000000000003,0.07308160779537146,3.600000000000001,0.043848964677222865,30,18,32
42,D,all_agents,,,40,30,10,0,26,4,0.32564576658144495,0.22683395686960556,0.8859668047630079,0.04867966668699107,237,30,0.75,0,0.0,0.0,32.05,1473,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,D,participants_only,,,30,30,0,0,26,4,0.3727502436987607,0.254935026181188,0.8859668047630079,0.05451569872357902,237,30,1.0,0,0.0,0.0,26.066666666666666,1473,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,D,nonparticipants_only,,,10,0,10,0,0,0,0.18433233522949738,0.16364838874264898,0.5064786057097478,0.00454558940327845,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,D,step_totals,,,,,,,,,,,,,,,,,,,,,74.80000000000008,,,16.0,0.2139037433155078,47.0,0.6283422459893041,0.0,0.0,0.009388915544759232,0.1702127659574468,0.0,0,8,55,11,,32,47,32,6.000000000000003,0.08021390374331545,5.8000000000000025,0.0775401069518716,30,29,32
43,D,all_agents,,,40,30,10,0,25,5,0.3284026788023003,0.22682641949541757,0.8905281325724876,0.04972343494076871,246,30,0.75,0,0.0,0.0,31.8,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,D,participants_only,,,30,30,0,0,25,5,0.3762216513851578,0.25366035105028206,0.8905281325724876,0.05567444271097881,246,30,1.0,0,0.0,0.0,25.733333333333334,1518,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,D,nonparticipants_only,,,10,0,10,0,0,0,0.18494576105372784,0.16449520251428323,0.503946212681199,0.004430561963577515,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,D,step_totals,,,,,,,,,,,,,,,,,,,,,81.40000000000008,,,15.0,0.1842751842751841,57.0,0.7002457002456995,0.0,0.0,0.010361393607637083,0.15789473684210525,0.0,0,9,18,23,,30,57,32,6.000000000000003,0.07371007371007367,3.400000000000001,0.04176904176904174,30,17,32
44,D,all_agents,,,40,30,10,0,25,5,0.3304402801457652,0.2284334821617464,0.8949070072695882,0.0505839231217549,255,30,0.75,0,0.0,0.0,32.05,1558,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,D,participants_only,,,30,30,0,0,25,5,0.3787353310149087,0.25642834451625596,0.8949070072695882,0.05667608652154966,255,30,1.0,0,0.0,0.0,26.066666666666666,1558,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,D,nonparticipants_only,,,10,0,10,0,0,0,0.18555512753833442,0.16542889969597746,0.501426481617793,0.004318489660932631,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,D,step_totals,,,,,,,,,,,,,,,,,,,,,74.10000000000008,,,15.5,0.20917678812415633,47.0,0.6342780026990547,0.0,0.0,0.009344842283328691,0.19148936170212766,0.0,0,9,55,12,,31,47,32,6.000000000000003,0.08097165991902829,5.600000000000002,0.07557354925775973,30,28,32
45,D,all_agents,,,40,30,10,0,24,6,0.3328828810445444,0.22966245602261054,0.8991107269788047,0.051577134574475776,259,30,0.75,0,0.0,0.0,31.8,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,D,participants_only,,,30,30,0,0,24,6,0.38179043441649985,0.25670941857585416,0.8991107269788047,0.05779833060426635,259,30,1.0,0,0.0,0.0,25.733333333333334,1600,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,D,nonparticipants_only,,,10,0,10,0,0,0,0.1861602209286781,0.16658480897758643,0.49891934920970404,0.00421016116313601,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,D,step_totals,,,,,,,,,,,,,,,,,,,,,81.60000000000007,,,15.0,0.18382352941176455,57.0,0.6985294117647053,0.0,0.0,0.009428978036747058,0.07017543859649122,0.0,0,4,18,22,,30,57,32,6.000000000000003,0.07352941176470586,3.600000000000001,0.044117647058823505,30,18,32
46,D,all_agents,,,40,30,10,0,24,6,0.33462684325223624,0.23077501833319655,0.9031462978996525,0.05236429125761786,265,30,0.75,0,0.0,0.0,32.05,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,D,participants_only,,,30,30,0,0,24,6,0.38391541888780006,0.2575467580975779,0.9031462978996525,0.05873312753584694,265,30,1.0,0,0.0,0.0,26.066666666666666,1637,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,D,nonparticipants_only,,,10,0,10,0,0,0,0.18676111634554476,0.16718622079819032,0.4964247524636555,0.004105418164738267,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,D,step_totals,,,,,,,,,,,,,,,,,,,,,73.90000000000008,,,15.5,0.20974289580514185,47.0,0.6359945872801076,0.0,0.0,0.008443525250859537,0.1276595744680851,0.0,0,6,55,13,,31,47,32,6.000000000000003,0.08119079837618398,5.400000000000002,0.07307171853856559,30,27,32
47,D,all_agents,,,40,30,10,0,23,7,0.33721501895638845,0.23013841507152197,0.9070204459836664,0.053294959799415106,271,30,0.75,0,0.0,0.0,31.8,1683,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,D,participants_only,,,30,30,0,0,23,7,0.3871671875759675,0.2598505677640629,0.9070204459836664,0.059745159395516924,271,30,1.0,0,0.0,0.0,25.733333333333334,1683,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,D,nonparticipants_only,,,10,0,10,0,0,0,0.1873585130976512,0.16797775291317182,0.49394262870133726,0.00400173121352332,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,D,step_totals,,,,,,,,,,,,,,,,,,,,,80.20000000000007,,,14.0,0.17456359102244373,57.0,0.7107231920199495,0.0,0.0,0.010077350137070498,0.10526315789473684,0.0,0,6,17,24,,28,57,30,6.000000000000003,0.07481296758104734,3.2000000000000006,0.039900249376558575,30,16,31
48,D,all_agents,,,40,30,10,0,23,7,0.33878756254507475,0.2300755637790204,0.9107396281443197,0.054043159803522325,273,30,0.75,0,0.0,0.0,32.05,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,D,participants_only,,,30,30,0,0,23,7,0.389066104447647,0.2626674019073205,0.9107396281443197,0.06064552255934141,273,30,1.0,0,0.0,0.0,26.066666666666666,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,D,nonparticipants_only,,,10,0,10,0,0,0,0.18795193683735814,0.16882142035983083,0.49147291555783057,0.003900890225880571,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,D,step_totals,,,,,,,,,,,,,,,,,,,,,73.40000000000006,,,15.0,0.204359673024523,47.0,0.6403269754768387,0.0,0.0,0.007988541234097722,0.0425531914893617,0.0,0,2,54,13,,30,47,32,6.000000000000003,0.08174386920980924,5.400000000000002,0.0735694822888283,30,27,33
49,D,all_agents,,,40,30,10,0,23,7,0.34114637567082057,0.23248385055110032,0.9143100430185469,0.055013081882274946,282,30,0.75,0,0.0,0.0,31.8,1766,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,D,participants_only,,,30,30,0,0,23,7,0.39201445502492427,0.2613540648977839,0.9143100430185469,0.06173380873715578,282,30,1.0,0,0.0,0.0,25.733333333333334,1766,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,D,nonparticipants_only,,,10,0,10,0,0,0,0.18854213760850932,0.16954242422062515,0.4890155509800414,0.0038001633515276825,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,D,step_totals,,,,,,,,,,,,,,,,,,,,,79.20000000000006,,,13.0,0.164141414141414,57.0,0.7196969696969692,0.0,0.0,0.009553733261517434,0.15789473684210525,0.0,0,9,15,24,,26,57,29,6.000000000000003,0.07575757575757573,3.2000000000000006,0.04040404040404038,30,16,31
50,D,all_agents,,,40,30,10,0,23,7,0.34284363511915655,0.23252402922738263,0.917737641297805,0.05567391980423936,289,30,0.75,0,0.0,0.0,32.05,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,D,participants_only,,,30,30,0,0,23,7,0.39408225806009095,0.260047294573295,0.917737641297805,0.06249542647945105,289,30,1.0,0,0.0,0.0,26.066666666666666,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,D,nonparticipants_only,,,10,0,10,0,0,0,0.18912776629635353,0.17070911062906394,0.4865704732251412,0.003704642008005388,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,D,step_totals,,,,,,,,,,,,,,,,,,,,,73.20000000000007,,,15.0,0.20491803278688503,47.0,0.6420765027322398,0.0,0.0,0.008448515942023374,0.14893617021276595,0.0,0,7,54,14,,30,47,32,6.000000000000003,0.08196721311475405,5.200000000000002,0.07103825136612017,30,26,33
50,D,reachability,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,D,all_agents,,,40,30,10,0,23,7,0.34502986101491173,0.23318422549857998,0.9210281356458928,0.056547624169063816,295,30,0.75,0,0.0,0.0,31.8,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,D,participants_only,,,30,30,0,0,23,7,0.3968032804819487,0.25874705810042853,0.9210281356458928,0.06347106647088052,295,30,1.0,0,0.0,0.0,25.733333333333334,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,D,nonparticipants_only,,,10,0,10,0,0,0,0.18970960261380085,0.17211698036607226,0.48413762085901546,0.003611453703896586,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,D,step_totals,,,,,,,,,,,,,,,,,,,,,77.80000000000007,,,12.0,0.1542416452442158,57.0,0.7326478149100251,0.0,0.0,0.009240934097398068,0.10526315789473684,0.0,0,6,15,26,,24,57,28,6.000000000000003,0.07712082262210794,2.8000000000000003,0.03598971722365036,30,14,29
52,D,all_agents,,,40,30,10,0,23,7,0.3465920793098404,0.2331133813056538,0.9241870102200571,0.05720199615217741,302,30,0.75,0,0.0,0.0,32.05,1887,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,D,participants_only,,,30,30,0,0,23,7,0.3986935617457076,0.2574533228099264,0.9241870102200571,0.06423749335109728,302,30,1.0,0,0.0,0.0,26.066666666666666,1887,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,D,nonparticipants_only,,,10,0,10,0,0,0,0.1902876320022385,0.17260241237391144,0.4817169327547204,0.0035207308912379187,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,D,step_totals,,,,,,,,,,,,,,,,,,,,,72.90000000000008,,,14.5,0.1989026063100135,47.0,0.6447187928669403,0.0,0.0,0.008079502785134888,0.14893617021276595,0.0,0,7,54,14,,29,47,32,6.000000000000003,0.08230452674897114,5.400000000000002,0.07407407407407403,30,27,33
