step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_practice,time_share_practice,time_observe,time_share_observe,time_idle,time_share_idle,time_make,time_share_make,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_practice,count_observe,count_idle,count_make,time_share,time_share_share,time_ask,time_share_ask,count_share,count_ask,reject_insufficient_material
11,D,participants_only,,,30,13,0,17,13,0,0.22848732221149706,0.1960039652923622,0.6454485739745467,0.014888581914015328,43,22,0.7333333333333333,0,0.0,0.0,25.8,304,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,nonparticipants_only,,,10,0,10,0,0,0,0.18472481468357468,0.1487483552564511,0.667519246845736,0.016176537060203583,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.5000000000001,20.0,0.2259887005649715,0.1,0.0011299435028248575,0.0,0.0,57.0,0.6440677966101688,0.015162490428439908,0.07017543859649122,0.0,0,4,10,32,40,1,38,57,4.200000000000001,0.04745762711864403,7.200000000000004,0.08135593220338978,21,36,39
12,D,all_agents,,,40,13,10,17,13,0,0.22207076200084272,0.18852281065933768,0.6641816506115074,0.0161629717502534,45,23,0.575,0,0.0,0.0,31.775,334,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,participants_only,,,30,13,0,17,13,0,0.23430259053739513,0.20029018278936106,0.6596306310155649,0.015687678617464514,45,23,0.7666666666666667,0,0.0,0.0,25.7,334,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,nonparticipants_only,,,10,0,10,0,0,0,0.18537527639118537,0.15018673749835637,0.6641816506115074,0.01579343959644863,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,step_totals,,,,,,,,,,,,,,,,,,,,,82.1000000000001,20.0,0.24360535931790472,0.1,0.0012180267965895236,0.0,0.0,50.0,0.6090133982947618,0.015162227992332723,0.04,0.0,0,2,6,47,40,1,39,50,4.400000000000001,0.05359317904993905,7.600000000000004,0.09257003654080384,22,38,43
13,D,all_agents,,,40,14,10,16,14,0,0.22650240159819404,0.1891117299200595,0.6732454057749423,0.016837527376112885,52,24,0.6,0,0.0,0.0,31.4,362,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,D,participants_only,,,30,14,0,16,14,0,0.23999657052358686,0.20146301856268456,0.6732454057749423,0.016580919382321604,52,24,0.8,0,0.0,0.0,25.2,362,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,D,nonparticipants_only,,,10,0,10,0,0,0,0.1860198948220155,0.14999518005219198,0.6608607423584498,0.015422240217642278,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.00000000000009,20.0,0.22727272727272704,,,0.0,0.0,57.0,0.6477272727272722,0.013829000342697378,0.12280701754385964,0.0,0,7,13,28,40,,38,57,4.600000000000001,0.05227272727272724,6.400000000000003,0.0727272727272727,23,32,38
14,D,all_agents,,,40,17,10,13,17,0,0.2309557358253773,0.19017079687355873,0.6863155895439446,0.017579209224522073,58,25,0.625,0,0.0,0.0,31.35,394,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,D,participants_only,,,30,17,0,13,17,0,0.2457210546896654,0.20424970560029443,0.6863155895439446,0.01754737225903177,58,25,0.8333333333333334,0,0.0,0.0,25.133333333333333,394,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,D,nonparticipants_only,,,10,0,10,0,0,0,0.18665977923251298,0.1511834093605593,0.6575564386466576,0.015058544427023755,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,D,step_totals,,,,,,,,,,,,,,,,,,,,,81.80000000000008,20.0,0.24449877750611224,,,0.0,0.0,50.0,0.6112469437652805,0.015011288591439829,0.12,0.0,0,6,7,49,40,,38,50,4.600000000000001,0.05623471882640583,7.200000000000004,0.08801955990220045,23,36,42
15,D,all_agents,,,40,20,10,10,20,0,0.23547881257886066,0.19341775552770932,0.6988629659621868,0.018213432427520774,61,25,0.625,0,0.0,0.0,31.025,424,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,D,participants_only,,,30,20,0,10,20,0,0.25154054598838455,0.21026444571552708,0.6988629659621868,0.018350178926964535,61,25,0.8333333333333334,0,0.0,0.0,24.7,424,,,,,,,,,,,,,,,,,,,,,,,,,,,
