step,condition,population,skill_reachability,resource_reachability,n_agents,maker_count,stage_consumer,stage_customizer,stage_maker,stage_advanced_maker,skill_mean,skill_median,skill_max,skill_var,method_count_total,method_holders,method_adoption_rate,method_peer_held,knowledge_diffusion_lag_mean,hop_count_mean,latent_distributed_resources,completed_projects_total,time_total,time_observe,time_share_observe,time_make,time_share_make,time_practice,time_share_practice,time_idle,time_share_idle,skill_gain_per_time,method_self_discovery_per_time,method_peer_acquisition_per_time,peer_acquired_count,self_discovered_count,reject_time_budget_exceeded,reject_missing_asset,count_observe,count_make,count_practice,count_idle,time_ask,time_share_ask,time_share,time_share_share,count_ask,count_share,reject_insufficient_material
6,D,nonparticipants_only,,,10,0,10,0,0,0,0.1619701808430459,0.13990048282090461,0.42474247612372984,0.007467198277536154,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,D,step_totals,,,,,,,,,,,,,,,,,,,,,80.70000000000009,3.3000000000000016,0.04089219330855016,47.0,0.582403965303593,20.0,0.2478314745972736,0.0,0.0,0.014507993494784216,0.0425531914893617,0.0,0,2,4,25,33,47,40,39,6.800000000000003,0.08426270136307307,3.600000000000001,0.04460966542750926,34,18,25
7,D,all_agents,,,40,10,10,20,10,0,0.20447909350172294,0.17613723207787574,0.7125965518861067,0.013782939991042386,32,20,0.5,0,0.0,0.0,33.15,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,D,participants_only,,,30,10,0,20,10,0,0.2183861300762891,0.19050096831561664,0.7125965518861067,0.015219288056170946,32,20,0.6666666666666666,0,0.0,0.0,27.533333333333335,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,D,nonparticipants_only,,,10,0,10,0,0,0,0.16275798377802436,0.13920098040680007,0.4226187637431112,0.007153027800220848,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,D,step_totals,,,,,,,,,,,,,,,,,,,,,90.30000000000008,0.7,0.007751937984496116,59.0,0.6533776301218156,20.0,0.22148394241417477,0.0,0.0,0.016534658389231988,0.0847457627118644,0.0,0,5,10,27,7,59,40,38,6.800000000000003,0.07530454042081947,3.800000000000001,0.04208194905869322,34,19,27
8,D,all_agents,,,40,9,10,21,9,0,0.20986860715133962,0.17800243983619884,0.7090335691266761,0.013924436811866526,39,22,0.55,0,0.0,0.0,33.325,242,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,D,participants_only,,,30,9,0,21,9,0,0.22531185418034128,0.19045971650907828,0.7090335691266761,0.015328216756326432,39,22,0.7333333333333333,0,0.0,0.0,27.766666666666666,242,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,D,nonparticipants_only,,,10,0,10,0,0,0,0.16353886606433463,0.13850497550476606,0.42050566992439564,0.006851170432901582,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,D,step_totals,,,,,,,,,,,,,,,,,,,,,87.8000000000001,0.2,0.002277904328018221,57.0,0.6492027334851929,20.0,0.22779043280182207,0.0,0.0,0.016480049248104475,0.12280701754385964,0.0,0,7,12,34,2,57,40,39,6.800000000000003,0.07744874715261954,3.800000000000001,0.043280182232346205,34,19,30
9,D,all_agents,,,40,9,10,21,9,0,0.2154763594759558,0.18833417666647614,0.7054884012810427,0.014361687136278622,43,23,0.575,0,0.0,0.0,33.025,277,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,D,participants_only,,,30,9,0,21,9,0,0.23253101018689837,0.1954063912024549,0.7054884012810427,0.0157976801807175,43,23,0.7666666666666667,0,0.0,0.0,27.366666666666667,277,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,D,nonparticipants_only,,,10,0,10,0,0,0,0.16431240734312808,0.13935202265488644,0.41840314157477365,0.006563374672494936,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,D,step_totals,,,,,,,,,,,,,,,,,,,,,90.0000000000001,,,59.0,0.6555555555555548,20.0,0.222222222222222,0.0,0.0,0.016625811135442238,0.06779661016949153,0.0,0,4,12,26,,59,40,38,6.800000000000003,0.07555555555555551,4.200000000000001,0.04666666666666663,34,21,31
10,D,all_agents,,,40,12,10,18,12,0,0.22045163178116353,0.1890991325046234,0.717268865229801,0.01495223774709463,50,25,0.625,0,0.0,0.0,32.7,309,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,participants_only,,,30,12,0,18,12,0,0.23890927627581232,0.1976401550902901,0.717268865229801,0.016477153781422567,50,25,0.8333333333333334,0,0.0,0.0,26.933333333333334,309,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,nonparticipants_only,,,10,0,10,0,0,0,0.16507869829721716,0.13948516920608123,0.4163111258668998,0.006289273960620747,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,D,step_totals,,,,,,,,,,,,,,,,,,,,,87.40000000000009,0.1,0.0011441647597253994,57.0,0.6521739130434776,19.5,0.22311212814645287,0.0,0.0,0.015389810557424968,0.12280701754385964,0.0,0,7,13,35,1,57,39,38,6.200000000000003,0.07093821510297478,4.600000000000001,0.05263157894736838,31,23,29
10,D,reachability,0.425,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,all_agents,,,40,13,10,17,13,0,0.22512985483376807,0.19039369168407774,0.713682520903652,0.01550330377207181,57,26,0.65,0,0.0,0.0,32.45,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,participants_only,,,30,13,0,17,13,0,0.24489369512570086,0.20071982951168252,0.713682520903652,0.017099807696742346,57,26,0.8666666666666667,0,0.0,0.0,26.6,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,nonparticipants_only,,,10,0,10,0,0,0,0.16583833395796965,0.14076887475755623,0.4142295702375653,0.006026479401039878,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,D,step_totals,,,,,,,,,,,,,,,,,,,,,89.5000000000001,0.1,0.0011173184357541888,58.0,0.6480446927374295,20.0,0.22346368715083775,0.0,0.0,0.014239318227603505,0.1206896551724138,0.0,0,7,10,26,1,58,40,38,6.600000000000003,0.07374301675977649,4.800000000000002,0.053631284916201075,33,24,34
12,D,all_agents,,,40,16,10,14,16,0,0.2300474818926625,0.19363285485898354,0.725135220067506,0.01622779455367063,65,26,0.65,0,0.0,0.0,32.3,372,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,participants_only,,,30,16,0,14,16,0,0.2511994033994189,0.2099858879637316,0.725135220067506,0.01792295153627224,65,26,0.8666666666666667,0,0.0,0.0,26.4,372,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,nonparticipants_only,,,10,0,10,0,0,0,0.16659171737239337,0.14472583120561505,0.41215842238637745,0.005773478204729998,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,D,step_totals,,,,,,,,,,,,,,,,,,,,,85.00000000000007,0.1,0.0011764705882352931,54.0,0.6352941176470583,19.5,0.22941176470588215,0.0,0.0,0.015715354797549822,0.14814814814814814,0.0,0,8,11,42,1,54,39,37,6.200000000000003,0.0729411764705882,5.200000000000002,0.06117647058823526,31,26,31
13,D,all_agents,,,40,18,10,12,17,1,0.23489719681389484,0.19383766505430444,0.7215095439671685,0.016916224786476485,72,27,0.675,0,0.0,0.0,31.925,404,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,D,participants_only,,,30,18,0,12,17,1,0.2574170230850356,0.21314509982075705,0.7215095439671685,0.018681487041023202,72,27,0.9,0,0.0,0.0,25.9,404,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,D,nonparticipants_only,,,10,0,10,0,0,0,0.16733771800047256,0.1464483704283382,0.41009763027444557,0.005534727119447984,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,D,step_totals,,,,,,,,,,,,,,,,,,,,,90.60000000000008,,,59.0,0.6512141280353195,20.0,0.22075055187637949,0.0,0.0,0.014524263070899724,0.11864406779661017,0.0,0,7,10,26,,59,40,38,6.400000000000003,0.07064017660044147,5.200000000000002,0.057395143487858694,32,26,34
14,D,all_agents,,,40,20,10,10,19,1,0.23969123120056998,0.19512192892123614,0.7326491622084818,0.017825321597404884,78,27,0.675,0,0.0,0.0,31.95,442,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,D,participants_only,,,30,20,0,10,19,1,0.2635625101965985,0.21747429044711736,0.7326491622084818,0.01971907647694442,78,27,0.9,0,0.0,0.0,25.933333333333334,442,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,D,nonparticipants_only,,,10,0,10,0,0,0,0.16807739421248455,0.15010625984084147,0.40804714212307336,0.005306001427911507,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,D,step_totals,,,,,,,,,,,,,,,,,,,,,81.8000000000001,,,51.0,0.6234718826405861,19.0,0.23227383863080658,0.0,0.0,0.01602434454996201,0.11764705882352941,0.0,0,6,9,47,,51,38,36,6.400000000000003,0.07823960880195593,5.400000000000002,0.06601466992665031,32,27,33
15,D,all_agents,,,40,22,10,8,21,1,0.24444222910971494,0.20095722700563406,0.7289859163974394,0.0186995466442598,85,28,0.7,0,0.0,0.0,31.7,477,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,D,participants_only,,,30,22,0,8,21,1,0.2696527298572574,0.22241029435911466,0.7289859163974394,0.020694636526080824,85,28,0.9333333333333333,0,0.0,0.0,25.6,477,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,D,nonparticipants_only,,,10,0,10,0,0,0,0.16881072686708753,0.15222346769067674,0.406006906412458,0.005087444823494656,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.8000000000001,,,57.0,0.6418918918918912,20.0,0.22522522522522498,0.0,0.0,0.014617020592661173,0.12280701754385964,0.0,0,7,8,28,,57,40,38,6.400000000000003,0.07207207207207203,5.400000000000002,0.060810810810810766,32,27,38
16,D,all_agents,,,40,23,10,7,22,1,0.24841051992080346,0.2056216389406188,0.7398264797415418,0.019646303898858054,91,28,0.7,0,0.0,0.0,31.8,509,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,D,participants_only,,,30,23,0,7,22,1,0.274701427647055,0.22129824288731909,0.7398264797415418,0.021803973889990322,91,28,0.9333333333333333,0,0.0,0.0,25.733333333333334,509,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,D,nonparticipants_only,,,10,0,10,0,0,0,0.16953779674204877,0.1542858666844148,0.4039768718803957,0.004878751976617968,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,D,step_totals,,,,,,,,,,,,,,,,,,,,,80.6000000000001,,,50.0,0.6203473945409422,19.0,0.23573200992555804,0.0,0.0,0.013857600802316346,0.12,0.0,0,6,11,50,,50,38,35,6.000000000000003,0.0744416873449131,5.600000000000002,0.06947890818858556,30,28,33
17,D,all_agents,,,40,25,10,5,25,0,0.2531790230899551,0.20937553652073387,0.7361273473428341,0.02064412031143209,96,28,0.7,0,0.0,0.0,31.625,547,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,D,participants_only,,,30,25,0,5,25,0,0.28081935738231256,0.22159932738569751,0.7361273473428341,0.022908806005709954,96,28,0.9333333333333333,0,0.0,0.0,25.5,547,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,D,nonparticipants_only,,,10,0,10,0,0,0,0.1702580202128828,0.15757898872202802,0.40195698752099374,0.004682206271079263,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,D,step_totals,,,,,,,,,,,,,,,,,,,,,88.8000000000001,,,57.0,0.6418918918918912,20.0,0.22522522522522498,0.0,0.0,0.014682849216240686,0.08771929824561403,0.0,0,5,9,28,,57,40,37,6.200000000000003,0.06981981981981977,5.600000000000002,0.06306306306306302,31,28,38
18,D,all_agents,,,40,26,10,4,26,0,0.2572840488224323,0.210585230250537,0.7466822534491208,0.021764741716796362,104,28,0.7,0,0.0,0.0,31.75,584,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,D,participants_only,,,30,26,0,4,26,0,0.28605450101856394,0.22174777305937887,0.7466822534491208,0.024211093526970647,104,28,0.9333333333333333,0,0.0,0.0,25.666666666666668,584,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,D,nonparticipants_only,,,10,0,10,0,0,0,0.1709726922340372,0.15810103526729374,0.3999472025833888,0.004492819251434727,0,0,0.0,0,0.0,0.0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,D,step_totals,,,,,,,,,,,,,,,,,,,,,79.90000000000008,,,50.0,0.6257822277847304,18.5,0.2315394242803502,0.0,0.0,0.014422656158083115,0.16,0.0,0,8,12,49,,50,37,35,5.8000000000000025,0.07259073842302875,5.600000000000002,0.07008760951188982,29,28,32
19,D,all_agents,,,40,28,10,2,28,0,0.2616259514515425,0.21537243435229567,0.7429488421818752,0.022838476532207226,108,28,0.7,0,0.0,0.0,31.575,620,,,,,,,,,,,,,,,,,,,,,,,,,,,
