seed,condition,topology,peer_learning_enabled,random_seed,agent_initial_states_sha256,participant_ids_sha256,base_graph_sha256,cultural_edge_count,network_density,assortativity_target,assortativity_swap_budget,assortativity_achieved_structured,assortativity_achieved_rewired,assortativity_target_reached,steps,final_state_sha256
15,B,rewired,True,15,2844b621b2e1976753a2e18c86a32c807d4e18e9ec4f61a14f0831e671eb704a,7f25c6793bfc632c6b5e5c95fb66bd70786db7285ada6e0f6e3d88f495e5c5cc,ebc56be801e5eb0446d6c607d876ee563b95997bd53b0b17cd3cf67b42da9062,67,0.15384615384615385,0.3,600,0.3054656162084771,0.08337854892271246,True,156,fb2f03473a3ed4e40db8965f33b7a2ad588e1cb9bda44ac137f854e6955e85e6
15,C,structured,False,15,2844b621b2e1976753a2e18c86a32c807d4e18e9ec4f61a14f0831e671eb704a,7f25c6793bfc632c6b5e5c95fb66bd70786db7285ada6e0f6e3d88f495e5c5cc,ee54cd7a43f530e02291b854df0baf5d3dc353ce8fa21720447fa875401507a8,66,0.15384615384615385,0.3,600,0.3054656162084771,0.08337854892271246,True,156,3f357d2a8eaf3bc845fe5f6ad6e837850d2f51d8a17c5223fba7eaa3363e6e2e
15,D,rewired,False,15,2844b621b2e1976753a2e18c86a32c807d4e18e9ec4f61a14f0831e671eb704a,7f25c6793bfc632c6b5e5c95fb66bd70786db7285ada6e0f6e3d88f495e5c5cc,ebc56be801e5eb0446d6c607d876ee563b95997bd53b0b17cd3cf67b42da9062,67,0.15384615384615385,0.3,600,0.3054656162084771,0.08337854892271246,True,156,20c3f86e548a046e0e6170443584401e945cc6c8ffd927601bb38f39f32cf06a
16,A,structured,True,16,e556b368d38d5fc72d47b6701d53c17b78acb33055cd68f74cb13f79f65271fd,2125f4f805da7d78f42cdbfb4cb375b64504da56d275911582c49107bbe50a70,9372e442893a44026dac31f83ca1e0632633102e480119d8b64dc8b58a35e3e5,63,0.15384615384615385,0.3,600,0.32673636279036616,-0.010759348170727427,True,156,33409d9d300e1613a67919842376e2e8067fd9469d5bc303d9b935acf73a2e16
16,B,rewired,True,16,e556b368d38d5fc72d47b6701d53c17b78acb33055cd68f74cb13f79f65271fd,2125f4f805da7d78f42cdbfb4cb375b64504da56d275911582c49107bbe50a70,42bd16cc111a60a1cb637579f5ed5f17d966dfb08a128347d636490c37342ba5,61,0.15384615384615385,0.3,600,0.32673636279036616,-0.010759348170727427,True,156,89fb6ae064d3a72998d4459ca7673625d77a50e758d24cf82c842b684c32c44a
16,C,structured,False,16,e556b368d38d5fc72d47b6701d53c17b78acb33055cd68f74cb13f79f65271fd,2125f4f805da7d78f42cdbfb4cb375b64504da56d275911582c49107bbe50a70,9372e442893a44026dac31f83ca1e0632633102e480119d8b64dc8b58a35e3e5,63,0.15384615384615385,0.3,600,0.32673636279036616,-0.010759348170727427,True,156,9c351f7ab8f6d5b523df0cb8e6b79cc99c0e5e59713d6a775ab13c7cda3349b7
16,D,rewired,False,16,e556b368d38d5fc72d47b6701d53c17b78acb33055cd68f74cb13f79f65271fd,2125f4f805da7d78f42cdbfb4cb375b64504da56d275911582c49107bbe50a70,42bd16cc111a60a1cb637579f5ed5f17d966dfb08a128347d636490c37342ba5,61,0.15384615384615385,0.3,600,0.32673636279036616,-0.010759348170727427,True,156,0f368680045ecaa6c9e1bebe0c603928720f79a84812b73ffca19cf2df93b93b
17,A,structured,True,17,9c364a4d15bb9d890d0a6e30a32604c9e27121b5e390f0e461fad9d66134cc6a,c8d7f9e7efa56d5d05f2af39aff1b55fc6ca7c6d4e84cfc7776f11e7546b0226,0c34ed8e45ce30ce65d735a14eb836112636319c475ff260c5bb9f6eb56a0968,67,0.15384615384615385,0.3,600,0.31703481800422656,0.021292668753935054,True,156,a48596cc77546bb0b6be9acd07e29ab52335ea12ef18ceab9982c10895f6978f
17,B,rewired,True,17,9c364a4d15bb9d890d0a6e30a32604c9e27121b5e390f0e461fad9d66134cc6a,c8d7f9e7efa56d5d05f2af39aff1b55fc6ca7c6d4e84cfc7776f11e7546b0226,23abe803058ea2c0bb1e2cf537ad1d34af3765f9c4536da56d15d2329f9e7ea5,67,0.15384615384615385,0.3,600,0.31703481800422656,0.021292668753935054,True,156,1aae88e5c718ee55d9f0b720a549d8de058c27323391d213da52c2438fc3c8e3
17,C,structured,False,17,9c364a4d15bb9d890d0a6e30a32604c9e27121b5e390f0e461fad9d66134cc6a,c8d7f9e7efa56d5d05f2af39aff1b55fc6ca7c6d4e84cfc7776f11e7546b0226,0c34ed8e45ce30ce65d735a14eb836112636319c475ff260c5bb9f6eb56a0968,67,0.15384615384615385,0.3,600,0.31703481800422656,0.021292668753935054,True,156,81c533f7c425041c4316508b91f10b0c6e20772c73650eaf38ccdb96e6144b36
17,D,rewired,False,17,9c364a4d15bb9d890d0a6e30a32604c9e27121b5e390f0e461fad9d66134cc6a,c8d7f9e7efa56d5d05f2af39aff1b55fc6ca7c6d4e84cfc7776f11e7546b0226,23abe803058ea2c0bb1e2cf537ad1d34af3765f9c4536da56d15d2329f9e7ea5,67,0.15384615384615385,0.3,600,0.31703481800422656,0.021292668753935054,True,156,018ad0bb591393d5c4908475cf10125598002c4dec98d77f3b9a37ffd626eadb
18,A,structured,True,18,464341efda8284e8eaab41fb0c7cbec8581f2f6dee7262ece1c0bf69fa04b79f,7094730f123dcf85ba37a1505667bf2ef6e72d4d9e5411eac3eebb461a561beb,b5cc63d42f428e9d3eec7c88db5ecf4aecb5db28863051dd193ff62521d77d31,63,0.15384615384615385,0.3,600,0.31105585625803683,-0.17209995890562785,True,156,fd03c229e19dd531e65262dbd6cb7845c3e6991ec00f76606c5c53ff57cd886f
18,B,rewired,True,18,464341efda8284e8eaab41fb0c7cbec8581f2f6dee7262ece1c0bf69fa04b79f,7094730f123dcf85ba37a1505667bf2ef6e72d4d9e5411eac3eebb461a561beb,e4cb3e2ebc320d9c0c6b881e265d7ec5aa72bd339d54396f3ed8f31352c83c92,62,0.15384615384615385,0.3,600,0.31105585625803683,-0.17209995890562785,True,156,4b031964f3c2fe2082241c9d01685ba1a85fe1b416ba6813a88751ed60eec26b
18,C,structured,False,18,464341efda8284e8eaab41fb0c7cbec8581f2f6dee7262ece1c0bf69fa04b79f,7094730f123dcf85ba37a1505667bf2ef6e72d4d9e5411eac3eebb461a561beb,b5cc63d42f428e9d3eec7c88db5ecf4aecb5db28863051dd193ff62521d77d31,63,0.15384615384615385,0.3,600,0.31105585625803683,-0.17209995890562785,True,156,6282f28140d6b52f07eaa568498367f8cbad03f7e153cbc522e28a4ca83e20cc
18,D,rewired,False,18,464341efda8284e8eaab41fb0c7cbec8581f2f6dee7262ece1c0bf69fa04b79f,7094730f123dcf85ba37a1505667bf2ef6e72d4d9e5411eac3eebb461a561beb,e4cb3e2ebc320d9c0c6b881e265d7ec5aa72bd339d54396f3ed8f31352c83c92,62,0.15384615384615385,0.3,600,0.31105585625803683,-0.17209995890562785,True,156,8e1d6f9c0139c147fa4603416bbafb31ae605f137dddb943723116797dd26473
19,A,structured,True,19,06bcc7f32c377e491e098b1f64e76cc74ee758ee3ea53103948ad0cddd933200,062e8c47dfc542f58f1b3430f1a9f4c96fdb3ba199401a6a979bd58b2e5adbcc,c39f60ffcd29820519bfb19d77547b282c14e0d055606df62f0a76c1724d7df1,67,0.15384615384615385,0.3,600,0.30942861763373153,0.028003424842290174,True,156,64c94831ae57f285b1809d027960b28e65f61bfd44a0204126e2fa45e1b0e4e9
19,B,rewired,True,19,06bcc7f32c377e491e098b1f64e76cc74ee758ee3ea53103948ad0cddd933200,062e8c47dfc542f58f1b3430f1a9f4c96fdb3ba199401a6a979bd58b2e5adbcc,0ccc84ef3645c50ff676cd4795b32859c820571c30d3a4a4875974226616adf1,61,0.15384615384615385,0.3,600,0.30942861763373153,0.028003424842290174,True,156,88fa570efeb277c7df7ecb3975f2a7536cea45ad6719baab30baaf313f54211a
19,C,structured,False,19,06bcc7f32c377e491e098b1f64e76cc74ee758ee3ea53103948ad0cddd933200,062e8c47dfc542f58f1b3430f1a9f4c96fdb3ba199401a6a979bd58b2e5adbcc,c39f60ffcd29820519bfb19d77547b282c14e0d055606df62f0a76c1724d7df1,67,0.15384615384615385,0.3,600,0.30942861763373153,0.028003424842290174,True,156,d2c243291e5c4f8018f72f5917640225b757c8eb14fa8e207f203baaca959ae0
19,D,rewired,False,19,06bcc7f32c377e491e098b1f64e76cc74ee758ee3ea53103948ad0cddd933200,062e8c47dfc542f58f1b3430f1a9f4c96fdb3ba199401a6a979bd58b2e5adbcc,0ccc84ef3645c50ff676cd4795b32859c820571c30d3a4a4875974226616adf1,61,0.15384615384615385,0.3,600,0.30942861763373153,0.028003424842290174,True,156,f6d5a7345fb070e1d5ae65a4ee091304bda2bb9f9f75855c63c50d5b5d84e6d8
20,A,structured,True,20,14b58a2dbc51b5d0b11e56b185b5f86bcd3b01f8115ca03619a2af4c9bf03127,4a8b827ffd7804a45d7c95eca544fd04ec76a4a489d99bc23c3adbecacea5944,339753039f71763c957a54ff1992dd179796bef3b160f8a88f17b93d124b2853,67,0.15384615384615385,0.3,600,0.32439093944709024,0.10035939415953912,True,156,838aafd8f4443ceb08871d53e16973c2de4fa09e8138d12835cd14ec489bec33
20,B,rewired,True,20,14b58a2dbc51b5d0b11e56b185b5f86bcd3b01f8115ca03619a2af4c9bf03127,4a8b827ffd7804a45d7c95eca544fd04ec76a4a489d99bc23c3adbecacea5944,a4bf35aad1f2e1f9dc51614d8bf040775dbea4190aa9040faf28f486690e2f54,69,0.15384615384615385,0.3,600,0.32439093944709024,0.10035939415953912,True,156,383a64e16ed0e52adcd76ad5c114d7cbd03dc87d7ef07cb9df7065b5ee7e915b
20,C,structured,False,20,14b58a2dbc51b5d0b11e56b185b5f86bcd3b01f8115ca03619a2af4c9bf03127,4a8b827ffd7804a45d7c95eca544fd04ec76a4a489d99bc23c3adbecacea5944,339753039f71763c957a54ff1992dd179796bef3b160f8a88f17b93d124b2853,67,0.15384615384615385,0.3,600,0.32439093944709024,0.10035939415953912,True,156,3ef3587d609afd5689aa792739fe3e6800b75632fd1b48faed7134f32d0562d7
20,D,rewired,False,20,14b58a2dbc51b5d0b11e56b185b5f86bcd3b01f8115ca03619a2af4c9bf03127,4a8b827ffd7804a45d7c95eca544fd04ec76a4a489d99bc23c3adbecacea5944,a4bf35aad1f2e1f9dc51614d8bf040775dbea4190aa9040faf28f486690e2f54,69,0.15384615384615385,0.3,600,0.32439093944709024,0.10035939415953912,True,156,ed29d45f7033203c3fee069447ef78c69e65b0fa01289ea4607b7b8437d8c8f5
